Date;AgeAdult;AgeMax;BatchMode;DNAFill;DenunciationCost;DisplayPeriod;DumpStart;FixedSignalingCost;FriendshipValue;GeneCoding;GeneLength;GroupMinSize;HeroCompetivity;Icon;KinSelection;MaxFriends;MaxHeroes;MutationRate;NbCrossover;NumberOfGroups;PopulationSize;ReproductionRate;ResultDir;Rounds;SacrificeHeredity;SacrificeMaturity;SampleSize;ScenarioName;SelectionPressure;Selectivity;SignalingCost;StartFromFile;TimeLimit;Title;LastStep;Honoring;SelfSacrifice
190125121427;20;100;0;-1;100;10;5000;0;20;Weighted;10;0;50;social-media-social-networking-connections.jpg;50;100;10;5;1;1;100;10;./___Results;100;50;20;10;SelfSacrifice;0;10;30;0;100000;Evolife;960;0;0
