Date;Admiration;AgeAdult;AgeMax;BatchMode;DNAFill;DisplayPeriod;DumpStart;GeneCoding;GeneLength;GroupMinSize;HeroCompetivity;Icon;KinSelection;MaxHeroes;MutationRate;NbCrossover;NumberOfGroups;PopulationSize;ReproductionRate;ResultDir;Rounds;SacrificeHeredity;SacrificeMaturity;SampleSize;ScenarioName;SelectionPressure;Selectivity;StartFromFile;TimeLimit;Title;LastStep;SelfSacrifice
190125120915;0;20;100;0;-1;10;5000;Weighted;10;0;50;social-media-social-networking-connections.jpg;50;10;5;1;1;100;5;./___Results;10;100;20;10;SelfSacrifice_v0s;12;0;0;100000;Evolife;910;0
