Date;AgeAdult;AgeMax;BatchMode;DNAFill;DenunciationCost;DifferentialCosts;DishonestPremium;DisplayPeriod;DumpStart;EraseNetwork;FriendshipValue;GeneCoding;GeneLength;GroupMinSize;HonoringCost;JoiningBonus;Judas;MaxFriends;MutationRate;NbCrossover;NbInteractions;NbTraitors;NumberOfGroups;PopulationSize;ReproGainsThreshold;ReproductionRate;ResultDir;Rounds;SacrificeHeredity;SampleSize;ScenarioName;SelectionPressure;Selectivity;StartFromFile;TimeLimit;Title;LastStep;Patriot;NonPatriot;Demand;SelfSacrifice;NbHeroes
190326205201;0;40;1;0;100;1;100;10;5000;0;20;Weighted;8;0;100;10;10;10;5;1;100;10;1;1000;10;30;./___Results;50;50;5;Sacrifice;6;10;0;10000;Evolife;9990;3;1;0;1;15
