Year;Patriot;NonPatriot;Demand;SelfSacrifice;NbHeroes
0;0;0;0;0;0
0;0;0;0;0;0
10;0;0;0;0;0
20;0;0;0;0;1
30;1;0;0;0;0
40;0;0;0;0;1
50;1;0;0;0;1
60;2;0;0;0;0
70;1;0;0;0;2
80;2;0;0;0;2
90;2;0;0;0;2
100;4;0;0;0;2
110;4;0;0;0;3
120;6;0;0;0;2
130;8;0;0;0;2
140;7;0;0;1;4
150;8;0;0;0;2
160;9;0;0;0;1
170;8;0;0;0;1
180;7;0;1;0;1
190;6;0;0;0;2
200;6;0;0;0;2
210;8;0;0;1;3
220;7;0;0;1;8
230;6;0;0;0;1
240;6;0;0;0;2
250;5;0;0;0;1
260;3;0;0;0;1
270;3;0;0;0;2
280;3;0;0;0;2
290;2;1;0;0;1
300;4;0;0;0;3
310;5;1;0;0;5
320;6;0;0;0;1
330;6;0;0;0;2
340;6;0;0;0;2
350;7;0;0;0;2
360;6;1;0;0;2
370;4;0;0;0;5
380;5;1;0;0;0
390;4;0;0;0;2
400;4;0;0;0;0
410;5;0;0;0;1
420;6;1;0;0;1
430;6;1;0;0;2
440;5;0;0;0;0
450;5;0;0;0;2
460;4;0;0;0;0
470;3;0;0;0;2
480;3;0;1;0;0
490;4;0;0;0;2
500;4;0;1;0;1
510;6;0;1;0;2
520;3;0;0;0;5
530;3;0;0;0;0
540;2;0;0;0;3
550;2;0;0;0;2
560;2;0;0;0;1
570;2;0;0;0;1
580;2;0;0;0;1
590;3;0;0;0;1
600;6;0;0;0;2
610;10;0;0;0;3
620;8;0;0;0;3
630;9;0;0;0;0
640;10;0;0;0;3
650;9;0;0;0;1
660;10;0;0;0;0
670;6;0;0;0;0
680;5;0;0;0;5
690;5;0;0;0;2
700;5;0;0;0;1
710;4;1;0;0;0
720;5;1;0;0;2
730;6;0;0;0;1
740;7;0;0;0;0
750;6;1;0;0;1
760;6;1;0;0;2
770;6;0;0;0;1
780;5;1;0;0;2
790;5;1;0;0;1
800;8;1;0;0;4
810;7;0;0;0;0
820;8;0;0;0;1
830;8;0;0;0;4
840;9;0;0;0;3
850;8;0;0;0;7
860;8;0;0;0;1
870;9;0;0;0;1
880;8;0;0;0;2
890;11;0;0;0;2
900;9;1;0;0;6
910;10;0;0;0;2
920;11;0;0;0;1
930;10;1;0;0;3
940;9;0;0;1;0
950;9;0;0;0;3
960;8;1;0;0;0
970;6;0;0;0;2
980;8;1;0;0;1
990;7;2;0;0;0
1000;10;2;0;0;1
1010;9;0;0;0;0
1020;11;1;0;0;0
1030;9;0;0;0;1
1040;9;1;0;0;1
1050;10;1;0;0;3
1060;8;0;0;0;4
1070;7;0;0;0;2
1080;8;0;0;0;1
1090;8;1;0;0;0
1100;7;0;0;0;1
1110;7;0;0;0;3
1120;8;0;0;0;2
1130;6;1;0;0;0
1140;6;0;0;0;0
1150;6;0;1;0;2
1160;6;0;0;0;0
1170;7;0;0;0;9
1180;7;0;0;0;2
1190;10;0;0;0;1
1200;10;0;0;0;1
1210;11;0;0;0;2
1220;9;0;0;0;2
1230;14;1;1;0;1
1240;15;1;0;0;1
1250;16;0;0;0;4
1260;11;0;0;0;1
1270;11;0;0;0;4
1280;11;0;0;0;1
1290;13;0;0;0;1
1300;14;0;0;0;2
1310;11;0;0;0;2
1320;12;0;0;0;1
1330;16;0;0;0;2
1340;12;0;0;0;1
1350;13;0;0;0;6
1360;13;0;0;1;6
1370;14;0;0;1;5
1380;13;0;0;0;2
1390;14;0;0;0;2
1400;14;0;0;1;5
1410;15;0;0;1;3
1420;14;0;0;1;4
1430;17;0;0;0;3
1440;20;0;0;0;6
1450;21;0;0;0;6
1460;17;1;0;0;3
1470;14;1;0;0;4
1480;17;1;0;0;1
1490;16;0;0;0;1
1500;15;0;0;0;2
1510;12;0;1;0;1
1520;15;1;0;0;4
1530;14;1;1;0;2
1540;15;1;0;0;2
1550;16;0;1;0;2
1560;17;0;1;0;2
1570;18;0;0;2;2
1580;18;0;0;1;2
1590;16;0;0;1;3
1600;15;0;0;1;6
1610;17;0;1;1;1
1620;15;0;1;0;2
1630;12;0;1;0;4
1640;13;0;0;0;0
1650;11;0;0;1;5
1660;9;0;0;1;3
1670;11;0;0;0;2
1680;11;0;0;0;5
1690;12;0;1;0;4
1700;10;0;0;0;6
1710;11;0;0;0;3
1720;9;0;0;1;1
1730;9;0;0;0;1
1740;10;1;0;1;3
1750;9;0;0;1;3
1760;11;0;0;1;2
1770;10;0;0;1;4
1780;11;0;0;1;3
1790;13;1;0;1;6
1800;9;0;0;1;4
1810;6;0;0;1;2
1820;5;1;0;1;4
1830;4;0;0;1;5
1840;6;0;0;1;4
1850;5;0;0;1;2
1860;6;0;0;1;5
1870;5;0;0;1;5
1880;4;0;0;1;1
1890;4;0;0;1;6
1900;5;0;0;1;3
1910;7;0;0;1;2
1920;7;0;0;0;4
1930;6;0;0;0;4
1940;7;0;0;0;2
1950;6;0;0;0;1
1960;7;0;0;1;2
1970;8;0;0;1;1
1980;7;1;0;0;5
1990;6;1;1;0;3
2000;7;0;0;0;1
2010;10;0;0;0;4
2020;10;0;0;0;2
2030;11;0;0;0;6
2040;10;0;1;1;4
2050;10;0;0;1;4
2060;11;0;0;0;1
2070;14;0;0;0;0
2080;13;0;0;0;5
2090;13;1;0;0;3
2100;13;1;0;0;3
2110;15;1;0;0;4
2120;14;0;0;0;2
2130;11;1;0;0;2
2140;11;0;0;0;1
2150;9;0;0;0;4
2160;9;1;0;0;0
2170;7;1;0;0;2
2180;7;1;0;0;0
2190;7;1;0;0;1
2200;7;1;0;1;2
2210;8;1;0;0;2
2220;8;1;0;0;1
2230;8;1;0;0;1
2240;9;0;0;0;3
2250;9;1;0;0;1
2260;9;1;0;0;1
2270;10;1;0;0;0
2280;11;1;0;0;0
2290;12;1;0;0;0
2300;13;1;0;0;0
2310;13;1;0;0;1
2320;13;1;0;0;0
2330;13;1;0;0;0
2340;14;2;0;0;0
2350;13;1;0;0;3
2360;13;1;0;0;1
2370;12;1;0;0;3
2380;12;1;0;0;3
2390;10;1;0;0;3
2400;11;1;0;1;7
2410;10;0;0;1;3
2420;9;0;0;0;1
2430;9;1;0;1;3
2440;11;0;0;0;5
2450;9;0;0;0;2
2460;10;1;0;0;3
2470;8;0;0;0;2
2480;9;0;0;0;2
2490;8;0;0;0;4
2500;7;0;0;0;1
2510;6;0;0;0;2
2520;7;0;0;0;1
2530;6;1;0;0;2
2540;6;1;0;0;0
2550;6;1;0;0;0
2560;7;1;0;0;5
2570;6;1;0;0;2
2580;5;1;0;0;0
2590;5;1;0;0;2
2600;5;1;0;1;0
2610;5;1;0;0;1
2620;7;0;0;0;1
2630;6;1;0;0;0
2640;6;1;0;0;4
2650;6;0;0;0;2
2660;7;0;0;0;4
2670;7;1;0;0;0
2680;8;1;0;0;0
2690;7;0;0;0;1
2700;7;0;0;0;2
2710;8;1;0;0;2
2720;9;1;0;0;4
2730;8;1;0;0;0
2740;8;1;0;0;2
2750;6;1;1;0;5
2760;6;1;1;0;2
2770;7;1;0;0;3
2780;5;1;0;0;2
2790;5;1;0;0;3
2800;5;1;0;0;3
2810;5;0;0;0;0
2820;5;1;0;0;0
2830;6;1;0;0;2
2840;5;1;0;0;3
2850;6;1;0;0;1
2860;11;1;1;0;2
2870;10;1;0;0;0
2880;10;2;0;0;0
2890;11;1;0;0;0
2900;9;1;0;0;2
2910;12;1;0;0;2
2920;10;1;0;0;2
2930;11;1;0;0;1
2940;12;1;0;0;0
2950;13;1;0;0;4
2960;13;1;0;0;3
2970;14;0;0;0;3
2980;19;0;0;0;1
2990;18;0;0;0;4
3000;18;0;0;0;0
3010;17;0;0;0;5
3020;18;0;0;1;3
3030;15;1;0;0;4
3040;16;0;0;1;4
3050;16;1;0;1;5
3060;18;1;0;1;4
3070;17;1;0;1;3
3080;21;0;0;1;4
