Year;Patriot;NonPatriot;Demand;SelfSacrifice;NbHeroes
0;0;0;0;0;0
0;0;0;0;0;0
10;0;0;1;0;3
20;1;0;5;0;7
30;1;1;14;0;6
40;1;2;21;0;5
50;2;3;28;0;4
60;2;4;28;0;2
70;3;5;27;0;4
80;4;5;27;0;11
90;5;4;27;0;3
100;7;4;26;0;8
110;9;4;24;0;7
120;11;3;22;0;9
130;13;4;21;0;10
140;15;3;19;0;5
150;15;4;18;0;14
160;14;4;16;0;12
170;15;3;15;1;12
180;14;3;16;1;13
190;13;4;16;1;10
200;14;5;14;1;8
210;13;4;13;1;8
220;13;4;11;1;9
230;12;4;11;1;12
240;12;4;10;1;15
250;13;4;10;1;6
260;12;4;10;1;13
270;12;4;10;0;8
280;12;4;9;1;11
290;12;4;9;1;13
300;11;3;9;1;16
310;11;4;9;0;13
320;11;4;9;1;14
330;11;4;9;1;17
340;11;4;8;1;18
350;10;4;8;1;15
360;11;5;8;1;4
370;11;6;8;1;14
380;11;6;7;0;10
390;11;6;7;0;13
400;11;6;8;1;13
410;10;6;7;0;12
420;10;7;7;0;14
430;9;6;7;1;11
440;10;6;7;0;18
450;9;6;7;0;13
460;9;6;7;0;11
470;9;7;7;1;16
480;8;7;7;0;12
490;8;6;7;1;12
500;8;6;7;1;10
510;8;6;6;0;16
520;8;6;7;0;15
530;8;7;7;0;16
540;8;9;6;1;12
550;8;9;6;0;13
560;8;10;6;0;12
570;8;10;7;0;7
580;8;10;7;0;9
590;8;9;7;0;9
600;7;10;7;0;6
610;8;9;7;0;11
620;8;9;7;0;8
630;8;8;7;0;17
640;7;8;7;0;9
650;7;8;7;0;7
660;7;7;7;0;15
670;7;7;7;0;11
680;7;7;7;0;14
690;7;8;7;0;6
700;7;8;7;0;11
710;8;8;7;0;12
720;8;9;6;0;3
730;8;8;7;0;9
740;8;9;6;0;9
750;8;9;7;0;11
760;8;8;7;0;13
770;8;9;6;0;14
780;8;8;6;0;11
790;8;9;7;0;11
800;8;9;7;0;10
810;8;9;7;0;11
820;7;9;7;0;14
830;7;8;7;0;8
840;8;8;7;0;6
850;8;7;7;0;15
860;8;8;7;0;9
870;8;9;7;0;13
880;8;9;6;0;6
890;8;10;6;0;13
900;8;10;7;0;16
910;7;10;6;0;9
920;8;10;6;0;4
930;7;10;6;0;12
940;8;10;7;0;13
950;8;9;7;0;16
960;8;9;6;1;10
970;8;10;6;0;14
980;8;10;6;0;11
990;8;11;6;1;12
1000;8;11;6;1;11
1010;8;11;7;0;8
1020;8;12;7;0;3
1030;8;12;7;1;14
1040;8;11;7;1;9
1050;8;10;7;1;15
1060;7;9;7;1;16
1070;8;10;7;0;11
1080;7;11;6;0;16
1090;7;10;7;0;9
1100;8;9;7;0;10
1110;8;9;7;0;19
1120;8;9;7;0;11
1130;8;8;6;0;14
1140;7;8;6;0;15
1150;8;8;6;1;14
1160;8;9;7;0;9
1170;8;9;6;0;15
1180;8;10;6;0;20
1190;8;11;6;1;13
1200;8;12;6;0;15
1210;8;11;6;1;13
1220;8;11;7;0;14
1230;9;12;7;0;9
1240;8;12;7;0;15
1250;8;13;6;0;13
1260;8;12;7;0;14
1270;8;13;6;0;13
1280;8;13;6;0;14
1290;8;12;6;1;12
1300;8;12;7;0;6
1310;7;12;6;0;10
1320;7;12;6;0;11
1330;7;12;6;1;9
1340;7;11;7;0;15
1350;7;12;7;0;9
1360;7;12;7;0;5
1370;7;13;7;0;12
1380;8;12;7;0;6
1390;8;13;7;1;11
1400;8;12;7;1;14
1410;8;12;6;0;13
1420;8;12;7;1;11
1430;7;12;7;1;16
1440;7;12;7;0;12
1450;7;11;7;0;17
1460;8;12;7;0;13
1470;8;11;6;0;8
1480;8;11;7;0;9
1490;8;11;7;0;4
1500;7;11;6;0;9
1510;7;10;6;0;6
1520;7;11;6;0;8
1530;7;11;7;0;16
1540;7;11;7;0;21
1550;7;11;7;0;10
1560;7;12;7;0;12
1570;7;11;7;0;8
1580;7;10;6;0;13
1590;7;9;7;0;11
1600;7;10;7;0;7
1610;7;10;7;0;10
1620;7;10;7;0;6
1630;7;11;7;0;7
1640;7;11;7;0;11
1650;7;11;6;0;11
1660;7;12;6;0;15
1670;7;13;6;0;7
1680;7;14;6;0;5
1690;7;13;6;0;5
1700;7;13;6;0;9
1710;7;14;7;0;15
1720;7;14;7;0;17
1730;7;12;7;0;8
1740;7;13;7;0;14
1750;7;14;7;0;15
1760;7;14;6;0;6
1770;7;15;7;0;3
1780;7;13;6;0;13
1790;7;14;6;0;14
1800;7;14;6;0;18
1810;7;13;6;0;12
1820;7;13;6;0;7
1830;7;13;6;0;11
1840;7;12;7;0;14
1850;7;13;7;0;9
1860;7;11;7;0;8
1870;7;12;7;0;5
1880;7;11;7;0;10
1890;7;11;7;0;7
1900;7;11;6;0;8
1910;8;11;6;0;6
1920;7;11;7;0;10
1930;7;10;6;1;15
1940;7;11;6;0;6
1950;7;11;6;0;15
1960;7;11;6;0;18
1970;7;11;6;0;10
1980;7;11;6;1;13
1990;7;11;6;0;14
2000;8;11;7;0;16
2010;7;12;6;0;9
2020;7;10;7;0;7
2030;8;10;7;0;14
2040;8;10;7;0;14
2050;7;10;7;0;11
2060;7;10;7;1;13
2070;7;10;7;0;7
2080;7;10;6;0;8
2090;7;11;7;0;3
2100;7;11;7;0;9
2110;7;12;7;0;17
2120;7;12;7;0;9
2130;7;12;6;0;14
2140;7;13;7;0;7
2150;7;14;6;0;16
2160;7;14;6;0;8
2170;7;12;6;0;13
2180;7;14;7;0;12
2190;7;13;6;1;7
2200;7;12;6;0;10
2210;7;12;6;0;17
2220;7;11;6;0;14
2230;7;11;6;1;16
2240;7;11;7;0;11
2250;7;11;7;1;12
2260;6;11;7;1;13
2270;6;12;6;1;16
2280;7;12;6;1;16
2290;7;12;6;1;11
2300;7;13;6;1;14
2310;7;13;6;1;12
2320;7;12;7;1;16
2330;7;13;6;1;14
2340;8;13;6;1;11
2350;7;13;6;1;9
2360;7;13;6;1;13
2370;7;14;6;1;10
2380;7;13;6;1;3
2390;8;14;7;1;9
2400;7;13;6;1;15
2410;7;13;7;1;13
2420;7;12;7;1;15
2430;7;13;7;1;11
2440;8;14;7;1;11
2450;8;13;6;1;21
2460;8;12;7;1;11
2470;8;12;7;1;15
2480;8;14;7;1;10
2490;8;13;7;1;11
2500;9;13;6;1;16
2510;8;13;6;1;11
2520;8;12;6;1;16
2530;8;12;7;1;20
2540;8;11;7;1;13
2550;8;11;6;1;15
2560;8;10;7;1;10
2570;8;11;6;1;17
2580;8;11;6;1;16
2590;8;11;7;1;11
2600;8;11;7;1;13
2610;8;11;7;1;8
2620;7;10;7;1;7
2630;8;10;6;1;13
2640;8;11;7;1;11
2650;8;10;6;1;11
2660;8;10;7;0;19
2670;8;9;7;1;11
2680;8;10;6;0;17
2690;8;11;6;0;13
2700;8;10;6;1;13
2710;8;11;6;1;12
2720;8;11;6;1;11
2730;8;11;6;1;12
2740;8;12;6;1;17
2750;8;12;6;1;12
2760;8;11;7;0;10
2770;9;11;7;1;18
2780;8;11;7;1;13
2790;8;11;7;1;14
2800;8;11;7;1;9
2810;8;13;7;1;15
2820;7;13;7;1;17
2830;8;14;6;0;11
2840;7;14;6;1;8
2850;8;14;6;1;8
2860;8;13;7;1;19
2870;8;13;7;0;13
2880;8;12;7;1;11
2890;8;13;7;1;9
2900;8;13;7;1;13
2910;8;13;7;1;18
2920;8;11;7;1;15
2930;8;11;7;1;9
2940;8;10;6;0;9
2950;8;11;7;0;12
2960;8;11;7;0;15
2970;7;11;6;0;11
2980;7;10;6;1;15
2990;7;9;6;1;12
3000;8;9;7;1;15
3010;7;9;6;1;10
3020;7;9;7;1;8
3030;7;9;7;1;11
3040;7;10;6;0;15
3050;7;9;6;1;12
3060;7;9;7;1;10
3070;7;9;7;1;13
3080;7;8;6;1;14
