Year;Patriot;NonPatriot;Demand;SelfSacrifice;NbHeroes
0;0;0;0;0;0
0;0;0;0;0;0
10;0;0;0;0;5
20;0;0;0;0;5
30;0;0;0;0;4
40;1;0;1;0;4
50;1;0;1;0;4
60;1;1;1;0;7
70;1;1;1;0;6
80;1;1;2;0;2
90;1;1;1;0;11
100;1;1;2;0;6
110;1;1;2;0;7
120;1;1;2;0;5
130;1;1;3;0;4
140;1;1;4;0;4
150;2;1;3;0;4
160;2;2;2;0;8
170;2;2;3;0;4
180;2;2;2;0;2
190;2;2;2;0;7
200;1;2;2;0;4
210;1;1;1;0;5
220;2;1;1;0;4
230;1;1;2;0;8
240;1;2;1;0;7
250;1;2;2;0;6
260;2;1;1;0;9
270;2;2;1;0;9
280;2;2;1;0;3
290;2;2;1;0;8
300;2;3;1;0;5
310;2;3;1;0;7
320;3;3;1;0;9
330;3;2;1;0;4
340;2;2;2;0;4
350;2;2;2;0;12
360;2;2;1;0;8
370;2;2;2;0;8
380;2;1;1;0;9
390;2;2;1;0;7
400;2;2;2;0;6
410;2;2;1;0;5
420;2;1;1;0;3
430;2;1;1;0;7
440;3;2;1;0;10
450;2;3;1;0;13
460;2;3;2;0;8
470;2;3;2;0;9
480;2;3;2;0;10
490;2;3;2;0;5
500;2;3;2;0;9
510;3;3;2;0;6
520;2;3;2;0;4
530;2;2;2;0;9
540;3;3;1;0;7
550;3;3;1;0;5
560;3;2;1;0;10
570;3;2;2;0;14
580;3;2;2;0;8
590;3;2;2;0;7
600;2;2;2;0;5
610;2;2;2;0;10
620;3;2;2;0;13
630;3;3;2;0;6
640;3;2;3;0;11
650;2;3;3;0;6
660;2;3;2;0;5
670;2;3;2;0;8
680;2;4;2;0;8
690;3;4;3;0;7
700;3;4;2;0;12
710;4;4;2;0;11
720;3;3;2;0;11
730;4;3;2;0;8
740;3;4;2;0;6
750;3;4;2;0;3
760;4;4;2;0;20
770;4;3;2;0;10
780;3;4;2;0;8
790;3;4;2;1;17
800;4;4;3;0;10
810;4;3;2;0;10
820;5;3;3;1;10
830;4;3;2;0;12
840;3;3;3;0;5
850;4;3;2;0;12
860;3;4;2;0;7
870;3;4;2;0;8
880;3;4;2;0;6
890;3;4;2;0;6
900;3;4;2;0;6
910;3;4;2;0;5
920;3;4;1;0;10
930;3;4;1;0;4
940;4;4;1;0;4
950;4;3;1;0;10
960;3;3;1;0;14
970;4;3;1;0;12
980;3;3;1;0;5
990;3;3;1;0;6
1000;3;3;2;0;9
1010;3;3;2;0;8
1020;3;4;2;0;11
1030;4;3;2;0;12
1040;3;3;2;0;11
1050;3;3;2;0;11
1060;3;3;2;0;10
1070;3;4;2;0;8
1080;3;4;2;0;10
1090;3;4;2;0;15
1100;3;4;2;0;9
1110;3;4;2;0;11
1120;3;4;1;0;8
1130;3;4;1;0;10
1140;3;4;1;0;9
1150;3;4;1;0;5
1160;2;4;1;0;11
1170;2;4;1;0;8
1180;2;4;1;0;7
1190;2;5;1;0;10
1200;2;4;1;0;13
1210;2;4;2;0;7
1220;2;4;2;0;6
1230;2;4;3;0;6
1240;2;4;3;0;6
1250;3;4;4;0;10
1260;2;4;3;0;8
1270;3;4;3;0;6
1280;2;3;3;0;8
1290;3;3;2;0;14
1300;2;3;3;0;12
1310;3;2;2;0;12
1320;3;2;2;0;7
1330;3;2;2;0;10
1340;3;2;1;0;17
1350;2;3;2;0;7
1360;2;3;2;0;6
1370;2;3;2;0;5
1380;2;2;2;0;13
1390;3;3;2;0;6
1400;3;3;2;0;8
1410;3;3;2;0;12
1420;3;2;2;0;4
1430;3;3;2;0;6
1440;3;3;2;0;4
1450;3;3;2;0;10
1460;3;3;1;0;13
1470;4;3;2;0;9
1480;4;3;2;0;11
1490;3;3;3;0;12
1500;3;3;2;0;10
1510;4;3;2;0;9
1520;4;3;3;0;9
1530;4;3;3;0;8
1540;4;3;3;0;9
1550;4;3;4;0;9
1560;3;3;5;0;5
1570;3;3;5;0;6
1580;3;4;3;0;12
1590;3;4;3;0;13
1600;3;3;3;0;8
1610;3;4;3;0;12
1620;3;4;3;0;10
1630;3;4;2;0;9
1640;3;4;2;0;4
1650;3;4;3;0;8
1660;3;4;2;0;9
1670;3;4;2;0;11
1680;3;5;2;0;13
1690;3;5;4;0;7
1700;3;4;5;0;10
1710;3;4;4;0;11
1720;3;3;3;0;13
1730;3;4;3;0;10
1740;3;4;3;0;8
1750;2;3;3;0;4
1760;3;4;3;0;8
1770;3;4;2;0;8
1780;3;4;1;0;11
1790;2;4;1;0;10
1800;2;4;2;0;8
1810;3;4;1;0;13
1820;2;4;1;0;10
1830;2;4;1;0;9
1840;3;4;2;0;9
1850;3;5;2;0;10
1860;3;5;4;0;5
1870;3;5;3;0;7
1880;3;5;2;0;4
1890;3;5;2;0;6
1900;3;5;2;0;8
1910;3;5;2;0;12
1920;2;5;2;0;14
1930;2;5;1;0;11
1940;3;4;2;0;11
1950;3;4;3;0;5
1960;3;4;2;0;9
1970;3;4;3;0;11
1980;3;4;2;0;5
1990;3;4;2;0;12
2000;3;4;3;0;15
2010;3;6;2;0;11
2020;3;5;2;0;7
2030;3;4;2;0;7
2040;3;4;2;0;5
2050;3;4;1;0;9
2060;3;3;2;0;12
2070;4;3;2;0;4
2080;3;3;2;0;8
2090;3;4;2;0;5
2100;3;3;2;0;7
2110;4;3;2;0;6
2120;3;3;2;0;8
2130;3;2;2;0;10
2140;3;2;1;0;9
2150;3;3;2;0;6
2160;2;2;2;0;3
2170;3;3;2;0;8
2180;3;3;1;0;9
2190;3;3;2;0;9
2200;3;4;2;0;12
2210;3;4;3;0;10
2220;3;3;3;0;16
2230;4;3;3;0;12
2240;4;3;3;0;13
2250;4;4;3;0;6
2260;4;4;3;0;11
2270;4;4;3;0;15
2280;5;4;2;0;9
2290;4;4;3;0;15
2300;4;3;3;0;17
2310;4;3;3;0;11
2320;4;5;3;0;17
2330;4;4;2;0;14
2340;4;4;2;0;13
2350;4;6;2;0;9
2360;4;5;2;0;10
2370;5;5;2;0;9
2380;5;4;2;0;6
2390;5;3;3;0;7
2400;5;3;4;0;14
2410;5;4;5;1;10
2420;5;4;4;1;10
2430;5;4;4;0;11
2440;4;3;4;1;21
2450;5;4;4;0;14
2460;4;3;4;0;13
2470;4;3;4;1;11
2480;4;3;4;1;19
2490;4;3;4;1;19
2500;5;4;4;1;13
2510;5;3;3;1;14
2520;4;3;4;1;18
2530;4;4;4;1;12
2540;5;4;4;0;12
2550;4;3;4;1;14
2560;4;3;4;0;11
2570;5;3;4;0;10
2580;4;4;4;0;9
2590;4;4;3;1;11
2600;4;4;3;1;8
2610;4;4;3;1;12
2620;3;4;3;1;19
2630;4;4;2;1;12
2640;3;4;2;1;13
2650;4;4;3;0;7
2660;4;4;3;0;17
2670;3;4;2;0;12
2680;3;4;2;0;8
2690;3;4;3;0;4
2700;3;4;3;0;9
2710;3;3;2;0;11
2720;3;3;2;1;14
2730;3;3;2;0;19
2740;3;3;2;0;14
2750;3;3;2;0;14
2760;3;3;2;0;14
2770;3;3;2;0;4
2780;3;3;2;0;5
2790;3;2;2;0;8
2800;3;2;2;0;11
2810;4;2;2;0;10
2820;4;3;2;0;8
2830;4;3;2;0;10
2840;4;3;2;0;7
2850;3;4;2;0;11
2860;3;4;2;0;12
2870;4;5;2;0;16
2880;5;5;2;0;6
2890;5;5;2;0;14
2900;4;5;3;0;16
2910;5;5;3;0;7
2920;4;5;3;0;8
2930;4;5;3;0;8
2940;4;5;3;0;6
2950;4;5;3;0;8
2960;4;5;4;0;11
2970;4;4;3;0;11
2980;4;4;4;1;11
2990;4;4;3;0;15
3000;4;4;4;0;7
3010;4;3;3;0;12
3020;4;3;3;1;10
3030;4;4;3;0;13
3040;4;4;3;0;11
3050;4;4;3;0;13
3060;4;4;2;0;11
3070;4;4;2;0;11
3080;4;4;2;1;17
