Date;AgeAdult;AgeMax;BatchMode;DNAFill;DenunciationCost;DifferentialCosts;DishonestPremium;DisplayPeriod;DumpStart;EraseNetwork;FriendshipValue;GeneCoding;GeneLength;GroupMinSize;HonoringCost;JoiningBonus;Judas;MaxFriends;MutationRate;NbCrossover;NbInteractions;NbTraitors;NumberOfGroups;PopulationSize;ReproGainsThreshold;ReproductionRate;ResultDir;Rounds;SacrificeHeredity;SampleSize;ScenarioName;SelectionPressure;Selectivity;StartFromFile;TimeLimit;Title;LastStep;Patriot;NonPatriot;Demand;SelfSacrifice;NbHeroes
190325180725;0;40;1;0;200;1;100;10;5000;0;5;Weighted;8;0;100;20;40;10;5;1;100;80;1;200;10;30;./___Results;10;50;5;Sacrifice;6;10;0;10000;Evolife;9990;78;95;82;4;13
