Year;Patriot;NonPatriot;Demand;SelfSacrifice;NbHeroes
0;0;0;0;0;0
0;0;0;0;0;0
10;0;1;3;0;0
20;1;0;11;0;0
30;4;0;20;0;1
40;11;1;30;0;1
50;19;2;41;0;1
60;32;1;46;0;0
70;37;2;48;0;2
80;41;1;50;1;1
90;46;0;49;1;6
100;49;1;50;0;1
110;50;1;50;0;2
120;51;0;50;0;3
130;52;1;50;1;3
140;52;1;50;0;0
150;52;1;50;0;3
160;52;1;50;1;4
170;52;1;50;1;6
180;53;1;50;1;6
190;51;1;50;1;6
200;52;2;50;1;3
210;52;0;50;1;3
220;52;1;51;1;3
230;52;1;50;1;6
240;51;1;50;1;6
250;52;1;50;1;6
260;52;1;50;2;9
270;51;1;50;2;7
280;52;3;50;2;5
290;52;2;50;2;7
300;52;2;51;2;10
310;51;3;51;2;9
320;52;3;51;2;8
330;51;2;50;2;4
340;51;2;50;2;2
350;51;2;50;2;6
360;50;2;50;2;7
370;51;1;50;1;6
380;50;2;50;2;8
390;50;2;50;2;7
400;51;2;50;2;4
410;50;3;50;2;3
420;50;4;50;2;6
430;51;5;50;2;9
440;51;5;50;3;7
450;51;2;50;2;4
460;51;2;50;1;7
470;50;2;50;1;2
480;51;3;50;2;3
490;51;3;50;2;14
500;51;2;50;2;8
510;50;2;50;2;7
520;50;2;50;2;7
530;50;1;50;2;6
540;50;2;50;1;4
550;50;2;50;1;4
560;50;2;50;1;4
570;51;3;50;1;4
580;51;2;50;1;4
590;51;3;50;1;5
600;51;7;50;1;5
610;51;9;50;1;5
620;52;7;50;1;2
630;51;5;50;1;8
640;51;6;50;1;2
650;52;8;50;1;3
660;51;12;51;1;4
670;51;11;51;0;3
680;51;6;50;1;1
690;51;10;50;1;4
700;49;12;50;1;3
710;50;13;50;1;2
720;50;9;50;1;5
730;51;6;51;1;5
740;51;5;50;1;3
750;51;2;51;1;4
760;50;3;50;2;8
770;51;1;50;2;6
780;52;1;50;2;9
790;51;2;50;2;7
800;50;1;50;1;7
810;50;1;50;1;6
820;50;0;50;2;4
830;51;1;50;2;10
840;51;1;50;2;10
850;51;4;50;2;6
860;52;2;50;3;6
870;52;3;50;2;5
880;52;3;50;2;6
890;51;2;50;2;8
900;52;2;50;2;9
910;52;1;50;2;8
920;52;0;50;2;6
930;52;0;50;2;4
940;51;0;50;2;9
950;52;1;50;2;4
960;52;1;50;3;6
970;51;1;50;3;17
980;51;2;50;3;13
990;52;3;50;3;5
1000;51;1;50;3;13
1010;52;1;50;3;12
1020;51;1;50;3;10
1030;51;1;50;3;14
1040;52;1;50;3;11
1050;51;1;50;3;10
1060;51;1;50;3;12
1070;51;0;50;3;11
1080;51;0;50;3;15
1090;51;1;50;2;9
1100;51;2;50;3;3
1110;51;3;50;3;7
1120;51;1;50;2;12
1130;51;2;51;2;10
1140;52;0;50;3;9
1150;52;1;50;3;8
1160;51;1;50;3;12
1170;52;1;50;3;10
1180;51;1;50;2;8
1190;51;1;50;2;14
1200;51;1;50;2;4
1210;51;2;50;2;11
1220;50;1;50;2;8
1230;51;0;50;1;3
1240;51;1;50;2;8
1250;51;1;50;2;5
1260;50;1;50;2;8
1270;52;1;50;2;5
1280;51;1;50;2;11
1290;52;1;50;2;6
1300;52;2;50;2;3
1310;52;1;50;2;7
1320;52;1;50;2;6
1330;52;0;50;2;6
1340;52;0;50;1;6
1350;52;1;50;1;6
1360;52;0;50;1;6
1370;52;1;50;2;2
1380;52;2;50;2;7
1390;51;1;50;1;6
1400;51;1;50;1;4
1410;51;1;50;1;5
1420;51;0;50;2;2
1430;51;1;50;2;9
1440;52;1;50;2;4
1450;51;1;50;2;2
1460;51;1;50;2;8
1470;51;1;50;2;9
1480;51;2;50;2;5
1490;50;3;50;2;6
1500;50;2;50;2;6
1510;50;3;50;2;5
1520;50;3;50;1;9
1530;51;3;50;1;7
1540;50;3;51;1;6
1550;52;2;50;2;9
1560;52;2;50;1;5
1570;50;4;50;2;1
1580;50;3;50;1;4
1590;51;1;50;2;3
1600;51;1;50;1;9
1610;50;2;50;1;9
1620;51;3;51;1;8
1630;53;3;50;1;8
1640;54;3;51;2;11
1650;53;3;50;2;6
1660;51;4;50;2;3
1670;52;5;50;1;5
1680;51;4;51;1;6
1690;51;5;50;2;8
1700;51;7;50;1;8
1710;50;9;51;2;3
1720;50;12;51;2;4
1730;50;9;50;2;2
1740;51;10;50;1;5
1750;50;10;50;1;5
1760;50;10;50;1;6
1770;51;6;51;2;6
1780;51;8;50;2;4
1790;50;6;50;2;9
1800;51;7;51;3;13
1810;51;9;50;3;11
1820;51;8;50;3;5
1830;50;8;50;3;10
1840;51;8;50;2;9
1850;51;6;50;2;6
1860;50;4;50;2;6
1870;50;4;50;1;7
1880;50;3;50;2;6
1890;50;3;50;2;6
1900;50;2;50;1;4
1910;50;3;50;1;2
1920;50;4;51;1;5
1930;50;3;50;2;2
1940;51;5;50;1;6
1950;51;4;50;1;6
1960;50;3;50;1;5
1970;51;3;50;1;6
1980;51;1;50;1;6
1990;50;2;50;1;0
2000;50;1;50;1;3
2010;50;1;50;1;3
2020;50;2;50;1;4
2030;50;2;50;0;3
2040;51;3;50;1;8
2050;51;3;50;1;3
2060;51;3;50;1;4
2070;51;4;51;1;4
2080;51;3;51;1;7
2090;50;3;50;1;5
2100;51;4;50;2;6
2110;51;3;50;1;5
2120;51;2;50;1;4
2130;49;2;50;1;5
2140;50;3;50;1;7
2150;50;3;50;1;1
2160;50;4;50;1;3
2170;50;3;50;1;7
2180;50;3;50;1;4
2190;51;2;50;1;3
2200;50;2;50;1;6
2210;50;2;50;1;4
2220;51;2;50;1;1
2230;50;2;50;0;0
2240;50;2;50;0;2
2250;51;2;50;1;0
2260;51;2;50;0;0
2270;50;1;50;0;2
2280;50;2;50;0;1
2290;50;2;50;0;4
2300;50;2;50;0;3
2310;50;2;50;0;2
2320;50;3;50;0;3
2330;50;2;50;0;3
2340;50;1;50;0;2
2350;50;3;50;0;2
2360;50;3;50;1;2
2370;50;4;50;1;3
2380;51;4;50;1;1
2390;50;4;50;0;4
2400;50;3;50;0;3
2410;50;3;50;0;2
2420;50;3;50;0;1
2430;49;2;50;0;3
2440;50;3;50;0;3
2450;50;5;50;1;6
2460;49;3;50;0;5
2470;50;3;50;0;2
2480;50;3;50;0;2
2490;49;3;50;1;1
2500;50;2;50;1;3
2510;51;2;51;1;2
2520;51;1;51;1;2
2530;51;1;50;0;6
2540;50;1;50;1;2
2550;49;1;50;1;4
2560;50;1;50;1;6
2570;51;2;50;1;3
2580;52;1;50;1;2
2590;51;1;50;1;1
2600;51;1;50;1;3
2610;50;1;50;1;4
2620;51;1;50;1;2
2630;50;1;50;1;1
2640;50;2;50;1;8
2650;50;1;50;1;4
2660;50;1;50;1;6
2670;50;1;50;2;9
2680;50;1;50;1;5
2690;50;1;50;1;5
2700;51;2;50;1;3
2710;50;4;51;1;8
2720;50;3;50;1;3
2730;51;3;50;1;8
2740;51;3;50;2;8
2750;51;2;50;2;6
2760;51;2;51;2;3
2770;51;1;50;2;8
2780;52;1;50;2;6
2790;51;2;50;3;4
2800;51;2;50;2;7
2810;50;2;50;2;14
2820;51;4;50;2;6
2830;51;4;50;2;2
2840;52;6;50;2;9
2850;53;4;51;2;8
2860;53;3;50;2;5
2870;52;2;51;2;7
2880;51;1;50;2;6
2890;51;2;50;2;6
2900;51;4;50;2;10
2910;51;3;50;2;4
2920;50;1;50;2;9
2930;51;1;50;2;5
2940;51;2;50;2;5
2950;53;3;50;2;7
2960;52;4;50;3;8
2970;52;2;50;2;3
2980;51;3;50;2;7
2990;51;3;50;2;11
3000;52;2;50;2;8
3010;50;2;50;2;10
3020;51;1;50;2;11
3030;51;4;50;2;9
3040;52;2;50;2;13
3050;50;2;50;2;8
3060;51;2;50;2;10
3070;51;2;50;2;4
3080;51;2;50;2;7
