Year;SelfSacrifice;NbHeroes
0;0;0
0;0;0
10;0;1
20;0;6
30;0;5
40;0;17
50;1;16
60;1;25
70;1;23
80;1;22
90;1;22
100;1;17
110;1;21
120;1;16
130;1;20
140;1;23
150;1;16
160;1;17
170;1;30
180;1;20
190;1;12
200;1;13
210;1;20
220;1;16
230;1;16
240;0;13
250;1;13
260;1;13
270;0;23
280;1;12
290;1;11
300;0;18
310;1;10
320;1;12
330;1;7
340;1;12
350;0;12
360;0;9
370;0;11
380;0;13
390;1;7
400;0;14
410;1;16
420;1;12
430;1;14
440;0;18
450;1;11
460;1;14
470;1;18
480;0;12
490;0;9
500;0;5
510;0;12
520;0;11
530;0;7
540;0;13
550;0;4
560;0;11
570;1;10
580;1;13
590;1;18
600;1;23
610;1;14
620;1;14
630;1;13
640;1;14
650;1;14
660;1;16
670;1;8
680;1;21
690;1;19
700;1;18
710;1;13
720;1;11
730;1;24
740;1;11
750;1;23
760;1;17
770;1;21
780;1;13
790;1;10
800;1;24
810;1;17
820;1;16
830;1;22
840;1;24
850;1;22
860;1;22
870;1;18
880;1;24
890;1;21
900;1;19
910;1;12
920;1;13
930;1;20
940;1;20
950;1;14
960;1;18
970;1;19
980;1;14
990;1;21
1000;1;21
1010;1;16
1020;1;17
1030;1;17
1040;1;22
1050;1;20
1060;1;20
1070;1;17
1080;1;15
1090;1;26
1100;1;15
1110;1;26
1120;1;23
1130;1;20
1140;1;19
1150;1;18
1160;1;20
1170;1;16
1180;1;25
1190;1;18
1200;1;8
1210;1;28
1220;1;12
1230;1;9
1240;1;20
1250;1;19
1260;1;16
1270;1;25
1280;1;19
1290;1;16
1300;1;13
1310;1;26
1320;1;21
1330;1;24
1340;1;28
1350;1;25
1360;1;20
1370;1;29
1380;1;31
1390;1;17
1400;1;17
1410;1;20
1420;1;17
1430;1;23
1440;1;17
1450;1;26
1460;1;22
1470;1;27
1480;1;21
1490;1;21
1500;1;16
1510;1;11
1520;2;17
1530;1;19
1540;2;18
1550;2;19
1560;2;22
1570;2;22
1580;2;30
1590;2;21
1600;2;24
1610;2;26
1620;2;32
1630;2;31
1640;1;25
1650;1;11
1660;1;27
1670;2;22
1680;2;31
