Year;SelfSacrifice;NbHeroes
0;0;0
0;0;0
10;0;16
20;2;52
30;3;64
40;3;61
50;4;71
60;4;76
70;5;98
80;5;99
90;4;77
100;4;72
110;4;65
120;3;52
130;3;63
140;3;54
150;3;50
160;3;46
170;3;60
180;3;58
190;2;52
200;2;49
210;2;51
220;2;41
230;2;41
240;2;37
250;2;56
260;2;34
270;2;40
280;2;41
290;2;46
300;2;39
310;2;47
320;2;52
330;3;36
340;2;44
350;3;53
360;3;53
370;2;44
380;2;50
390;2;49
400;2;42
410;2;33
420;2;44
430;2;40
440;2;45
450;2;39
460;2;43
470;2;44
480;3;49
490;3;51
500;3;50
510;3;42
520;3;48
530;3;50
540;3;55
550;3;57
560;3;48
570;3;51
580;3;54
590;3;47
600;3;57
610;3;60
620;3;42
630;3;52
640;3;71
650;3;55
660;3;56
670;4;63
680;4;81
690;3;77
700;3;71
710;3;56
720;3;51
730;3;61
740;3;40
750;3;57
760;3;55
770;3;58
780;3;55
790;3;58
800;3;51
810;3;70
820;3;70
830;4;71
840;4;71
850;4;62
860;4;78
870;4;64
880;4;68
890;4;63
900;3;54
910;4;85
920;4;70
930;3;60
940;4;55
950;4;77
960;3;59
970;4;59
980;4;68
990;4;72
1000;4;78
1010;4;62
1020;4;67
1030;4;71
1040;4;83
1050;4;66
1060;4;69
1070;4;49
1080;3;67
1090;3;67
1100;3;63
1110;3;52
1120;4;56
1130;3;63
1140;3;59
1150;3;44
1160;3;45
1170;3;52
1180;3;63
1190;4;59
1200;4;71
1210;4;76
1220;4;69
1230;4;68
1240;4;77
1250;4;70
1260;4;57
1270;3;50
1280;3;54
1290;3;53
1300;3;60
1310;3;61
1320;3;59
1330;3;41
1340;4;63
1350;3;66
1360;3;64
1370;3;66
1380;3;78
1390;4;90
1400;4;83
1410;3;57
1420;3;65
1430;3;58
1440;3;55
1450;3;63
1460;3;54
1470;3;49
1480;3;69
1490;3;61
1500;3;56
1510;3;62
1520;3;62
1530;3;56
1540;3;53
1550;3;46
1560;3;66
1570;3;56
1580;4;60
1590;3;68
1600;3;61
1610;3;68
1620;3;59
1630;3;74
1640;4;63
1650;3;57
1660;4;50
1670;3;57
1680;3;53
