Year;SelfSacrifice;NbHeroes
0;0;0
0;0;0
10;1;12
20;2;51
30;2;35
40;1;29
50;1;23
60;1;15
70;1;26
80;1;28
90;1;24
100;1;36
110;1;27
120;2;34
130;1;44
140;2;31
150;2;38
160;2;33
170;2;36
180;2;45
190;2;42
200;2;47
210;2;45
220;3;56
230;2;34
240;2;31
250;3;58
260;3;47
270;3;54
280;3;61
290;3;46
300;3;55
310;4;63
320;4;58
330;4;68
340;4;65
350;4;78
360;4;76
370;4;67
380;4;53
390;4;53
400;4;64
410;4;65
420;4;65
430;4;71
440;4;65
450;4;60
460;4;54
470;4;72
480;5;68
490;4;68
500;4;63
510;4;56
520;4;72
530;4;68
540;3;63
550;4;62
560;4;69
570;4;61
580;3;56
590;3;47
600;4;64
610;3;67
620;3;70
630;3;56
640;3;53
650;3;65
660;3;54
670;4;51
680;4;78
690;3;70
700;4;68
710;4;75
720;4;62
730;4;56
740;4;56
750;4;59
760;4;46
770;3;66
780;3;65
790;3;60
800;3;68
810;3;72
820;4;73
830;4;70
840;4;81
850;4;85
860;4;69
870;5;87
880;4;75
890;4;63
900;4;74
910;4;58
920;3;52
930;3;56
940;4;61
950;3;53
960;4;84
970;3;53
980;3;58
990;3;65
1000;3;57
1010;3;43
1020;3;69
1030;3;62
1040;3;54
1050;3;56
1060;3;62
1070;3;64
1080;3;60
1090;3;50
1100;3;58
1110;3;49
1120;3;50
1130;3;48
1140;3;65
1150;3;55
1160;3;63
1170;3;56
1180;3;54
1190;3;65
1200;3;52
1210;3;64
1220;3;56
1230;3;55
1240;3;58
1250;4;68
1260;3;56
1270;3;49
1280;3;54
1290;3;60
1300;3;66
1310;3;69
1320;4;69
1330;4;78
1340;3;56
1350;3;64
1360;3;57
1370;3;58
1380;3;71
1390;3;70
1400;3;53
1410;4;52
1420;4;71
1430;4;79
1440;4;42
1450;4;77
1460;4;61
1470;3;61
1480;3;68
1490;3;60
1500;3;63
1510;3;54
1520;3;64
1530;3;67
1540;4;78
1550;3;71
1560;3;59
1570;4;64
1580;4;58
1590;4;60
1600;4;82
1610;4;79
1620;4;78
1630;4;71
1640;4;60
1650;5;64
1660;4;92
1670;4;68
1680;4;73
