Year;SelfSacrifice;NbHeroes
0;0;0
0;0;0
10;0;7
20;1;15
30;1;14
40;1;21
50;1;16
60;0;21
70;0;15
80;0;10
90;0;18
100;0;14
110;0;12
120;1;11
130;1;15
140;1;17
150;1;18
160;1;35
170;1;18
180;1;22
190;1;13
200;1;14
210;1;25
220;1;14
230;1;23
240;1;19
250;1;20
260;1;13
270;1;19
280;1;19
290;1;14
300;1;8
310;1;14
320;0;19
330;1;12
340;1;19
350;1;14
360;1;20
370;1;15
380;1;8
390;1;16
400;1;13
410;1;13
420;1;21
430;1;15
440;1;23
450;1;11
460;1;17
470;1;11
480;1;13
490;1;30
500;1;22
510;1;25
520;1;20
530;1;20
540;1;19
550;1;15
560;1;14
570;1;17
580;1;13
590;1;18
600;1;25
610;1;22
620;1;29
630;1;26
640;1;16
650;1;12
660;1;23
670;1;26
680;1;24
690;1;12
700;1;26
710;1;18
720;1;17
730;1;24
740;1;19
750;1;24
760;1;28
770;1;27
780;2;27
790;1;22
800;1;21
810;1;23
820;1;22
830;1;24
840;1;18
850;1;17
860;1;12
870;1;30
880;1;25
890;1;17
900;1;18
910;1;21
920;1;26
930;1;29
940;2;31
950;1;35
960;1;19
970;1;17
980;1;20
990;1;29
1000;1;30
1010;1;33
1020;1;28
1030;1;23
1040;1;29
1050;1;24
1060;1;30
1070;1;26
1080;1;16
1090;1;12
1100;1;18
1110;1;18
1120;1;24
1130;1;18
1140;1;25
1150;1;23
1160;1;26
1170;1;31
1180;1;18
1190;1;23
1200;1;18
1210;1;25
1220;1;21
1230;1;19
1240;1;13
1250;1;19
1260;1;27
1270;1;26
1280;1;24
1290;1;17
1300;1;21
1310;1;19
1320;1;17
1330;1;16
1340;1;16
1350;1;26
1360;1;18
1370;1;21
1380;1;26
1390;1;17
1400;1;15
1410;1;15
1420;1;22
1430;1;19
1440;1;9
1450;1;20
1460;1;19
1470;1;19
1480;1;26
1490;1;18
1500;1;27
1510;1;31
1520;1;22
1530;1;19
1540;1;14
1550;1;32
1560;1;24
1570;1;20
1580;1;24
1590;1;12
1600;1;26
1610;1;12
1620;1;21
1630;1;20
1640;1;25
1650;1;26
1660;1;15
1670;1;19
1680;1;24
