Year;SelfSacrifice;NbHeroes
0;0;0
0;0;0
10;0;1
20;0;0
30;0;5
40;0;14
50;0;3
60;1;12
70;1;13
80;0;16
90;1;10
100;1;15
110;1;21
120;1;19
130;1;11
140;1;20
150;1;13
160;1;13
170;1;15
180;1;21
190;1;20
200;1;19
210;1;19
220;1;19
230;1;12
240;1;9
250;1;12
260;1;19
270;1;19
280;1;23
290;1;28
300;1;25
310;1;18
320;1;13
330;1;14
340;1;18
350;1;24
360;1;22
370;1;25
380;1;16
390;1;18
400;1;15
410;1;10
420;1;20
430;1;21
440;1;17
450;1;29
460;2;17
470;1;26
480;1;24
490;1;20
500;1;11
510;1;20
520;1;20
530;1;14
540;1;15
550;1;25
560;2;18
570;2;27
580;2;34
590;2;19
600;2;16
610;2;17
620;1;27
630;1;28
640;1;16
650;1;30
660;1;34
670;1;25
680;1;23
690;1;37
700;1;15
710;2;31
720;1;16
730;1;17
740;1;16
750;1;21
760;1;25
770;1;18
780;1;19
790;1;23
800;1;17
810;1;20
820;1;14
830;1;18
840;1;20
850;1;29
860;1;27
870;1;23
880;1;24
890;2;17
900;2;23
910;1;21
920;1;32
930;1;29
940;1;26
950;1;17
960;1;18
970;1;29
980;1;23
990;1;28
1000;1;24
1010;1;21
1020;1;25
1030;1;22
1040;1;16
1050;1;20
1060;1;17
1070;1;17
1080;1;20
1090;1;13
1100;1;29
1110;1;19
1120;1;23
1130;1;21
1140;1;19
1150;1;17
1160;1;20
1170;1;21
1180;1;18
1190;2;23
1200;2;18
1210;2;25
1220;2;16
1230;2;31
1240;2;27
1250;2;29
1260;2;25
1270;2;34
1280;2;29
1290;2;32
1300;2;26
1310;1;22
1320;1;18
1330;1;20
1340;2;30
1350;1;26
1360;1;23
1370;1;26
1380;1;24
1390;1;14
1400;1;24
1410;1;12
1420;1;24
1430;1;35
1440;2;26
1450;2;19
1460;2;26
1470;1;27
1480;1;20
1490;1;32
1500;1;31
1510;1;21
1520;1;19
1530;1;23
1540;1;23
1550;1;16
1560;1;19
1570;1;25
1580;1;16
1590;1;13
1600;1;24
1610;1;13
1620;1;24
1630;1;20
1640;1;23
1650;1;24
1660;1;24
1670;2;21
1680;1;25
