Year;SelfSacrifice;NbHeroes
0;0;0
0;0;0
10;0;3
20;0;4
30;0;7
40;0;4
50;0;3
60;0;5
70;0;3
80;0;5
90;0;2
100;0;6
110;0;10
120;0;7
130;0;5
140;0;6
150;0;7
160;0;5
170;0;3
180;0;4
190;0;8
200;0;6
210;0;6
220;0;4
230;0;4
240;0;4
250;0;7
260;0;5
270;0;4
280;0;5
290;0;6
300;0;5
310;0;5
320;0;6
330;0;5
340;0;3
350;0;6
360;0;5
370;0;4
380;0;8
390;0;7
400;0;4
410;0;5
420;0;7
430;0;6
440;0;3
450;0;6
460;0;4
470;0;6
480;0;4
490;0;6
500;0;3
510;0;5
520;0;3
530;0;5
540;0;3
550;0;2
560;0;5
570;0;4
580;0;5
590;0;2
600;0;6
610;0;4
620;0;5
630;0;6
640;0;6
650;0;5
660;0;6
670;0;13
680;0;9
690;0;6
700;0;7
710;0;6
720;0;5
730;0;5
740;0;6
750;0;2
760;0;4
770;0;6
780;0;6
790;0;3
800;0;2
810;0;5
820;0;0
830;0;5
840;0;5
850;0;4
860;0;3
870;0;6
880;0;7
890;0;6
900;0;4
910;0;7
920;0;6
930;0;5
940;0;3
950;0;11
960;0;6
970;0;6
980;0;7
990;0;7
1000;0;1
1010;0;7
1020;0;7
1030;0;8
1040;0;8
1050;0;8
1060;0;3
1070;0;6
1080;0;8
1090;0;6
1100;0;5
1110;0;10
1120;0;4
1130;0;4
1140;0;14
1150;0;6
1160;0;7
1170;0;2
1180;0;7
1190;0;6
1200;0;5
1210;0;3
1220;0;3
1230;0;10
1240;0;5
1250;0;7
1260;0;9
1270;0;8
1280;0;3
1290;0;6
1300;0;3
1310;0;8
1320;0;4
1330;0;9
1340;0;8
1350;0;4
1360;0;4
1370;0;4
1380;0;6
1390;0;6
1400;0;7
1410;0;6
1420;0;2
1430;0;9
1440;0;8
1450;0;8
1460;0;8
1470;0;3
1480;0;5
1490;0;6
1500;0;7
1510;0;16
1520;0;6
1530;0;6
1540;0;6
1550;0;10
1560;0;7
1570;0;5
1580;0;10
1590;0;4
1600;0;7
1610;0;7
1620;0;9
1630;0;8
1640;0;7
1650;0;10
1660;0;14
1670;0;2
1680;0;4
