Year;SelfSacrifice;NbHeroes
0;0;0
0;0;0
10;0;4
20;0;1
30;0;6
40;0;4
50;0;5
60;0;6
70;1;14
80;1;16
90;1;21
100;2;23
110;2;29
120;2;24
130;2;29
140;2;31
150;2;29
160;2;23
170;2;28
180;2;35
190;2;39
200;2;29
210;2;21
220;2;19
230;2;28
240;2;24
250;2;25
260;2;32
270;1;17
280;1;17
290;1;26
300;1;25
310;1;28
320;1;19
330;2;25
340;1;20
350;1;23
360;1;22
370;1;23
380;1;24
390;1;20
400;1;20
410;1;25
420;1;15
430;1;13
440;1;22
450;1;19
460;1;21
470;1;25
480;1;18
490;1;16
500;1;24
510;1;18
520;1;24
530;1;15
540;1;13
550;1;22
560;1;26
570;1;25
580;1;24
590;1;21
600;1;16
610;1;13
620;1;17
630;1;19
640;1;23
650;1;17
660;1;19
670;1;11
680;1;12
690;1;11
700;1;12
710;1;16
720;1;15
730;1;21
740;1;19
750;1;7
760;1;12
770;1;12
780;1;16
790;1;10
800;0;21
810;0;15
820;0;16
830;0;15
840;0;11
850;0;7
860;1;13
870;1;11
880;0;10
890;0;9
900;0;7
910;1;15
920;1;12
930;1;8
940;1;16
950;1;17
960;1;14
970;1;11
980;1;12
990;1;17
1000;1;18
1010;1;19
1020;1;12
1030;1;25
1040;1;14
1050;1;5
1060;1;13
1070;1;11
1080;1;14
1090;1;13
1100;1;13
1110;1;13
1120;1;19
1130;1;17
1140;1;20
1150;1;18
1160;1;12
1170;1;19
1180;1;27
1190;1;18
1200;1;12
1210;1;15
1220;1;10
1230;1;13
1240;1;12
1250;1;18
1260;1;13
1270;1;12
1280;1;19
1290;1;9
1300;1;13
1310;1;13
1320;1;9
1330;1;16
1340;1;12
1350;1;15
1360;1;22
1370;1;13
1380;1;15
1390;1;18
1400;1;16
1410;1;13
1420;1;14
1430;1;10
1440;1;15
1450;1;27
1460;1;11
1470;1;21
1480;1;22
1490;1;19
1500;1;18
1510;1;21
1520;1;17
1530;1;22
1540;1;7
1550;1;13
1560;1;18
1570;1;23
1580;1;17
1590;1;19
1600;1;16
1610;1;18
1620;1;25
1630;1;22
1640;1;17
1650;1;14
1660;1;10
1670;1;16
1680;1;14
