Year;SelfSacrifice;NbHeroes
0;0;0
0;0;0
10;0;2
20;0;5
30;0;3
40;0;3
50;0;6
60;0;13
70;0;7
80;0;8
90;0;6
100;0;3
110;0;6
120;0;4
130;0;9
140;0;4
150;0;3
160;0;4
170;0;10
180;0;6
190;0;11
200;0;6
210;0;15
220;0;6
230;0;12
240;0;11
250;0;15
260;0;10
270;0;5
280;0;3
290;0;9
300;0;11
310;0;12
320;0;9
330;0;9
340;0;8
350;0;4
360;0;5
370;0;6
380;0;11
390;0;8
400;0;8
410;0;13
420;0;9
430;0;5
440;0;6
450;0;6
460;0;8
470;0;12
480;0;7
490;0;6
500;0;6
510;0;6
520;0;8
530;0;10
540;0;12
550;0;9
560;0;7
570;0;13
580;0;10
590;0;8
600;0;13
610;0;4
620;0;7
630;0;15
640;0;7
650;0;5
660;0;12
670;0;7
680;0;9
690;0;7
700;0;5
710;0;8
720;0;11
730;0;4
740;0;6
750;0;5
760;0;12
770;0;4
780;0;8
790;0;7
800;0;4
810;0;8
820;0;8
830;0;8
840;0;9
850;0;7
860;0;8
870;0;8
880;0;10
890;0;11
900;0;8
910;0;10
920;0;3
930;0;9
940;0;2
950;0;9
960;0;13
970;0;7
980;0;7
990;0;7
1000;0;12
1010;0;6
1020;0;11
1030;0;6
1040;0;4
1050;0;9
1060;0;15
1070;0;6
1080;0;6
1090;0;4
1100;0;8
1110;0;7
1120;0;8
1130;0;9
1140;0;10
1150;0;10
1160;0;10
1170;0;4
1180;0;1
1190;0;6
1200;0;12
1210;0;8
1220;0;6
1230;0;10
1240;0;10
1250;0;11
1260;0;8
1270;0;10
1280;0;9
1290;0;7
1300;0;5
1310;0;8
1320;0;14
1330;0;8
1340;0;11
1350;0;6
1360;0;6
1370;0;12
1380;0;8
1390;0;5
1400;0;11
1410;0;6
1420;0;9
1430;0;11
1440;0;8
1450;0;8
1460;0;6
1470;0;9
1480;0;9
1490;0;7
1500;0;8
1510;0;15
1520;0;6
1530;0;10
1540;0;14
1550;0;9
1560;0;7
1570;0;7
1580;0;3
1590;0;8
1600;0;9
1610;0;5
1620;0;6
1630;0;8
1640;0;7
1650;0;6
1660;0;6
1670;0;8
1680;0;10
