Year;SelfSacrifice;NbHeroes
0;0;0
0;0;0
10;1;21
20;2;38
30;2;35
40;2;40
50;2;45
60;3;56
70;3;60
80;3;52
90;4;71
100;4;57
110;4;87
120;5;55
130;4;71
140;4;66
150;4;68
160;4;85
170;4;61
180;4;78
190;4;63
200;4;73
210;4;68
220;4;66
230;4;102
240;4;81
250;4;86
260;5;73
270;4;64
280;4;81
290;4;65
300;4;76
310;4;53
320;4;57
330;4;74
340;4;66
350;4;69
360;4;74
370;4;75
380;4;77
390;4;84
400;4;72
410;4;58
420;3;45
430;3;60
440;3;66
450;3;36
460;3;58
470;3;57
480;3;70
490;3;68
500;3;61
510;4;66
520;4;51
530;5;74
540;6;95
550;5;71
560;5;92
570;4;85
580;4;81
590;5;80
600;5;94
610;4;73
620;4;75
630;3;73
640;3;45
650;3;78
660;3;52
670;3;60
680;4;78
690;4;59
700;4;77
710;4;72
720;4;68
730;4;68
740;4;80
750;4;76
760;4;68
770;5;70
780;4;66
790;4;86
800;4;83
810;4;79
820;4;68
830;4;63
840;3;56
850;4;49
860;4;73
870;4;77
880;4;72
890;4;85
900;4;64
910;4;63
920;4;68
930;4;67
940;4;76
950;4;66
960;4;74
970;4;82
980;4;85
990;4;76
1000;4;73
1010;4;73
1020;4;87
1030;4;66
1040;4;79
1050;4;65
1060;4;78
1070;4;71
1080;4;76
1090;4;83
1100;4;87
1110;4;67
1120;4;59
1130;4;72
1140;4;90
1150;4;85
1160;4;61
1170;4;80
1180;4;90
1190;4;65
1200;4;70
1210;3;60
1220;3;61
1230;4;68
1240;4;53
1250;4;71
1260;4;95
1270;4;88
1280;5;82
1290;5;92
1300;5;90
1310;5;96
1320;5;88
1330;5;85
1340;5;91
1350;4;76
1360;4;56
1370;4;57
1380;4;57
1390;4;80
1400;4;63
1410;4;74
1420;4;79
1430;4;78
1440;3;70
1450;4;75
1460;3;63
1470;3;49
1480;4;62
1490;4;65
1500;4;68
1510;4;79
1520;4;62
1530;4;64
1540;3;59
1550;4;67
1560;4;57
1570;4;56
1580;3;54
1590;3;52
1600;3;57
1610;3;52
1620;3;69
1630;3;53
1640;4;84
1650;4;65
1660;4;63
1670;4;75
1680;4;78
