Year;SelfSacrifice;NbHeroes
0;0;0
0;0;0
10;0;5
20;1;18
30;1;34
40;1;31
50;1;23
60;1;26
70;1;27
80;1;27
90;1;24
100;1;28
110;1;29
120;1;20
130;1;23
140;1;30
150;1;30
160;1;20
170;1;22
180;1;25
190;2;28
200;1;27
210;1;25
220;1;22
230;1;24
240;1;32
250;2;34
260;1;26
270;1;27
280;2;22
290;2;36
300;2;37
310;2;29
320;2;27
330;2;28
340;2;32
350;2;27
360;2;26
370;2;39
380;2;20
390;2;20
400;2;42
410;2;33
420;2;38
430;2;17
440;1;30
450;1;26
460;2;26
470;2;33
480;2;21
490;1;18
500;2;19
510;1;29
520;1;31
530;1;26
540;1;26
550;1;31
560;1;31
570;1;33
580;2;36
590;2;29
600;2;16
610;2;37
620;2;33
630;2;27
640;2;18
650;2;45
660;2;27
670;2;28
680;2;30
690;2;30
700;2;29
710;2;34
720;2;33
730;2;33
740;2;40
750;2;41
760;2;44
770;2;56
780;2;45
790;2;35
800;2;34
810;2;35
820;2;41
830;2;31
840;2;36
850;2;43
860;2;31
870;2;37
880;2;27
890;1;29
900;1;25
910;1;29
920;2;33
930;2;27
940;2;24
950;2;30
960;2;29
970;2;34
980;2;29
990;2;34
1000;2;42
1010;2;33
1020;2;38
1030;2;28
1040;2;33
1050;2;38
1060;2;34
1070;2;27
1080;2;28
1090;2;37
1100;2;31
1110;2;27
1120;2;36
1130;2;28
1140;2;31
1150;2;24
1160;1;29
1170;1;27
1180;1;32
1190;2;30
1200;2;27
1210;2;34
1220;2;30
1230;2;33
1240;2;32
1250;2;25
1260;2;28
1270;2;27
1280;2;36
1290;2;29
1300;1;27
1310;2;27
1320;1;39
1330;2;23
1340;2;22
1350;2;28
1360;2;22
1370;2;28
1380;2;42
1390;2;31
1400;2;28
1410;2;49
1420;2;26
1430;2;37
1440;2;30
1450;2;40
1460;2;55
1470;2;32
1480;2;40
1490;2;32
1500;2;48
1510;2;41
1520;2;41
1530;2;36
1540;2;31
1550;2;36
1560;2;33
1570;2;24
1580;2;36
1590;2;33
1600;2;28
1610;2;27
1620;1;26
1630;1;27
1640;1;31
1650;2;30
1660;2;31
1670;1;23
1680;1;27
