Year;SelfSacrifice;NbHeroes
0;0;0
0;0;0
10;0;4
20;0;11
30;0;10
40;0;9
50;0;18
60;0;2
70;0;12
80;0;9
90;0;14
100;0;6
110;0;8
120;0;13
130;0;12
140;0;5
150;0;11
160;0;13
170;0;17
180;0;12
190;0;9
200;0;7
210;0;18
220;0;17
230;0;14
240;0;10
250;0;6
260;0;6
270;0;11
280;0;11
290;0;12
300;0;5
310;0;4
320;0;12
330;0;12
340;0;13
350;0;14
360;0;14
370;0;19
380;0;15
390;0;14
400;0;8
410;0;17
420;0;11
430;0;14
440;0;4
450;0;9
460;0;14
470;0;10
480;0;18
490;0;8
500;0;11
510;0;6
520;0;22
530;0;8
540;0;10
550;0;8
560;0;18
570;0;9
580;0;11
590;0;15
600;0;6
610;0;12
620;0;8
630;0;4
640;0;2
650;0;11
660;0;10
670;0;5
680;0;8
690;0;15
700;0;9
710;0;5
720;0;13
730;0;13
740;1;11
750;0;10
760;0;16
770;0;12
780;0;13
790;0;14
800;0;11
810;0;3
820;0;11
830;0;17
840;0;6
850;0;8
860;0;9
870;0;9
880;0;12
890;0;11
900;0;8
910;0;10
920;0;6
930;0;7
940;0;9
950;0;11
960;0;9
970;0;9
980;0;8
990;0;13
1000;0;4
1010;0;5
1020;0;17
1030;0;17
1040;0;5
1050;0;10
1060;0;3
1070;0;13
1080;1;14
1090;0;11
1100;0;12
1110;0;12
1120;0;11
1130;0;13
1140;0;8
1150;0;9
1160;0;20
1170;0;12
1180;0;12
1190;0;13
1200;0;8
1210;0;10
1220;0;12
1230;0;9
1240;0;11
1250;0;8
1260;0;14
1270;0;13
1280;0;6
1290;0;6
1300;0;11
1310;0;8
1320;0;10
1330;0;12
1340;0;10
1350;0;9
1360;0;16
1370;0;9
1380;0;10
1390;0;15
1400;0;13
1410;0;14
1420;0;11
1430;0;10
1440;0;6
1450;0;14
1460;0;13
1470;0;12
1480;0;13
1490;0;12
1500;0;8
1510;0;17
1520;0;14
1530;0;13
1540;0;10
1550;0;18
1560;0;12
1570;0;16
1580;0;13
1590;0;16
1600;0;14
1610;0;11
1620;0;9
1630;0;18
1640;0;16
1650;0;10
1660;0;9
1670;0;8
1680;0;17
