Year;SelfSacrifice;NbHeroes
0;0;0
0;0;0
10;0;5
20;1;20
30;1;23
40;1;13
50;1;21
60;1;20
70;2;26
80;2;33
90;2;44
100;2;31
110;2;40
120;3;51
130;3;47
140;3;50
150;3;50
160;3;54
170;3;51
180;3;55
190;3;50
200;3;54
210;3;50
220;3;45
230;2;57
240;2;44
250;2;35
260;2;37
270;2;31
280;2;21
290;2;26
300;2;29
310;2;30
320;2;45
330;1;32
340;1;22
350;1;21
360;2;27
370;1;26
380;1;22
390;1;25
400;1;17
410;1;26
420;1;20
430;1;26
440;1;29
450;1;17
460;1;20
470;1;19
480;1;23
490;1;23
500;1;26
510;2;28
520;2;26
530;1;32
540;1;28
550;1;32
560;1;29
570;1;36
580;1;35
590;1;21
600;1;24
610;1;26
620;1;23
630;1;31
640;2;35
650;2;30
660;2;34
670;2;27
680;1;29
690;1;27
700;1;17
710;1;27
720;1;26
730;1;21
740;1;21
750;1;20
760;1;21
770;1;25
780;1;18
790;1;23
800;1;18
810;1;36
820;1;25
830;2;32
840;1;18
850;2;33
860;1;30
870;1;34
880;1;27
890;2;26
900;1;35
910;2;25
920;2;46
930;2;27
940;2;27
950;2;33
960;2;31
970;2;39
980;2;34
990;2;30
1000;2;22
1010;2;28
1020;2;29
1030;2;32
1040;2;27
1050;2;34
1060;2;40
1070;2;26
1080;2;43
1090;2;42
1100;2;32
1110;2;20
1120;2;24
1130;2;40
1140;1;24
1150;2;28
1160;2;38
1170;2;34
1180;2;32
1190;2;46
1200;2;48
1210;2;39
1220;2;35
1230;2;49
1240;2;28
1250;3;30
1260;3;43
1270;3;54
1280;3;36
1290;3;42
1300;3;34
1310;2;35
1320;2;40
1330;2;33
1340;2;33
1350;2;38
1360;2;32
1370;2;37
1380;2;31
1390;2;30
1400;2;33
1410;2;30
1420;2;31
1430;2;38
1440;2;39
1450;2;29
1460;2;46
1470;2;49
1480;2;48
1490;2;38
1500;2;30
1510;2;36
1520;2;46
1530;2;38
1540;2;32
1550;2;31
1560;2;31
1570;2;44
1580;2;34
1590;2;32
1600;2;45
1610;2;37
1620;2;51
1630;2;31
1640;2;33
1650;2;39
1660;3;34
1670;3;40
1680;3;37
