Year;SelfSacrifice;NbHeroes
0;0;0
0;0;0
10;0;3
20;0;4
30;0;3
40;0;1
50;0;10
60;0;4
70;0;5
80;0;3
90;0;3
100;0;7
110;0;3
120;0;6
130;0;8
140;0;3
150;0;7
160;0;8
170;0;7
180;0;6
190;0;8
200;0;1
210;0;5
220;0;4
230;0;6
240;0;7
250;0;9
260;0;6
270;0;8
280;0;2
290;0;7
300;0;6
310;0;4
320;0;10
330;0;8
340;0;6
350;0;10
360;0;4
370;0;7
380;0;7
390;0;3
400;0;7
410;0;7
420;0;9
430;0;4
440;0;11
450;0;4
460;0;5
470;0;11
480;0;3
490;0;4
500;0;7
510;0;10
520;0;12
530;0;8
540;0;6
550;0;6
560;0;4
570;0;7
580;0;4
590;0;9
600;0;6
610;0;14
620;0;9
630;0;10
640;0;6
650;0;6
660;0;7
670;0;8
680;0;6
690;0;4
700;0;13
710;0;10
720;0;3
730;0;6
740;0;4
750;0;10
760;0;8
770;0;6
780;0;6
790;0;3
800;0;4
810;0;9
820;0;7
830;0;4
840;0;9
850;0;5
860;0;4
870;0;4
880;0;4
890;0;5
900;0;10
910;0;5
920;0;6
930;0;9
940;0;12
950;0;7
960;0;5
970;0;6
980;0;2
990;0;8
1000;0;9
1010;0;9
1020;0;9
1030;0;3
1040;0;5
1050;0;8
1060;0;6
1070;0;5
1080;0;7
1090;0;6
1100;0;1
1110;0;1
1120;0;10
1130;0;5
1140;0;1
1150;0;9
1160;0;4
1170;0;3
1180;0;13
1190;0;12
1200;0;8
1210;0;6
1220;0;8
1230;0;3
1240;0;7
1250;0;5
1260;0;6
1270;0;4
1280;0;5
1290;0;4
1300;0;4
1310;0;9
1320;0;6
1330;0;4
1340;0;9
1350;0;8
1360;0;6
1370;0;3
1380;0;4
1390;0;7
1400;0;4
1410;0;3
1420;0;8
1430;0;8
1440;0;4
1450;0;9
1460;0;4
1470;0;3
1480;0;9
1490;0;10
1500;0;5
1510;0;3
1520;0;6
1530;0;7
1540;0;7
1550;0;6
1560;0;7
1570;0;10
1580;0;4
1590;0;5
1600;0;5
1610;0;2
1620;0;6
1630;0;4
1640;0;7
1650;0;5
1660;0;3
1670;0;1
1680;0;3
