Year;SelfSacrifice;NbHeroes
0;0;0
0;0;0
10;0;2
20;0;3
30;0;10
40;0;10
50;0;12
60;0;9
70;0;4
80;0;11
90;0;16
100;1;11
110;1;17
120;1;17
130;1;14
140;1;18
150;1;15
160;1;15
170;1;26
180;1;18
190;1;14
200;1;18
210;1;26
220;1;25
230;1;24
240;1;24
250;1;21
260;1;20
270;1;23
280;1;19
290;1;26
300;1;25
310;1;21
320;1;17
330;1;22
340;2;17
350;1;29
360;1;25
370;2;35
380;2;30
390;2;29
400;2;35
410;2;27
420;2;26
430;2;32
440;2;28
450;2;24
460;2;22
470;1;30
480;1;20
490;1;28
500;2;26
510;2;33
520;2;27
530;2;26
540;2;21
550;2;26
560;2;25
570;2;27
580;2;24
590;2;29
600;2;32
610;2;33
620;2;29
630;2;25
640;2;22
650;2;27
660;2;31
670;2;30
680;2;24
690;2;33
700;2;28
710;2;30
720;1;27
730;1;19
740;1;29
750;1;27
760;1;31
770;1;21
780;1;16
790;1;21
800;1;16
810;1;25
820;1;17
830;2;21
840;2;24
850;2;32
860;2;32
870;2;28
880;2;32
890;1;18
900;1;21
910;1;27
920;2;20
930;2;26
940;2;20
950;2;30
960;2;33
970;2;32
980;2;19
990;2;27
1000;2;30
1010;2;35
1020;2;33
1030;1;20
1040;1;25
1050;1;16
1060;1;26
1070;1;37
1080;1;29
1090;1;21
1100;1;19
1110;1;20
1120;2;27
1130;1;36
1140;2;23
1150;1;26
1160;2;21
1170;2;35
1180;2;26
1190;2;33
1200;2;29
1210;2;37
1220;2;30
1230;2;24
1240;2;25
1250;2;24
1260;2;24
1270;2;24
1280;1;26
1290;2;27
1300;2;25
1310;2;16
1320;1;18
1330;2;20
1340;2;27
1350;1;21
1360;1;21
1370;1;20
1380;1;13
1390;2;22
1400;2;31
1410;2;19
1420;2;33
1430;2;23
1440;2;26
1450;2;23
1460;2;28
1470;2;26
1480;2;32
1490;2;27
1500;2;33
1510;2;35
1520;2;25
1530;2;21
1540;2;27
1550;2;24
1560;1;17
1570;1;21
1580;1;20
1590;1;25
1600;1;20
1610;1;18
1620;1;14
1630;1;20
1640;1;24
1650;1;13
1660;1;16
1670;1;16
1680;1;23
