Year;SelfSacrifice;NbHeroes
0;0;0
0;0;0
10;0;3
20;0;11
30;1;13
40;1;29
50;1;28
60;2;49
70;2;31
80;2;34
90;2;30
100;2;48
110;2;32
120;2;37
130;2;25
140;2;16
150;2;34
160;2;43
170;2;39
180;2;42
190;3;41
200;3;47
210;3;39
220;3;51
230;3;48
240;3;54
250;3;49
260;3;40
270;3;61
280;3;50
290;3;55
300;3;48
310;4;61
320;4;58
330;4;57
340;4;60
350;4;54
360;4;55
370;4;54
380;4;63
390;3;50
400;4;57
410;3;54
420;3;46
430;4;54
440;4;60
450;3;61
460;3;50
470;3;47
480;3;47
490;3;42
500;3;47
510;3;52
520;3;49
530;4;68
540;4;56
550;3;52
560;3;62
570;4;55
580;4;58
590;3;60
600;3;57
610;3;42
620;3;46
630;2;26
640;2;19
650;2;29
660;2;32
670;2;29
680;2;42
690;2;32
700;3;39
710;2;38
720;3;49
730;3;37
740;3;39
750;3;31
760;3;51
770;3;48
780;3;56
790;3;54
800;3;47
810;3;37
820;3;57
830;3;66
840;3;43
850;3;31
860;3;34
870;3;43
880;3;32
890;2;37
900;3;43
910;3;47
920;3;44
930;3;42
940;3;36
950;3;56
960;3;56
970;3;35
980;3;42
990;4;47
1000;4;68
1010;4;66
1020;4;46
1030;4;46
1040;4;43
1050;4;54
1060;3;46
1070;3;60
1080;4;51
1090;3;47
1100;3;53
1110;4;58
1120;3;48
1130;4;63
1140;4;56
1150;3;55
1160;3;59
1170;3;55
1180;3;47
1190;3;68
1200;3;50
1210;3;64
1220;3;66
1230;3;48
1240;3;46
1250;3;51
1260;3;35
1270;3;55
1280;3;44
1290;3;42
1300;3;46
1310;3;56
1320;3;57
1330;4;61
1340;4;58
1350;4;53
1360;4;53
1370;3;55
1380;3;47
1390;3;53
1400;3;48
1410;3;47
1420;3;52
1430;4;53
1440;4;47
1450;3;55
1460;3;42
1470;3;57
1480;3;69
1490;4;54
1500;4;64
1510;4;64
1520;4;55
1530;4;51
1540;4;61
1550;4;54
1560;4;78
1570;4;70
1580;4;51
1590;4;49
1600;4;62
1610;4;64
1620;4;49
1630;4;63
1640;3;60
1650;3;49
1660;3;53
1670;4;68
1680;4;60
