Year;SelfSacrifice;NbHeroes
0;0;0
0;0;0
10;0;6
20;0;3
30;0;5
40;0;9
50;0;10
60;0;11
70;0;8
80;0;8
90;1;11
100;1;15
110;1;29
120;1;14
130;0;12
140;0;14
150;0;10
160;0;11
170;0;15
180;0;15
190;0;8
200;0;12
210;0;11
220;0;13
230;0;12
240;0;9
250;0;12
260;0;21
270;0;10
280;0;24
290;0;18
300;1;18
310;0;16
320;1;21
330;1;19
340;1;20
350;1;20
360;1;17
370;1;17
380;1;21
390;1;15
400;1;18
410;1;19
420;1;25
430;1;17
440;1;16
450;0;15
460;1;19
470;1;14
480;1;20
490;1;12
500;1;20
510;1;17
520;1;26
530;1;20
540;1;26
550;1;23
560;1;19
570;1;19
580;1;23
590;1;19
600;1;17
610;1;23
620;1;14
630;1;19
640;1;14
650;1;20
660;1;20
670;1;21
680;1;18
690;0;19
700;1;13
710;1;15
720;1;17
730;1;17
740;1;17
750;1;21
760;1;17
770;1;21
780;1;20
790;1;16
800;1;20
810;1;11
820;0;13
830;0;16
840;1;17
850;1;7
860;1;16
870;1;27
880;1;15
890;1;18
900;1;27
910;1;11
920;1;13
930;0;8
940;1;11
950;1;24
960;1;11
970;1;23
980;0;12
990;0;15
1000;0;15
1010;1;11
1020;1;18
1030;1;12
1040;1;12
1050;1;19
1060;1;11
1070;1;17
1080;1;18
1090;1;19
1100;1;11
1110;1;17
1120;1;13
1130;1;11
1140;1;18
1150;1;8
1160;1;16
1170;1;14
1180;1;21
1190;1;22
1200;1;25
1210;1;24
1220;1;18
1230;1;15
1240;1;16
1250;1;16
1260;1;13
1270;1;11
1280;1;11
1290;0;12
1300;0;15
1310;1;19
1320;1;10
1330;1;20
1340;0;14
1350;1;16
1360;1;20
1370;1;21
1380;1;21
1390;1;18
1400;1;15
1410;1;17
1420;1;17
1430;1;8
1440;1;12
1450;1;17
1460;1;15
1470;1;14
1480;1;18
1490;1;14
1500;1;30
1510;1;25
1520;1;22
1530;1;26
1540;1;19
1550;1;18
1560;1;19
1570;1;24
1580;1;16
1590;1;18
1600;1;14
1610;1;13
1620;1;21
1630;1;21
1640;1;21
1650;1;14
1660;1;21
1670;1;20
1680;1;23
