Year;SelfSacrifice;NbHeroes
0;0;0
0;0;0
10;0;2
20;0;5
30;0;5
40;0;4
50;0;2
60;0;2
70;0;7
80;0;0
90;0;3
100;0;9
110;0;3
120;0;2
130;0;6
140;0;7
150;0;10
160;0;5
170;0;8
180;0;9
190;0;6
200;0;9
210;0;3
220;0;12
230;0;6
240;0;8
250;0;10
260;0;11
270;0;10
280;0;13
290;0;9
300;0;14
310;0;12
320;0;5
330;0;11
340;0;9
350;0;7
360;0;12
370;0;8
380;0;8
390;0;11
400;0;9
410;0;10
420;0;4
430;0;6
440;0;10
450;0;10
460;0;9
470;0;8
480;0;6
490;0;6
500;0;7
510;0;6
520;0;4
530;0;9
540;0;9
550;0;8
560;0;8
570;0;7
580;0;6
590;0;11
600;0;13
610;0;12
620;0;12
630;0;14
640;1;4
650;1;14
660;1;11
670;0;11
680;0;14
690;0;11
700;0;8
710;0;12
720;0;16
730;0;6
740;0;8
750;0;9
760;0;3
770;0;11
780;0;9
790;0;7
800;0;15
810;0;4
820;0;7
830;0;8
840;0;12
850;0;7
860;0;6
870;0;4
880;0;4
890;0;7
900;0;6
910;0;5
920;0;5
930;0;3
940;0;15
950;0;12
960;0;12
970;0;5
980;0;13
990;0;8
1000;0;7
1010;0;6
1020;0;5
1030;0;13
1040;0;6
1050;0;4
1060;0;12
1070;0;9
1080;0;9
1090;0;6
1100;0;10
1110;0;8
1120;0;3
1130;0;13
1140;0;9
1150;0;5
1160;0;4
1170;0;4
1180;0;6
1190;0;15
1200;0;7
1210;0;3
1220;0;6
1230;0;8
1240;0;10
1250;0;6
1260;0;10
1270;0;6
1280;0;3
1290;0;8
1300;0;5
1310;0;8
1320;0;6
1330;0;9
1340;0;9
1350;0;7
1360;0;4
1370;0;7
1380;0;8
1390;0;10
1400;0;6
1410;0;7
1420;0;4
1430;0;16
1440;0;10
1450;0;4
1460;0;8
1470;0;9
1480;0;7
1490;0;8
1500;0;8
1510;0;6
1520;0;7
1530;0;5
1540;0;13
1550;0;9
1560;0;9
1570;0;8
1580;0;8
1590;0;8
1600;0;12
1610;0;10
1620;0;6
1630;0;8
1640;0;11
1650;0;10
1660;0;7
1670;0;6
1680;0;13
