Year;SelfSacrifice;NbHeroes
0;0;0
0;0;0
10;0;16
20;0;12
30;1;20
40;1;23
50;1;17
60;1;32
70;1;22
80;1;29
90;1;30
100;2;34
110;1;26
120;1;27
130;1;26
140;2;27
150;1;26
160;2;39
170;2;34
180;2;31
190;2;40
200;2;45
210;3;27
220;2;41
230;2;35
240;2;32
250;2;29
260;2;31
270;2;38
280;2;39
290;3;36
300;3;39
310;3;66
320;3;44
330;3;42
340;3;46
350;3;53
360;3;74
370;3;46
380;3;34
390;3;58
400;3;47
410;3;53
420;2;35
430;2;41
440;3;51
450;2;41
460;2;42
470;2;38
480;3;51
490;2;47
500;3;44
510;2;42
520;2;43
530;2;30
540;2;41
550;2;44
560;3;40
570;3;48
580;3;41
590;3;46
600;3;45
610;3;50
620;3;58
630;3;43
640;3;39
650;3;44
660;3;51
670;2;41
680;2;32
690;2;35
700;3;50
710;2;36
720;2;44
730;3;30
740;3;39
750;3;48
760;3;52
770;4;61
780;4;46
790;4;45
800;3;52
810;3;52
820;3;46
830;3;40
840;3;56
850;3;51
860;3;47
870;3;40
880;3;37
890;3;44
900;3;43
910;2;37
920;3;35
930;3;57
940;3;36
950;3;41
960;3;45
970;3;55
980;3;54
990;3;44
1000;3;54
1010;3;46
1020;2;56
1030;2;49
1040;2;41
1050;3;31
1060;3;35
1070;3;43
1080;3;48
1090;3;52
1100;3;40
1110;2;29
1120;3;46
1130;3;44
1140;2;48
1150;2;45
1160;3;46
1170;3;35
1180;3;40
1190;3;43
1200;3;29
1210;3;51
1220;3;44
1230;3;49
1240;3;58
1250;3;54
1260;3;42
1270;3;46
1280;3;47
1290;3;39
1300;3;49
1310;3;54
1320;3;54
1330;3;54
1340;3;40
1350;3;50
1360;3;39
1370;3;38
1380;3;46
1390;3;55
1400;4;72
1410;3;54
1420;4;44
1430;3;68
1440;3;52
1450;3;47
1460;3;55
1470;3;45
1480;3;42
1490;3;43
1500;3;44
1510;3;54
1520;3;45
1530;2;41
1540;2;47
1550;3;37
1560;2;45
1570;3;46
1580;3;53
1590;3;37
1600;3;38
1610;3;46
1620;3;50
1630;3;54
1640;3;41
1650;3;47
1660;3;53
1670;3;50
1680;3;42
