Year;SelfSacrifice;NbHeroes
0;0;0
0;0;0
10;0;7
20;0;7
30;0;7
40;0;10
50;0;13
60;0;12
70;0;11
80;0;7
90;1;15
100;1;18
110;0;13
120;0;11
130;0;8
140;0;6
150;0;10
160;1;16
170;0;27
180;1;17
190;0;14
200;0;10
210;0;10
220;0;9
230;0;8
240;1;15
250;1;20
260;0;19
270;1;15
280;1;17
290;1;25
300;1;21
310;1;20
320;1;15
330;1;44
340;1;21
350;1;16
360;1;20
370;1;9
380;1;20
390;1;26
400;1;20
410;1;23
420;1;16
430;1;23
440;1;26
450;1;24
460;1;21
470;1;32
480;1;14
490;1;35
500;1;32
510;1;19
520;1;19
530;1;25
540;1;15
550;1;22
560;0;13
570;0;10
580;1;12
590;1;18
600;0;13
610;1;14
620;0;18
630;1;24
640;0;13
650;1;15
660;1;15
670;0;14
680;1;14
690;1;12
700;0;11
710;1;17
720;0;18
730;1;11
740;1;19
750;1;26
760;1;17
770;1;18
780;1;30
790;1;23
800;1;19
810;1;19
820;1;16
830;1;21
840;1;24
850;1;11
860;1;20
870;1;29
880;1;20
890;1;16
900;1;15
910;1;28
920;1;15
930;1;18
940;1;29
950;1;21
960;1;18
970;1;25
980;1;18
990;1;20
1000;1;19
1010;1;12
1020;0;12
1030;1;15
1040;1;9
1050;1;19
1060;1;18
1070;1;18
1080;1;15
1090;1;22
1100;1;19
1110;1;15
1120;1;20
1130;1;21
1140;1;23
1150;1;20
1160;1;22
1170;1;22
1180;1;19
1190;1;27
1200;1;23
1210;1;20
1220;1;25
1230;1;31
1240;1;34
1250;1;15
1260;1;18
1270;1;19
1280;1;22
1290;1;22
1300;1;34
1310;1;18
1320;1;17
1330;1;13
1340;1;18
1350;1;25
1360;1;19
1370;1;18
1380;1;18
1390;1;18
1400;1;19
1410;1;19
1420;1;24
1430;1;33
1440;1;28
1450;1;18
1460;1;17
1470;1;16
1480;1;27
1490;1;17
1500;1;29
1510;1;18
1520;1;20
1530;1;21
1540;1;25
1550;1;22
1560;1;10
1570;0;10
1580;0;20
1590;1;13
1600;1;21
1610;1;30
1620;1;15
1630;1;16
1640;0;11
1650;1;12
1660;0;10
1670;1;13
1680;1;19
