Year;SelfSacrifice;NbHeroes
0;0;0
0;0;0
10;0;5
20;0;12
30;0;8
40;0;9
50;0;8
60;0;8
70;0;7
80;0;12
90;0;9
100;0;8
110;1;7
120;1;15
130;0;15
140;0;16
150;1;17
160;0;21
170;1;18
180;0;8
190;0;14
200;1;19
210;0;15
220;1;14
230;1;20
240;1;18
250;1;15
260;0;13
270;1;21
280;1;12
290;0;6
300;0;16
310;1;20
320;1;21
330;1;20
340;1;15
350;1;16
360;1;18
370;1;16
380;1;24
390;1;17
400;1;18
410;1;19
420;1;26
430;1;16
440;1;22
450;1;21
460;1;21
470;1;16
480;1;24
490;1;15
500;1;19
510;1;12
520;1;26
530;1;16
540;1;17
550;1;16
560;1;13
570;0;18
580;1;13
590;0;12
600;1;11
610;1;17
620;1;17
630;0;14
640;0;14
650;1;13
660;1;17
670;1;13
680;1;20
690;1;22
700;1;15
710;1;18
720;1;23
730;1;11
740;1;21
750;1;20
760;1;21
770;1;17
780;1;14
790;1;19
800;0;8
810;1;15
820;1;7
830;1;15
840;1;18
850;1;21
860;1;20
870;1;17
880;0;17
890;0;13
900;0;17
910;1;10
920;1;18
930;1;21
940;1;14
950;1;20
960;1;18
970;1;26
980;1;19
990;1;18
1000;1;15
1010;1;25
1020;1;30
1030;1;13
1040;1;18
1050;0;16
1060;1;8
1070;1;12
1080;1;11
1090;1;19
1100;1;21
1110;1;14
1120;1;22
1130;1;18
1140;1;24
1150;1;6
1160;1;26
1170;1;16
1180;1;13
1190;1;20
1200;0;14
1210;0;16
1220;0;13
1230;0;11
1240;0;13
1250;0;16
1260;0;14
1270;0;14
1280;0;18
1290;0;10
1300;0;9
1310;0;12
1320;0;18
1330;1;16
1340;0;9
1350;0;15
1360;1;19
1370;0;13
1380;0;14
1390;1;10
1400;1;20
1410;1;13
1420;1;16
1430;1;16
1440;0;11
1450;1;10
1460;1;20
1470;1;13
1480;1;21
1490;1;15
1500;1;20
1510;1;17
1520;1;22
1530;1;25
1540;1;27
1550;1;24
1560;1;19
1570;1;21
1580;1;24
1590;1;14
1600;1;23
1610;1;13
1620;1;16
1630;1;18
1640;1;24
1650;1;15
1660;1;22
1670;1;18
1680;1;26
