Year;SelfSacrifice;NbHeroes
0;0;0
0;0;0
10;0;14
20;2;48
30;2;48
40;2;52
50;3;59
60;3;61
70;3;35
80;3;59
90;3;66
100;3;73
110;3;62
120;3;63
130;4;54
140;3;65
150;4;80
160;4;63
170;4;85
180;4;75
190;4;75
200;5;79
210;5;96
220;5;89
230;6;103
240;5;69
250;5;98
260;5;95
270;5;77
280;4;62
290;4;71
300;3;69
310;4;61
320;4;71
330;4;78
340;4;73
350;4;70
360;4;71
370;4;84
380;4;75
390;4;101
400;4;74
410;3;56
420;3;61
430;3;57
440;3;76
450;3;63
460;3;54
470;3;55
480;4;74
490;4;74
500;4;69
510;3;78
520;3;70
530;3;52
540;4;56
550;4;57
560;4;61
570;4;76
580;4;66
590;4;61
600;4;65
610;4;71
620;4;70
630;4;67
640;4;61
650;4;72
660;4;64
670;3;42
680;4;72
690;3;60
700;3;64
710;3;57
720;4;49
730;3;47
740;3;52
750;3;57
760;3;68
770;4;70
780;4;68
790;3;62
800;4;61
810;4;63
820;3;43
830;3;65
840;4;67
850;3;67
860;4;72
870;3;71
880;4;57
890;4;91
900;4;85
910;4;88
920;4;66
930;4;64
940;4;62
950;4;59
960;4;62
970;4;69
980;4;72
990;4;65
1000;3;57
1010;4;61
1020;4;70
1030;4;75
1040;5;74
1050;5;79
1060;4;77
1070;4;66
1080;4;67
1090;4;68
1100;4;97
1110;4;73
1120;5;72
1130;4;71
1140;4;75
1150;4;57
1160;4;52
1170;4;65
1180;4;78
1190;4;71
1200;3;58
1210;3;76
1220;4;62
1230;4;66
1240;4;84
1250;4;69
1260;4;51
1270;3;57
1280;4;55
1290;4;74
1300;4;60
1310;4;72
1320;4;78
1330;4;72
1340;5;66
1350;5;78
1360;5;81
1370;5;85
1380;5;92
1390;5;81
1400;5;81
1410;5;82
1420;5;86
1430;5;89
1440;4;66
1450;4;75
1460;3;78
1470;4;57
1480;4;58
1490;3;57
1500;3;56
1510;3;59
1520;4;55
1530;3;66
1540;4;85
1550;4;77
1560;4;63
1570;4;84
1580;4;82
1590;4;73
1600;5;68
1610;4;88
1620;4;78
1630;4;75
1640;4;80
1650;4;66
1660;4;54
1670;3;64
1680;3;66
