Year;SelfSacrifice;NbHeroes
0;0;0
0;0;0
10;0;18
20;0;10
30;0;12
40;1;10
50;1;25
60;2;30
70;2;48
80;3;29
90;3;47
100;3;44
110;3;54
120;3;62
130;3;60
140;3;54
150;3;45
160;3;61
170;3;44
180;3;54
190;3;56
200;3;53
210;4;70
220;4;52
230;4;72
240;3;70
250;3;52
260;4;64
270;4;68
280;4;56
290;3;58
300;3;53
310;3;49
320;3;49
330;3;49
340;3;52
350;3;48
360;3;30
370;3;37
380;3;49
390;3;48
400;3;60
410;3;50
420;3;46
430;3;48
440;3;45
450;3;71
460;3;54
470;3;43
480;3;47
490;3;48
500;3;48
510;3;46
520;3;47
530;3;41
540;3;40
550;3;43
560;3;57
570;3;54
580;3;49
590;3;39
600;3;59
610;3;37
620;2;41
630;2;47
640;3;41
650;2;36
660;3;40
670;3;47
680;3;41
690;3;50
700;2;32
710;2;54
720;2;33
730;2;38
740;2;43
750;2;32
760;2;44
770;2;46
780;3;38
790;3;36
800;3;42
810;3;37
820;3;48
830;3;43
840;2;40
850;3;47
860;3;46
870;3;57
880;3;49
890;3;52
900;3;46
910;3;52
920;3;54
930;3;68
940;3;46
950;3;53
960;3;50
970;3;44
980;3;40
990;3;68
1000;3;57
1010;3;48
1020;3;50
1030;4;43
1040;4;64
1050;3;46
1060;3;51
1070;3;36
1080;3;60
1090;3;44
1100;3;46
1110;3;50
1120;3;35
1130;2;41
1140;3;55
1150;3;54
1160;3;52
1170;3;47
1180;3;48
1190;3;39
1200;2;43
1210;3;46
1220;3;42
1230;3;44
1240;3;40
1250;3;60
1260;3;52
1270;4;46
1280;3;48
1290;3;40
1300;3;34
1310;2;44
1320;2;45
1330;2;36
1340;2;23
1350;2;37
1360;3;47
1370;2;37
1380;2;43
1390;3;42
1400;3;45
1410;3;38
1420;2;42
1430;2;37
1440;2;41
1450;2;40
1460;2;46
1470;2;41
1480;3;45
1490;3;41
1500;2;44
1510;3;41
1520;3;36
1530;3;49
1540;3;38
1550;3;48
1560;3;43
1570;3;32
1580;3;36
1590;3;40
1600;3;46
1610;3;52
1620;3;36
1630;3;54
1640;3;57
1650;3;57
1660;3;43
1670;3;50
1680;3;42
