Year;SelfSacrifice;NbHeroes
0;0;0
0;0;0
10;0;4
20;0;0
30;0;5
40;0;5
50;0;3
60;0;4
70;0;5
80;0;8
90;0;9
100;0;6
110;0;5
120;0;8
130;0;4
140;0;3
150;0;6
160;0;3
170;0;5
180;0;5
190;0;7
200;0;4
210;0;4
220;0;6
230;0;9
240;0;5
250;0;6
260;0;7
270;0;7
280;0;7
290;0;9
300;0;4
310;1;17
320;0;11
330;0;14
340;0;7
350;0;4
360;0;4
370;0;7
380;0;7
390;0;7
400;0;5
410;0;10
420;0;6
430;0;7
440;0;6
450;0;3
460;0;6
470;0;5
480;0;13
490;0;6
500;0;6
510;0;7
520;0;7
530;0;6
540;0;3
550;0;11
560;0;9
570;0;4
580;0;6
590;0;3
600;0;6
610;0;3
620;0;10
630;0;6
640;0;5
650;0;4
660;0;5
670;0;7
680;0;8
690;0;13
700;0;7
710;0;4
720;0;7
730;0;7
740;0;10
750;0;6
760;0;5
770;0;7
780;0;9
790;0;14
800;0;7
810;0;7
820;0;8
830;0;9
840;0;6
850;0;4
860;0;9
870;0;9
880;0;10
890;0;10
900;0;8
910;0;10
920;0;11
930;0;8
940;0;9
950;0;8
960;0;7
970;0;11
980;0;9
990;0;9
1000;0;16
1010;0;4
1020;0;8
1030;0;12
1040;0;5
1050;0;9
1060;0;10
1070;0;2
1080;0;5
1090;0;8
1100;0;12
1110;0;7
1120;0;8
1130;0;3
1140;0;6
1150;0;4
1160;0;10
1170;0;10
1180;0;10
1190;0;11
1200;0;3
1210;0;8
1220;0;7
1230;0;7
1240;0;9
1250;0;9
1260;0;2
1270;0;18
1280;0;11
1290;0;8
1300;0;12
1310;0;9
1320;0;8
1330;0;14
1340;0;11
1350;0;6
1360;0;13
1370;0;8
1380;0;15
1390;0;17
1400;0;7
1410;0;9
1420;0;10
1430;0;12
1440;0;17
1450;0;17
1460;0;12
1470;0;15
1480;0;7
1490;0;6
1500;0;7
1510;0;11
1520;0;9
1530;0;5
1540;0;12
1550;0;7
1560;0;14
1570;0;10
1580;0;8
1590;0;5
1600;0;7
1610;0;15
1620;0;15
1630;0;18
1640;0;7
1650;0;12
1660;0;6
1670;0;8
1680;0;8
