Year;SelfSacrifice;NbHeroes
0;0;0
0;0;0
10;0;5
20;1;18
30;1;25
40;1;21
50;1;27
60;1;12
70;1;14
80;1;14
90;1;14
100;1;25
110;1;25
120;1;28
130;1;37
140;1;24
150;1;28
160;2;29
170;1;38
180;2;29
190;2;29
200;2;45
210;2;35
220;2;23
230;2;30
240;1;38
250;1;28
260;2;19
270;2;31
280;2;41
290;2;33
300;2;21
310;2;38
320;2;32
330;2;39
340;2;40
350;2;34
360;2;33
370;2;43
380;2;30
390;2;46
400;2;28
410;2;32
420;2;33
430;2;49
440;2;30
450;2;41
460;2;31
470;2;35
480;2;33
490;2;39
500;2;36
510;2;27
520;2;35
530;2;34
540;2;48
550;2;46
560;2;37
570;2;32
580;2;40
590;3;42
600;2;51
610;2;41
620;2;45
630;3;34
640;2;38
650;3;31
660;3;43
670;3;44
680;3;37
690;3;55
700;3;39
710;3;37
720;3;46
730;3;34
740;2;49
750;2;36
760;2;31
770;2;46
780;2;32
790;3;33
800;2;38
810;2;37
820;2;26
830;2;42
840;2;28
850;2;33
860;2;39
870;2;26
880;2;32
890;2;29
900;2;27
910;1;27
920;2;29
930;2;39
940;2;50
950;2;33
960;2;52
970;2;30
980;2;38
990;2;32
1000;2;46
1010;2;32
1020;2;38
1030;2;37
1040;2;28
1050;2;33
1060;2;35
1070;2;38
1080;2;41
1090;2;30
1100;2;38
1110;2;33
1120;2;29
1130;2;38
1140;2;29
1150;3;43
1160;2;38
1170;2;42
1180;2;54
1190;2;38
1200;2;35
1210;2;27
1220;2;25
1230;2;29
1240;2;33
1250;2;33
1260;2;36
1270;2;39
1280;2;37
1290;2;40
1300;2;33
1310;2;34
1320;2;40
1330;2;37
1340;2;48
1350;2;40
1360;2;30
1370;2;23
1380;2;26
1390;2;48
1400;2;43
1410;2;41
1420;2;33
1430;2;33
1440;2;28
1450;2;37
1460;2;35
1470;2;30
1480;2;30
1490;2;27
1500;2;26
1510;2;30
1520;2;29
1530;2;23
1540;2;32
1550;2;33
1560;2;40
1570;2;30
1580;2;32
1590;2;27
1600;2;34
1610;2;38
1620;2;26
1630;2;41
1640;2;48
1650;2;33
1660;3;35
1670;3;41
1680;3;47
