Year;SelfSacrifice;NbHeroes
0;0;0
0;0;0
10;0;1
20;0;2
30;0;5
40;0;2
50;0;1
60;0;1
70;0;2
80;0;3
90;0;1
100;0;1
110;0;6
120;0;0
130;0;3
140;0;4
150;0;0
160;0;3
170;0;2
180;0;1
190;0;1
200;0;4
210;0;1
220;0;1
230;0;5
240;0;3
250;0;3
260;0;2
270;0;2
280;0;4
290;0;0
300;0;2
310;0;1
320;0;2
330;0;7
340;0;3
350;0;3
360;0;3
370;0;5
380;0;2
390;0;2
400;0;3
410;0;2
420;0;0
430;0;2
440;0;3
450;0;3
460;0;2
470;0;3
480;0;1
490;0;1
500;0;2
510;0;1
520;0;3
530;0;3
540;0;1
550;0;3
560;0;5
570;0;4
580;0;4
590;0;4
600;0;3
610;0;4
620;0;5
630;0;5
640;0;1
650;0;3
660;0;7
670;0;4
680;0;3
690;0;0
700;0;4
710;0;1
720;0;2
730;0;4
740;0;4
750;0;1
760;0;2
770;0;5
780;0;4
790;0;7
800;0;2
810;0;1
820;0;1
830;0;1
840;0;3
850;0;5
860;0;4
870;0;3
880;0;3
890;0;12
900;0;5
910;0;2
920;0;4
930;0;6
940;0;3
950;0;4
960;0;3
970;0;3
980;0;0
990;0;3
1000;0;4
1010;0;5
1020;0;1
1030;0;2
1040;0;4
1050;0;7
1060;0;1
1070;0;5
1080;0;5
1090;0;3
1100;0;3
1110;0;4
1120;0;1
1130;0;6
1140;0;2
1150;0;1
1160;0;3
1170;0;4
1180;0;5
1190;0;4
1200;0;4
1210;0;3
1220;0;4
1230;0;5
1240;0;1
1250;0;4
1260;0;7
1270;0;4
1280;0;0
1290;0;2
1300;0;4
1310;0;3
1320;0;1
1330;0;5
1340;0;2
1350;0;3
1360;0;8
1370;0;5
1380;0;4
1390;0;7
1400;0;7
1410;0;5
1420;0;6
1430;0;6
1440;0;5
1450;0;5
1460;0;2
1470;0;2
1480;0;5
1490;0;3
1500;0;5
1510;0;7
1520;0;6
1530;0;3
1540;0;2
1550;0;1
1560;0;4
1570;0;1
1580;0;5
1590;0;6
1600;0;2
1610;0;3
1620;0;6
1630;0;3
1640;0;5
1650;0;3
1660;0;4
1670;0;2
1680;0;2
