Year;SelfSacrifice;NbHeroes
0;0;0
0;0;0
10;0;3
20;0;0
30;0;6
40;0;1
50;0;2
60;0;1
70;0;2
80;0;4
90;0;5
100;0;6
110;0;3
120;0;6
130;0;4
140;0;5
150;0;5
160;0;5
170;0;2
180;0;5
190;0;4
200;0;5
210;0;8
220;0;3
230;0;10
240;0;5
250;0;9
260;0;5
270;0;5
280;0;10
290;0;3
300;0;4
310;0;10
320;0;3
330;0;12
340;0;6
350;0;12
360;0;12
370;0;5
380;0;6
390;0;10
400;0;6
410;0;10
420;0;4
430;0;6
440;0;8
450;0;9
460;0;10
470;0;2
480;0;7
490;0;6
500;0;5
510;0;8
520;0;5
530;0;2
540;0;5
550;0;8
560;0;5
570;0;3
580;0;9
590;0;8
600;0;4
610;0;2
620;0;2
630;0;4
640;0;4
650;0;3
660;0;4
670;0;3
680;0;5
690;0;5
700;0;6
710;0;9
720;0;4
730;0;2
740;0;2
750;0;3
760;0;4
770;0;4
780;0;3
790;0;4
800;0;2
810;0;6
820;0;7
830;0;5
840;0;2
850;0;6
860;0;3
870;0;9
880;0;8
890;0;4
900;0;9
910;0;2
920;0;8
930;0;6
940;0;2
950;0;10
960;0;5
970;0;1
980;0;11
990;0;5
1000;0;5
1010;0;13
1020;0;5
1030;0;10
1040;0;7
1050;0;6
1060;0;9
1070;0;4
1080;0;12
1090;0;4
1100;0;5
1110;0;6
1120;0;12
1130;0;4
1140;0;16
1150;0;5
1160;0;12
1170;0;8
1180;0;9
1190;0;8
1200;0;3
1210;0;11
1220;0;8
1230;0;10
1240;0;3
1250;0;10
1260;0;7
1270;0;8
1280;0;9
1290;0;4
1300;0;8
1310;0;8
1320;0;8
1330;0;10
1340;0;9
1350;0;7
1360;0;10
1370;0;10
1380;0;6
1390;0;10
1400;0;6
1410;0;4
1420;0;13
1430;0;8
1440;0;9
1450;0;13
1460;0;9
1470;0;7
1480;0;8
1490;0;10
1500;0;8
1510;0;5
1520;0;5
1530;0;2
1540;0;5
1550;0;8
1560;0;9
1570;0;5
1580;0;10
1590;0;3
1600;0;7
1610;0;8
1620;0;12
1630;0;10
1640;0;6
1650;0;10
1660;0;9
1670;0;5
1680;0;11
