Year;SelfSacrifice;NbHeroes
0;0;0
0;0;0
10;0;0
20;0;0
30;0;2
40;0;4
50;0;4
60;0;5
70;0;4
80;0;3
90;0;4
100;0;7
110;0;7
120;0;4
130;0;4
140;0;4
150;0;2
160;0;8
170;0;6
180;0;7
190;0;7
200;0;6
210;0;9
220;0;6
230;0;9
240;0;4
250;0;6
260;0;9
270;0;9
280;0;4
290;0;4
300;0;6
310;0;10
320;0;12
330;0;12
340;0;4
350;0;6
360;0;10
370;0;10
380;0;9
390;0;4
400;0;7
410;0;6
420;0;8
430;0;7
440;0;5
450;0;10
460;0;5
470;0;9
480;0;4
490;0;6
500;0;10
510;0;11
520;0;3
530;0;8
540;0;6
550;0;9
560;0;5
570;0;12
580;0;10
590;0;13
600;0;4
610;0;13
620;1;11
630;0;16
640;0;13
650;0;7
660;0;12
670;0;6
680;0;11
690;0;8
700;0;13
710;0;7
720;0;14
730;0;11
740;0;10
750;0;16
760;0;6
770;0;5
780;0;16
790;0;8
800;0;13
810;0;8
820;0;8
830;0;6
840;0;7
850;0;4
860;0;9
870;1;13
880;0;10
890;0;13
900;0;9
910;0;11
920;0;10
930;0;6
940;0;8
950;0;9
960;0;4
970;0;9
980;0;15
990;0;9
1000;0;9
1010;0;8
1020;0;9
1030;1;14
1040;0;7
1050;0;10
1060;1;16
1070;0;7
1080;0;10
1090;1;7
1100;0;17
1110;1;9
1120;1;12
1130;1;11
1140;1;11
1150;1;9
1160;1;7
1170;1;12
1180;1;8
1190;1;6
1200;0;13
1210;1;10
1220;1;11
1230;1;7
1240;1;17
1250;1;9
1260;0;16
1270;0;10
1280;0;10
1290;0;15
1300;0;4
1310;0;10
1320;0;10
1330;0;13
1340;0;11
1350;1;13
1360;1;14
1370;0;9
1380;0;9
1390;0;15
1400;0;11
1410;1;13
1420;0;6
1430;0;11
1440;0;13
1450;0;9
1460;0;8
1470;0;14
1480;0;12
1490;0;9
1500;0;11
1510;0;8
1520;0;7
1530;0;11
1540;0;6
1550;0;6
1560;0;9
1570;0;11
1580;0;12
1590;0;14
1600;0;6
1610;0;9
1620;0;12
1630;0;11
1640;0;7
1650;0;10
1660;0;14
1670;0;10
1680;0;3
