Year;SelfSacrifice;NbHeroes
0;0;0
0;0;0
10;0;0
20;0;0
30;0;1
40;0;0
50;0;3
60;0;5
70;0;4
80;0;1
90;0;2
100;0;2
110;0;1
120;0;1
130;0;1
140;0;5
150;0;1
160;0;1
170;0;2
180;0;7
190;0;3
200;0;3
210;0;1
220;0;3
230;0;4
240;0;4
250;0;5
260;0;6
270;0;8
280;0;5
290;0;9
300;0;8
310;0;7
320;0;6
330;0;10
340;0;8
350;0;5
360;0;12
370;0;7
380;0;4
390;0;10
400;0;7
410;0;7
420;0;8
430;0;12
440;0;11
450;0;11
460;0;5
470;0;12
480;0;5
490;0;4
500;0;5
510;0;8
520;0;11
530;0;10
540;0;7
550;0;12
560;0;4
570;1;12
580;1;13
590;1;9
600;1;13
610;1;10
620;1;11
630;1;10
640;1;14
650;1;13
660;1;11
670;1;12
680;1;6
690;1;9
700;1;9
710;0;8
720;0;8
730;0;13
740;0;8
750;0;12
760;0;9
770;0;5
780;0;14
790;0;6
800;0;5
810;0;10
820;0;14
830;0;12
840;0;4
850;0;4
860;0;10
870;0;8
880;0;10
890;0;11
900;0;5
910;0;10
920;0;10
930;0;12
940;0;10
950;0;13
960;0;8
970;1;8
980;1;10
990;0;12
1000;1;19
1010;1;8
1020;1;17
1030;1;11
1040;0;13
1050;0;8
1060;0;15
1070;0;9
1080;0;13
1090;0;7
1100;0;12
1110;0;10
1120;0;15
1130;0;5
1140;1;11
1150;1;7
1160;1;12
1170;1;14
1180;1;12
1190;1;16
1200;1;8
1210;1;16
1220;1;12
1230;1;12
1240;1;8
1250;1;13
1260;1;17
1270;1;14
1280;1;21
1290;1;17
1300;1;15
1310;1;9
1320;1;14
1330;1;5
1340;1;13
1350;1;16
1360;1;16
1370;1;11
1380;1;12
1390;1;7
1400;1;10
1410;1;9
1420;1;18
1430;1;14
1440;1;11
1450;1;12
1460;1;12
1470;1;13
1480;1;19
1490;1;16
1500;1;12
1510;1;7
1520;1;11
1530;1;15
1540;1;11
1550;1;6
1560;1;15
1570;1;7
1580;1;13
1590;1;15
1600;1;9
1610;1;13
1620;1;10
1630;1;14
1640;1;6
1650;1;13
1660;1;16
1670;1;15
1680;1;12
