Year;SelfSacrifice;NbHeroes
0;0;0
0;0;0
10;0;0
20;0;1
30;0;1
40;0;4
50;0;0
60;0;0
70;0;2
80;0;6
90;0;4
100;0;6
110;0;2
120;0;10
130;0;4
140;0;6
150;0;5
160;0;4
170;0;6
180;0;5
190;0;10
200;0;9
210;0;10
220;0;11
230;0;12
240;0;7
250;0;5
260;0;14
270;0;9
280;0;9
290;0;11
300;0;10
310;0;7
320;0;5
330;0;8
340;0;6
350;0;9
360;0;5
370;0;7
380;0;13
390;1;14
400;1;8
410;1;9
420;0;11
430;0;10
440;0;10
450;0;4
460;0;10
470;0;8
480;0;12
490;0;8
500;0;7
510;0;4
520;0;5
530;0;9
540;0;12
550;0;7
560;0;6
570;0;5
580;0;7
590;0;12
600;0;11
610;0;6
620;0;8
630;0;7
640;0;8
650;0;4
660;0;10
670;0;12
680;0;4
690;0;9
700;0;7
710;0;7
720;0;8
730;0;5
740;0;7
750;0;6
760;0;7
770;0;5
780;0;10
790;0;5
800;0;9
810;0;10
820;0;7
830;0;4
840;0;6
850;0;11
860;0;10
870;0;12
880;0;12
890;0;9
900;0;7
910;0;13
920;0;6
930;0;11
940;0;11
950;0;10
960;1;11
970;1;9
980;1;12
990;0;10
1000;0;5
1010;0;14
1020;0;8
1030;0;9
1040;0;7
1050;0;7
1060;0;7
1070;0;11
1080;0;13
1090;0;12
1100;0;6
1110;0;12
1120;0;8
1130;0;7
1140;0;12
1150;0;6
1160;0;4
1170;0;7
1180;0;13
1190;0;9
1200;1;7
1210;0;7
1220;0;11
1230;0;9
1240;0;6
1250;0;11
1260;0;6
1270;0;6
1280;0;12
1290;0;10
1300;0;12
1310;0;8
1320;0;10
1330;0;6
1340;0;11
1350;0;8
1360;1;7
1370;0;13
1380;0;8
1390;0;6
1400;0;8
1410;1;11
1420;1;12
1430;1;12
1440;1;15
1450;1;15
1460;1;11
1470;1;8
1480;1;11
1490;1;10
1500;1;7
1510;0;10
1520;1;16
1530;1;14
1540;1;10
1550;1;12
1560;1;11
1570;1;9
1580;1;9
1590;1;9
1600;1;15
1610;1;14
1620;1;12
1630;1;10
1640;1;10
1650;1;14
1660;1;11
1670;1;9
1680;1;9
