Year;SelfSacrifice;NbHeroes
0;0;0
0;0;0
10;0;4
20;0;1
30;0;1
40;0;2
50;0;1
60;0;2
70;0;2
80;0;3
90;0;2
100;0;0
110;0;1
120;0;1
130;0;0
140;0;0
150;0;1
160;0;3
170;0;1
180;0;3
190;0;1
200;0;1
210;0;1
220;0;0
230;0;1
240;0;1
250;0;0
260;0;2
270;0;2
280;0;2
290;0;1
300;0;4
310;0;1
320;0;3
330;0;2
340;0;1
350;0;1
360;0;1
370;0;3
380;0;2
390;0;2
400;0;4
410;0;1
420;0;3
430;0;1
440;0;2
450;0;2
460;0;1
470;0;9
480;0;1
490;0;2
500;0;3
510;0;0
520;0;4
530;0;2
540;0;2
550;0;1
560;0;5
570;0;3
580;0;2
590;0;0
600;0;2
610;0;4
620;0;6
630;0;1
640;0;1
650;0;1
660;0;3
670;0;1
680;0;6
690;0;4
700;0;3
710;0;2
720;0;3
730;0;4
740;0;2
750;0;7
760;0;4
770;0;5
780;0;5
790;0;1
800;0;2
810;0;2
820;0;3
830;0;3
840;0;0
850;0;1
860;0;4
870;0;2
880;0;4
890;0;4
900;0;2
910;0;4
920;0;1
930;0;0
940;0;4
950;0;3
960;0;2
970;0;4
980;0;2
990;0;3
1000;0;1
1010;0;5
1020;0;1
1030;0;0
1040;0;1
1050;0;1
1060;0;1
1070;0;0
1080;0;1
1090;0;2
1100;0;1
1110;0;1
1120;0;2
1130;0;0
1140;0;1
1150;0;2
1160;0;1
1170;0;1
1180;0;6
1190;0;0
1200;0;3
1210;0;0
1220;0;0
1230;0;2
1240;0;4
1250;0;2
1260;0;6
1270;0;2
1280;0;2
1290;0;0
1300;0;4
1310;0;4
1320;0;2
1330;0;1
1340;0;3
1350;0;1
1360;0;3
1370;0;0
1380;0;1
1390;0;3
1400;0;1
1410;0;2
1420;0;3
1430;0;1
1440;0;0
1450;0;2
1460;0;2
1470;0;1
1480;0;2
1490;0;1
1500;0;1
1510;0;1
1520;0;2
1530;0;1
1540;0;0
1550;0;2
1560;0;0
1570;0;4
1580;0;0
1590;0;5
1600;0;2
1610;0;1
1620;0;4
1630;0;2
1640;0;1
1650;0;0
1660;0;1
1670;0;3
1680;0;4
