Year;SelfSacrifice;NbHeroes
0;0;0
0;0;0
10;0;3
20;0;0
30;0;2
40;0;2
50;0;1
60;0;1
70;0;1
80;0;0
90;0;3
100;0;3
110;0;0
120;0;1
130;0;2
140;0;2
150;0;2
160;0;1
170;0;1
180;0;0
190;0;0
200;0;1
210;0;5
220;0;4
230;0;3
240;0;1
250;0;2
260;0;4
270;0;4
280;0;5
290;0;4
300;0;1
310;0;1
320;0;4
330;0;1
340;0;5
350;0;1
360;0;0
370;0;3
380;0;2
390;0;3
400;0;1
410;0;7
420;0;5
430;0;5
440;0;4
450;0;5
460;0;5
470;0;2
480;0;3
490;0;3
500;0;0
510;0;3
520;0;4
530;0;0
540;0;4
550;0;2
560;0;2
570;0;1
580;0;1
590;0;2
600;0;0
610;0;3
620;0;5
630;0;3
640;0;3
650;0;2
660;0;4
670;0;4
680;0;4
690;0;6
700;0;1
710;0;3
720;0;1
730;0;4
740;0;5
750;0;4
760;0;2
770;0;3
780;0;8
790;0;3
800;0;2
810;0;4
820;0;3
830;0;1
840;0;0
850;0;2
860;0;4
870;0;6
880;0;2
890;0;3
900;0;2
910;0;5
920;0;3
930;0;4
940;0;3
950;0;6
960;0;3
970;0;4
980;0;3
990;0;3
1000;0;2
1010;0;11
1020;0;7
1030;0;1
1040;0;2
1050;0;3
1060;0;8
1070;0;2
1080;0;2
1090;0;6
1100;0;5
1110;0;1
1120;0;0
1130;0;3
1140;0;3
1150;0;3
1160;0;7
1170;0;3
1180;0;1
1190;0;6
1200;0;4
1210;0;6
1220;0;3
1230;0;1
1240;0;2
1250;0;2
1260;0;4
1270;0;2
1280;0;3
1290;0;4
1300;0;6
1310;0;7
1320;0;1
1330;0;3
1340;0;2
1350;0;5
1360;0;8
1370;0;11
1380;0;7
1390;0;2
1400;0;7
1410;0;8
1420;0;5
1430;0;4
1440;0;4
1450;0;5
1460;0;3
1470;0;5
1480;0;2
1490;0;6
1500;0;3
1510;0;9
1520;0;1
1530;0;5
1540;0;3
1550;0;6
1560;0;4
1570;0;5
1580;0;3
1590;0;8
1600;0;2
1610;0;3
1620;0;3
1630;0;1
1640;0;7
1650;0;7
1660;0;1
1670;0;3
1680;0;4
