Year;SelfSacrifice;NbHeroes
0;0;0
0;0;0
10;0;0
20;0;1
30;0;0
40;0;2
50;0;5
60;0;0
70;0;2
80;0;1
90;0;1
100;0;2
110;0;2
120;0;6
130;0;3
140;0;4
150;0;1
160;0;3
170;0;5
180;0;5
190;0;8
200;0;8
210;0;4
220;0;7
230;0;9
240;0;9
250;0;13
260;0;6
270;0;12
280;0;7
290;0;16
300;0;8
310;0;5
320;0;9
330;0;6
340;0;7
350;0;11
360;0;8
370;0;8
380;0;8
390;0;11
400;0;7
410;0;2
420;0;10
430;0;8
440;0;5
450;0;5
460;0;7
470;0;7
480;0;9
490;0;3
500;0;10
510;0;7
520;0;12
530;0;12
540;0;10
550;0;6
560;0;4
570;0;9
580;0;6
590;0;3
600;0;10
610;0;11
620;0;10
630;0;9
640;0;4
650;0;14
660;0;5
670;0;6
680;0;8
690;0;12
700;0;4
710;0;7
720;0;5
730;0;10
740;0;7
750;0;3
760;0;3
770;0;8
780;0;10
790;0;12
800;0;9
810;0;6
820;0;7
830;0;6
840;0;3
850;0;6
860;0;6
870;0;3
880;0;8
890;0;10
900;0;11
910;0;6
920;0;9
930;0;5
940;0;4
950;0;8
960;0;5
970;0;4
980;0;9
990;0;5
1000;0;3
1010;0;9
1020;0;7
1030;0;4
1040;0;8
1050;0;4
1060;0;4
1070;0;6
1080;0;7
1090;0;4
1100;0;10
1110;0;4
1120;0;5
1130;0;3
1140;0;10
1150;0;9
1160;0;5
1170;0;7
1180;0;8
1190;0;7
1200;0;4
1210;0;6
1220;0;5
1230;0;2
1240;0;1
1250;0;3
1260;0;13
1270;0;6
1280;0;5
1290;0;7
1300;0;5
1310;0;4
1320;0;6
1330;0;6
1340;0;11
1350;0;9
1360;0;10
1370;0;10
1380;0;6
1390;0;7
1400;0;7
1410;0;5
1420;0;10
1430;0;5
1440;0;16
1450;0;4
1460;0;8
1470;0;8
1480;0;13
1490;0;5
1500;0;13
1510;0;5
1520;0;7
1530;0;9
1540;0;6
1550;0;7
1560;0;6
1570;0;7
1580;0;7
1590;0;5
1600;0;6
1610;0;8
1620;0;12
1630;0;11
1640;0;9
1650;0;11
1660;0;9
1670;0;2
1680;0;9
