Year;SelfSacrifice;NbHeroes
0;0;0
0;0;0
10;0;1
20;0;2
30;0;1
40;0;1
50;0;1
60;0;0
70;0;8
80;0;2
90;0;6
100;0;3
110;0;2
120;0;7
130;0;3
140;0;3
150;0;7
160;0;3
170;0;4
180;0;5
190;0;5
200;0;3
210;0;3
220;0;10
230;0;4
240;0;8
250;0;5
260;0;1
270;0;7
280;0;6
290;0;3
300;0;5
310;0;9
320;0;1
330;0;1
340;0;3
350;0;6
360;0;4
370;0;6
380;0;9
390;0;4
400;0;3
410;0;2
420;0;3
430;0;7
440;0;3
450;0;8
460;0;2
470;0;6
480;0;5
490;0;6
500;0;7
510;0;1
520;0;9
530;0;8
540;0;8
550;0;11
560;0;3
570;0;4
580;0;6
590;0;8
600;0;5
610;0;5
620;0;2
630;0;6
640;0;6
650;0;6
660;0;6
670;0;8
680;0;3
690;0;4
700;0;4
710;0;4
720;0;5
730;0;10
740;0;11
750;0;1
760;0;1
770;0;6
780;0;9
790;0;5
800;0;6
810;0;0
820;0;9
830;0;6
840;0;7
850;0;7
860;0;7
870;0;2
880;0;9
890;0;4
900;0;7
910;0;11
920;0;8
930;0;6
940;0;6
950;0;9
960;0;5
970;0;11
980;0;7
990;0;8
1000;0;5
1010;0;9
1020;0;5
1030;0;5
1040;0;4
1050;0;10
1060;0;4
1070;0;6
1080;0;5
1090;0;6
1100;0;5
1110;0;4
1120;0;3
1130;0;5
1140;0;7
1150;0;10
1160;0;6
1170;0;8
1180;0;4
1190;0;7
1200;0;7
1210;0;6
1220;0;5
1230;0;6
1240;0;7
1250;0;5
1260;0;7
1270;0;7
1280;0;8
1290;0;3
1300;0;6
1310;0;4
1320;0;6
1330;0;5
1340;0;4
1350;0;4
1360;0;7
1370;0;6
1380;0;3
1390;0;2
1400;0;5
1410;0;8
1420;0;5
1430;0;9
1440;0;5
1450;0;5
1460;0;9
1470;0;11
1480;0;7
1490;0;3
1500;0;9
1510;0;8
1520;0;5
1530;0;6
1540;0;8
1550;0;4
1560;0;6
1570;0;6
1580;0;7
1590;0;6
1600;0;7
1610;0;4
1620;0;5
1630;0;5
1640;0;8
1650;0;8
1660;0;1
1670;0;6
1680;0;8
