Year;SelfSacrifice;NbHeroes
0;0;0
0;0;0
10;0;2
20;0;2
30;0;0
40;0;0
50;0;2
60;0;2
70;0;1
80;0;5
90;0;2
100;0;4
110;0;2
120;0;7
130;0;4
140;0;5
150;0;3
160;0;2
170;0;5
180;0;3
190;0;2
200;0;6
210;0;1
220;0;4
230;0;7
240;0;4
250;0;5
260;0;1
270;0;3
280;0;3
290;0;5
300;0;5
310;0;4
320;0;4
330;0;2
340;0;4
350;0;5
360;0;4
370;0;6
380;0;6
390;0;6
400;0;2
410;0;3
420;0;2
430;0;7
440;0;7
450;0;2
460;0;8
470;0;3
480;0;3
490;0;3
500;0;7
510;0;4
520;0;4
530;0;7
540;0;5
550;0;8
560;0;5
570;0;7
580;0;4
590;0;3
600;0;5
610;0;5
620;0;9
630;0;8
640;0;6
650;0;7
660;0;12
670;0;5
680;0;6
690;0;3
700;0;10
710;0;7
720;0;4
730;0;7
740;0;7
750;0;7
760;0;6
770;0;6
780;0;5
790;0;10
800;0;5
810;0;7
820;0;7
830;0;6
840;0;9
850;0;4
860;0;7
870;0;2
880;0;5
890;0;3
900;0;7
910;0;7
920;0;17
930;0;7
940;0;4
950;0;10
960;0;7
970;0;10
980;0;6
990;0;10
1000;0;7
1010;0;12
1020;0;4
1030;0;8
1040;0;13
1050;0;7
1060;0;7
1070;0;5
1080;0;7
1090;0;11
1100;0;7
1110;0;9
1120;0;12
1130;0;6
1140;0;6
1150;0;7
1160;0;8
1170;0;6
1180;0;2
1190;0;8
1200;0;8
1210;0;9
1220;0;7
1230;0;6
1240;0;5
1250;0;4
1260;0;6
1270;0;9
1280;0;4
1290;0;3
1300;0;4
1310;0;8
1320;0;6
1330;0;8
1340;0;4
1350;0;5
1360;0;6
1370;0;10
1380;0;11
1390;0;11
1400;0;9
1410;0;6
1420;0;6
1430;0;4
1440;0;10
1450;0;10
1460;0;11
1470;0;4
1480;0;9
1490;0;6
1500;0;11
1510;0;7
1520;0;6
1530;0;11
1540;0;4
1550;0;5
1560;0;6
1570;0;9
1580;0;5
1590;0;6
1600;0;7
1610;0;7
1620;0;6
1630;0;8
1640;0;6
1650;0;6
1660;0;8
1670;0;4
1680;0;6
