Year;SelfSacrifice;NbHeroes
0;0;0
0;0;0
10;0;0
20;0;1
30;0;3
40;0;0
50;0;4
60;0;3
70;0;4
80;0;4
90;0;4
100;0;2
110;0;3
120;0;3
130;0;3
140;0;4
150;0;3
160;0;3
170;0;9
180;0;6
190;0;6
200;0;6
210;0;4
220;0;7
230;0;5
240;0;2
250;0;7
260;0;5
270;0;7
280;0;17
290;0;10
300;0;8
310;0;11
320;0;9
330;0;13
340;0;9
350;0;10
360;0;10
370;0;13
380;0;10
390;0;8
400;0;13
410;0;11
420;0;14
430;0;9
440;0;3
450;0;14
460;1;8
470;1;12
480;1;11
490;0;7
500;0;9
510;0;10
520;0;8
530;0;6
540;0;13
550;0;17
560;0;2
570;0;15
580;0;11
590;0;9
600;0;16
610;0;14
620;0;11
630;0;6
640;0;9
650;0;8
660;0;9
670;0;14
680;0;10
690;0;11
700;0;6
710;0;10
720;0;6
730;0;12
740;0;9
750;0;7
760;1;7
770;0;9
780;1;14
790;1;11
800;1;6
810;1;9
820;1;12
830;1;15
840;0;8
850;1;13
860;0;12
870;0;11
880;1;8
890;1;18
900;1;8
910;1;11
920;1;9
930;1;15
940;1;10
950;1;8
960;1;7
970;1;7
980;1;10
990;1;13
1000;1;10
1010;1;7
1020;1;18
1030;0;9
1040;0;12
1050;0;8
1060;0;6
1070;0;13
1080;0;9
1090;0;6
1100;0;13
1110;1;5
1120;0;7
1130;0;10
1140;0;7
1150;0;9
1160;0;8
1170;0;12
1180;0;9
1190;0;6
1200;0;5
1210;0;7
1220;0;13
1230;0;9
1240;0;8
1250;0;3
1260;0;4
1270;0;8
1280;0;10
1290;0;10
1300;0;1
1310;0;14
1320;0;12
1330;0;7
1340;0;11
1350;0;5
1360;0;6
1370;0;3
1380;0;11
1390;0;9
1400;0;4
1410;0;10
1420;0;6
1430;0;13
1440;0;9
1450;0;6
1460;0;11
1470;0;10
1480;0;9
1490;0;14
1500;0;6
1510;0;11
1520;0;12
1530;0;13
1540;1;14
1550;0;14
1560;0;13
1570;0;12
1580;1;15
1590;1;12
1600;1;12
1610;1;12
1620;1;5
1630;1;3
1640;1;10
1650;1;14
1660;1;14
1670;1;11
1680;1;10
