Year;SelfSacrifice;NbHeroes
0;0;0
0;0;0
10;0;0
20;0;0
30;0;1
40;0;0
50;0;1
60;0;3
70;0;1
80;0;3
90;0;2
100;0;0
110;0;2
120;0;1
130;0;3
140;0;1
150;0;2
160;0;2
170;0;4
180;0;3
190;0;4
200;0;4
210;0;4
220;0;5
230;0;3
240;0;6
250;0;7
260;0;2
270;0;4
280;0;8
290;0;5
300;0;8
310;0;4
320;0;4
330;0;11
340;0;5
350;0;5
360;0;5
370;0;6
380;0;1
390;0;12
400;0;4
410;0;6
420;0;7
430;0;2
440;0;3
450;0;5
460;0;1
470;0;3
480;0;6
490;0;4
500;0;8
510;0;7
520;0;5
530;0;7
540;0;7
550;0;4
560;0;4
570;0;3
580;0;3
590;0;3
600;0;8
610;0;3
620;0;3
630;0;5
640;0;7
650;0;3
660;0;2
670;0;5
680;0;8
690;0;7
700;0;6
710;0;3
720;0;3
730;0;4
740;0;5
750;0;6
760;0;7
770;0;6
780;0;5
790;0;6
800;0;8
810;0;4
820;0;2
830;0;3
840;0;5
850;0;3
860;0;5
870;0;2
880;0;7
890;0;3
900;0;4
910;0;10
920;0;7
930;0;6
940;0;2
950;0;4
960;0;3
970;0;4
980;0;3
990;0;8
1000;0;2
1010;0;7
1020;0;5
1030;0;5
1040;0;4
1050;0;5
1060;0;4
1070;0;8
1080;0;3
1090;0;4
1100;0;7
1110;0;8
1120;0;7
1130;0;4
1140;0;3
1150;0;4
1160;0;4
1170;0;4
1180;0;2
1190;0;10
1200;0;6
1210;0;6
1220;0;6
1230;0;7
1240;0;5
1250;0;5
1260;0;3
1270;0;4
1280;0;7
1290;0;6
1300;0;5
1310;0;4
1320;0;6
1330;0;3
1340;0;7
1350;0;5
1360;0;8
1370;0;7
1380;0;6
1390;0;2
1400;0;6
1410;0;7
1420;0;9
1430;0;5
1440;0;4
1450;0;3
1460;0;3
1470;0;12
1480;0;6
1490;0;5
1500;0;8
1510;0;8
1520;0;7
1530;0;5
1540;0;2
1550;0;1
1560;0;1
1570;0;10
1580;0;4
1590;0;6
1600;0;6
1610;0;4
1620;0;1
1630;0;6
1640;0;6
1650;0;0
1660;0;3
1670;0;2
1680;0;1
