Year;SelfSacrifice;NbHeroes
0;0;0
0;0;0
10;0;0
20;0;1
30;0;1
40;0;2
50;0;3
60;0;2
70;0;2
80;0;2
90;0;1
100;0;2
110;0;0
120;0;3
130;0;4
140;0;3
150;0;1
160;0;1
170;0;2
180;0;0
190;0;3
200;0;6
210;0;2
220;0;2
230;0;2
240;0;1
250;0;0
260;0;1
270;0;1
280;0;1
290;0;1
300;0;3
310;0;0
320;0;0
330;0;1
340;0;0
350;0;1
360;0;1
370;0;2
380;0;3
390;0;1
400;0;1
410;0;1
420;0;1
430;0;1
440;0;5
450;0;4
460;0;2
470;0;3
480;0;3
490;0;1
500;0;2
510;0;4
520;0;1
530;0;2
540;0;2
550;0;1
560;0;1
570;0;3
580;0;2
590;0;1
600;0;1
610;0;4
620;0;2
630;0;2
640;0;2
650;0;3
660;0;1
670;0;7
680;0;4
690;0;1
700;0;1
710;0;0
720;0;0
730;0;5
740;0;4
750;0;1
760;0;2
770;0;0
780;0;2
790;0;3
800;0;3
810;0;2
820;0;4
830;0;3
840;0;2
850;0;2
860;0;2
870;0;2
880;0;1
890;0;2
900;0;4
910;0;1
920;0;4
930;0;0
940;0;0
950;0;2
960;0;0
970;0;2
980;0;3
990;0;0
1000;0;1
1010;0;2
1020;0;5
1030;0;5
1040;0;1
1050;0;0
1060;0;4
1070;0;2
1080;0;3
1090;0;3
1100;0;1
1110;0;2
1120;0;4
1130;0;4
1140;0;4
1150;0;1
1160;0;1
1170;0;4
1180;0;1
1190;0;5
1200;0;1
1210;0;5
1220;0;0
1230;0;6
1240;0;0
1250;0;0
1260;0;2
1270;0;1
1280;0;1
1290;0;5
1300;0;4
1310;0;6
1320;0;2
1330;0;0
1340;0;2
1350;0;2
1360;0;2
1370;0;0
1380;0;1
1390;0;4
1400;0;3
1410;0;2
1420;0;2
1430;0;7
1440;0;2
1450;0;2
1460;0;2
1470;0;2
1480;0;1
1490;0;0
1500;0;3
1510;0;1
1520;0;6
1530;0;2
1540;0;5
1550;0;1
1560;0;1
1570;0;0
1580;0;4
1590;0;5
1600;0;2
1610;0;2
1620;0;5
1630;0;2
1640;0;4
1650;0;3
1660;0;2
1670;0;3
1680;0;0
