Year;SelfSacrifice;NbHeroes
0;0;0
0;0;0
10;0;4
20;0;2
30;0;1
40;0;1
50;0;1
60;0;1
70;0;2
80;0;3
90;0;1
100;0;4
110;0;1
120;0;2
130;0;4
140;0;4
150;0;0
160;0;5
170;0;0
180;0;2
190;0;2
200;0;1
210;0;1
220;0;1
230;0;1
240;0;4
250;0;2
260;0;0
270;0;4
280;0;1
290;0;2
300;0;3
310;0;1
320;0;1
330;0;2
340;0;2
350;0;2
360;0;2
370;0;3
380;0;3
390;0;3
400;0;4
410;0;1
420;0;0
430;0;3
440;0;4
450;0;3
460;0;2
470;0;2
480;0;3
490;0;3
500;0;1
510;0;5
520;0;2
530;0;3
540;0;1
550;0;0
560;0;0
570;0;5
580;0;3
590;0;1
600;0;1
610;0;1
620;0;2
630;0;0
640;0;6
650;0;1
660;0;4
670;0;3
680;0;2
690;0;10
700;0;5
710;0;3
720;0;3
730;0;3
740;0;2
750;0;3
760;0;9
770;0;4
780;0;4
790;0;2
800;0;2
810;0;0
820;0;5
830;0;3
840;0;3
850;0;1
860;0;2
870;0;9
880;0;5
890;0;3
900;0;5
910;0;7
920;0;1
930;0;3
940;0;2
950;0;2
960;0;2
970;0;3
980;0;2
990;0;4
1000;0;2
1010;0;4
1020;0;7
1030;0;3
1040;0;2
1050;0;1
1060;0;3
1070;0;2
1080;0;2
1090;0;2
1100;0;1
1110;0;2
1120;0;4
1130;0;3
1140;0;7
1150;0;7
1160;0;5
1170;0;2
1180;0;1
1190;0;3
1200;0;7
1210;0;4
1220;0;2
1230;0;4
1240;0;1
1250;0;7
1260;0;6
1270;0;4
1280;0;4
1290;0;4
1300;0;3
1310;0;4
1320;0;7
1330;0;4
1340;0;3
1350;0;3
1360;0;4
1370;0;0
1380;0;1
1390;0;1
1400;0;6
1410;0;1
1420;0;2
1430;0;3
1440;0;2
1450;0;2
1460;0;6
1470;0;5
1480;0;4
1490;0;7
1500;0;1
1510;0;3
1520;0;2
1530;0;6
1540;0;6
1550;0;4
1560;0;2
1570;0;4
1580;0;5
1590;0;8
1600;0;1
1610;0;3
1620;0;3
1630;0;5
1640;0;5
1650;0;1
1660;0;6
1670;0;3
1680;0;4
