Year;SelfSacrifice;NbHeroes
0;0;0
0;0;0
10;0;2
20;0;0
30;0;1
40;0;1
50;0;2
60;0;0
70;0;2
80;0;1
90;0;1
100;0;2
110;0;2
120;0;1
130;0;4
140;0;3
150;0;2
160;0;3
170;0;1
180;0;3
190;0;4
200;0;2
210;0;3
220;0;4
230;0;2
240;0;2
250;0;5
260;0;4
270;0;4
280;0;5
290;0;4
300;0;4
310;0;4
320;0;3
330;0;7
340;0;4
350;0;4
360;0;7
370;0;10
380;0;5
390;0;3
400;0;5
410;0;4
420;0;3
430;0;3
440;0;0
450;0;4
460;0;2
470;0;2
480;0;3
490;0;5
500;0;4
510;0;7
520;0;3
530;0;6
540;0;4
550;0;2
560;0;9
570;0;3
580;0;6
590;0;5
600;0;4
610;0;4
620;0;6
630;0;2
640;0;6
650;0;2
660;0;2
670;0;4
680;0;8
690;0;4
700;0;5
710;0;7
720;0;7
730;0;3
740;0;7
750;0;8
760;0;6
770;0;2
780;0;3
790;0;1
800;0;4
810;0;5
820;0;4
830;0;7
840;0;5
850;0;4
860;0;3
870;0;2
880;0;3
890;0;5
900;0;6
910;0;5
920;0;3
930;0;5
940;0;1
950;0;5
960;0;7
970;0;1
980;0;2
990;0;2
1000;0;6
1010;0;4
1020;0;5
1030;0;3
1040;0;6
1050;0;7
1060;0;5
1070;0;5
1080;0;6
1090;0;6
1100;0;3
1110;0;7
1120;0;5
1130;0;5
1140;0;10
1150;0;0
1160;0;2
1170;0;4
1180;0;4
1190;0;7
1200;0;3
1210;0;10
1220;0;6
1230;0;5
1240;0;7
1250;0;3
1260;0;4
1270;0;5
1280;0;5
1290;0;9
1300;0;5
1310;0;4
1320;0;7
1330;0;4
1340;0;3
1350;0;7
1360;0;9
1370;0;2
1380;0;5
1390;0;6
1400;0;6
1410;0;7
1420;0;5
1430;0;11
1440;0;5
1450;0;6
1460;0;2
1470;0;4
1480;0;6
1490;0;5
1500;0;8
1510;0;6
1520;0;6
1530;0;4
1540;0;7
1550;0;6
1560;0;5
1570;0;6
1580;0;2
1590;0;4
1600;0;8
1610;0;4
1620;0;2
1630;0;7
1640;0;2
1650;0;5
1660;0;7
1670;0;7
1680;0;2
