Year;SelfSacrifice;NbHeroes
0;0;0
0;0;0
10;0;0
20;0;1
30;0;2
40;0;1
50;0;3
60;0;3
70;0;0
80;0;1
90;0;1
100;0;1
110;0;2
120;0;1
130;0;2
140;0;1
150;0;3
160;0;3
170;0;0
180;0;1
190;0;0
200;0;3
210;0;0
220;0;3
230;0;1
240;0;1
250;0;2
260;0;2
270;0;1
280;0;1
290;0;1
300;0;0
310;0;1
320;0;1
330;0;2
340;0;6
350;0;1
360;0;2
370;0;0
380;0;4
390;0;3
400;0;4
410;0;3
420;0;2
430;0;1
440;0;3
450;0;7
460;0;1
470;0;1
480;0;3
490;0;1
500;0;3
510;0;2
520;0;5
530;0;3
540;0;1
550;0;3
560;0;2
570;0;0
580;0;0
590;0;0
600;0;0
610;0;0
620;0;0
630;0;2
640;0;2
650;0;1
660;0;1
670;0;1
680;0;3
690;0;2
700;0;2
710;0;3
720;0;4
730;0;2
740;0;2
750;0;3
760;0;1
770;0;3
780;0;1
790;0;1
800;0;0
810;0;2
820;0;2
830;0;0
840;0;0
850;0;1
860;0;0
870;0;4
880;0;2
890;0;3
900;0;1
910;0;1
920;0;3
930;0;2
940;0;0
950;0;3
960;0;5
970;0;2
980;0;3
990;0;1
1000;0;4
1010;0;1
1020;0;3
1030;0;1
1040;0;1
1050;0;2
1060;0;2
1070;0;1
1080;0;1
1090;0;0
1100;0;2
1110;0;1
1120;0;3
1130;0;1
1140;0;5
1150;0;1
1160;0;2
1170;0;1
1180;0;2
1190;0;2
1200;0;1
1210;0;5
1220;0;2
1230;0;2
1240;0;0
1250;0;7
1260;0;1
1270;0;1
1280;0;4
1290;0;1
1300;0;2
1310;0;3
1320;0;0
1330;0;2
1340;0;2
1350;0;1
1360;0;0
1370;0;1
1380;0;3
1390;0;2
1400;0;1
1410;0;3
1420;0;0
1430;0;0
1440;0;0
1450;0;2
1460;0;3
1470;0;0
1480;0;1
1490;0;3
1500;0;1
1510;0;2
1520;0;0
1530;0;1
1540;0;0
1550;0;4
1560;0;2
1570;0;3
1580;0;4
1590;0;0
1600;0;3
1610;0;1
1620;0;0
1630;0;4
1640;0;3
1650;0;2
1660;0;1
1670;0;3
1680;0;3
