Year;SelfSacrifice;NbHeroes
0;0;0
0;0;0
10;0;2
20;0;1
30;0;2
40;0;1
50;0;4
60;0;1
70;0;0
80;0;3
90;0;2
100;0;2
110;0;1
120;0;4
130;0;2
140;0;5
150;0;5
160;0;7
170;0;9
180;0;8
190;0;9
200;0;3
210;0;5
220;0;3
230;0;6
240;0;3
250;0;4
260;0;3
270;0;2
280;0;4
290;0;8
300;0;9
310;0;5
320;0;5
330;0;3
340;0;2
350;0;2
360;0;7
370;0;6
380;0;4
390;0;5
400;0;1
410;0;4
420;0;1
430;0;3
440;0;2
450;0;4
460;0;5
470;0;3
480;0;5
490;0;4
500;0;1
510;0;6
520;0;10
530;0;6
540;0;3
550;0;5
560;0;7
570;0;5
580;0;9
590;0;6
600;0;12
610;0;6
620;0;5
630;0;6
640;0;4
650;0;10
660;0;5
670;0;2
680;0;4
690;0;3
700;0;9
710;0;1
720;0;7
730;0;7
740;0;8
750;0;1
760;0;6
770;0;4
780;0;4
790;0;4
800;0;7
810;0;6
820;0;7
830;0;3
840;0;11
850;0;8
860;0;6
870;0;7
880;0;8
890;0;4
900;0;4
910;0;6
920;0;9
930;0;4
940;0;7
950;0;8
960;0;2
970;0;6
980;0;10
990;0;3
1000;0;10
1010;0;7
1020;0;5
1030;0;7
1040;0;6
1050;0;2
1060;0;6
1070;0;7
1080;0;11
1090;0;7
1100;0;4
1110;0;2
1120;0;9
1130;0;4
1140;0;4
1150;0;7
1160;0;4
1170;0;9
1180;0;12
1190;0;9
1200;0;11
1210;0;9
1220;0;4
1230;0;9
1240;0;4
1250;0;5
1260;0;6
1270;0;7
1280;0;9
1290;0;5
1300;0;6
1310;0;8
1320;0;3
1330;0;8
1340;0;9
1350;0;9
1360;0;4
1370;0;5
1380;0;4
1390;0;11
1400;0;9
1410;0;8
1420;0;5
1430;0;8
1440;0;3
1450;0;6
1460;0;10
1470;0;12
1480;0;9
1490;0;5
1500;0;6
1510;0;9
1520;0;6
1530;0;6
1540;0;2
1550;0;6
1560;0;8
1570;0;9
1580;0;3
1590;0;14
1600;0;8
1610;0;12
1620;0;15
1630;0;9
1640;0;5
1650;0;8
1660;0;7
1670;0;9
1680;0;9
