Year;SelfSacrifice;NbHeroes
0;0;0
0;0;0
10;0;2
20;0;2
30;0;2
40;0;1
50;0;1
60;0;5
70;0;1
80;0;2
90;0;3
100;0;4
110;0;4
120;0;7
130;0;4
140;0;5
150;0;1
160;0;10
170;0;4
180;0;4
190;0;3
200;0;2
210;0;9
220;0;15
230;0;7
240;0;9
250;0;14
260;0;1
270;0;8
280;0;4
290;0;14
300;0;7
310;0;13
320;0;6
330;0;10
340;1;12
350;1;11
360;1;8
370;1;13
380;1;13
390;1;15
400;0;18
410;0;10
420;0;11
430;0;11
440;0;8
450;0;8
460;0;12
470;0;9
480;0;13
490;0;14
500;0;12
510;0;12
520;0;13
530;0;10
540;0;11
550;0;13
560;0;3
570;0;10
580;0;9
590;0;12
600;0;7
610;0;12
620;0;9
630;0;7
640;0;9
650;0;13
660;0;10
670;1;12
680;0;12
690;0;9
700;1;12
710;1;12
720;0;11
730;0;14
740;0;11
750;0;8
760;0;7
770;0;11
780;1;11
790;0;9
800;1;7
810;0;11
820;0;13
830;1;14
840;1;10
850;1;13
860;1;14
870;1;8
880;1;12
890;1;10
900;1;12
910;1;12
920;1;20
930;1;18
940;1;12
950;1;16
960;1;12
970;1;7
980;1;15
990;1;11
1000;1;7
1010;1;20
1020;1;16
1030;1;12
1040;1;17
1050;1;15
1060;1;10
1070;1;12
1080;1;10
1090;1;15
1100;1;12
1110;1;18
1120;1;24
1130;1;18
1140;1;17
1150;1;18
1160;1;7
1170;1;14
1180;1;23
1190;1;15
1200;1;16
1210;1;9
1220;1;10
1230;1;17
1240;1;17
1250;1;20
1260;1;11
1270;1;17
1280;1;15
1290;1;14
1300;1;15
1310;1;12
1320;1;17
1330;1;13
1340;1;15
1350;1;13
1360;1;13
1370;1;15
1380;1;13
1390;1;14
1400;1;17
1410;1;16
1420;1;16
1430;1;13
1440;1;15
1450;1;15
1460;1;13
1470;1;17
1480;1;15
1490;1;21
1500;1;25
1510;1;12
1520;1;16
1530;1;14
1540;1;16
1550;1;15
1560;1;9
1570;1;12
1580;1;19
1590;1;25
1600;1;11
1610;1;17
1620;1;5
1630;1;15
1640;1;18
1650;1;15
1660;1;6
1670;1;13
1680;1;9
