Year;SelfSacrifice;NbHeroes
0;0;0
0;0;0
10;0;3
20;0;2
30;0;1
40;0;1
50;0;2
60;0;4
70;0;4
80;0;3
90;0;3
100;0;2
110;0;1
120;0;1
130;0;2
140;0;1
150;0;2
160;0;3
170;0;5
180;0;3
190;0;4
200;0;10
210;0;8
220;0;4
230;0;4
240;0;4
250;0;4
260;0;5
270;0;7
280;0;4
290;0;2
300;0;7
310;0;3
320;0;5
330;0;9
340;0;6
350;0;7
360;0;5
370;0;8
380;0;8
390;0;6
400;0;12
410;0;11
420;0;5
430;0;7
440;0;9
450;0;9
460;0;10
470;0;8
480;0;12
490;0;9
500;0;11
510;0;8
520;0;10
530;0;13
540;0;10
550;0;13
560;0;10
570;0;4
580;0;8
590;0;4
600;0;8
610;0;8
620;0;8
630;0;4
640;0;9
650;0;5
660;0;6
670;0;6
680;0;9
690;0;4
700;0;7
710;0;6
720;0;9
730;0;6
740;0;8
750;0;1
760;0;11
770;0;5
780;0;5
790;0;6
800;0;10
810;0;1
820;0;6
830;0;10
840;0;6
850;0;10
860;0;10
870;0;7
880;0;8
890;0;7
900;0;6
910;0;9
920;0;8
930;0;6
940;0;7
950;0;6
960;0;3
970;0;9
980;0;10
990;0;8
1000;0;13
1010;0;11
1020;0;5
1030;0;6
1040;0;7
1050;0;5
1060;0;6
1070;0;8
1080;0;9
1090;0;7
1100;0;8
1110;0;11
1120;0;5
1130;0;8
1140;0;10
1150;0;3
1160;0;3
1170;0;7
1180;0;7
1190;0;7
1200;0;3
1210;0;5
1220;0;8
1230;0;11
1240;0;5
1250;0;10
1260;0;5
1270;0;9
1280;0;8
1290;0;5
1300;0;6
1310;0;9
1320;0;9
1330;0;12
1340;0;14
1350;0;18
1360;0;10
1370;0;15
1380;0;10
1390;0;12
1400;0;11
1410;0;10
1420;1;17
1430;0;11
1440;0;6
1450;0;6
1460;0;10
1470;0;13
1480;0;11
1490;1;9
1500;1;16
1510;1;10
1520;1;12
1530;1;21
1540;1;14
1550;1;11
1560;1;6
1570;1;14
1580;1;7
1590;1;13
1600;1;16
1610;1;12
1620;1;15
1630;1;10
1640;1;14
1650;1;8
1660;1;16
1670;1;13
1680;1;13
