Year;SelfSacrifice;NbHeroes
0;0;0
0;0;0
10;0;4
20;0;0
30;0;1
40;0;1
50;0;4
60;0;1
70;0;2
80;0;1
90;0;3
100;0;1
110;0;0
120;0;0
130;0;6
140;0;4
150;0;4
160;0;1
170;0;3
180;0;1
190;0;6
200;0;4
210;0;3
220;0;4
230;0;9
240;0;10
250;0;3
260;0;11
270;0;5
280;0;8
290;0;5
300;0;8
310;0;7
320;0;5
330;0;4
340;0;11
350;0;4
360;0;8
370;0;4
380;0;7
390;0;5
400;0;8
410;0;6
420;0;4
430;0;5
440;0;4
450;0;6
460;0;6
470;0;3
480;0;6
490;0;12
500;0;5
510;0;7
520;0;5
530;0;9
540;0;8
550;0;8
560;0;9
570;0;8
580;0;5
590;0;9
600;0;9
610;0;5
620;0;3
630;0;2
640;0;9
650;0;6
660;0;4
670;0;5
680;0;3
690;0;8
700;0;8
710;0;6
720;0;5
730;0;9
740;0;5
750;0;7
760;0;5
770;0;6
780;0;11
790;0;7
800;0;6
810;0;13
820;0;2
830;0;8
840;0;3
850;0;6
860;0;5
870;0;7
880;0;7
890;0;4
900;0;11
910;0;6
920;0;10
930;0;3
940;0;9
950;0;7
960;0;14
970;0;6
980;0;5
990;0;12
1000;0;5
1010;0;5
1020;0;9
1030;0;10
1040;0;5
1050;0;6
1060;0;11
1070;0;3
1080;0;14
1090;0;6
1100;0;12
1110;0;9
1120;0;9
1130;0;13
1140;0;7
1150;0;9
1160;0;14
1170;0;10
1180;0;8
1190;0;6
1200;0;14
1210;0;10
1220;0;11
1230;0;9
1240;0;12
1250;0;8
1260;0;3
1270;0;7
1280;0;16
1290;0;8
1300;0;9
1310;0;10
1320;0;10
1330;0;6
1340;0;13
1350;0;6
1360;0;9
1370;0;6
1380;0;5
1390;0;4
1400;0;5
1410;0;5
1420;0;12
1430;0;10
1440;0;6
1450;0;14
1460;0;15
1470;0;2
1480;0;5
1490;0;12
1500;0;6
1510;0;8
1520;0;7
1530;0;8
1540;0;6
1550;0;12
1560;0;8
1570;0;10
1580;0;8
1590;0;8
1600;0;4
1610;0;2
1620;0;13
1630;0;9
1640;0;7
1650;0;5
1660;0;10
1670;0;8
1680;0;6
