Date;AgeMax;BatchMode;DNAFill;DisplayPeriod;DumpStart;GeneCoding;GeneLength;Icon;MaxGurus;NumberOfGroups;PopulationSize;ResultDir;ScenarioName;StartFromFile;TimeLimit;Title;LastStep;grey;black;white;Exploration;red;yellow;brown;blue02;pink;lightblue;Cooperativeness;green1;green2;green3;green4;green5;green6;green7;green8;green9;green10;green11;red0;red1;red2;red3;red4;red5;red6;red7;red8;red9;red10;red11;blue0;blue1;blue2;blue3;blue4;blue5;blue6;blue7;blue8;blue9;blue10;blue11
181129123028;10;0;-1;30;100;Weighted;10;QtGraphics/EvolifeIcon.png;1;1;100;./___Results;Cooperation;0;20000;Evolife;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
