Date;AgeMax;BatchMode;DNAFill;DisplayPeriod;DumpStart;GeneCoding;GeneLength;GroupMinSize;Icon;JoiningBonus;KinSelection;MaxFollowers;MaxGurus;MaxSacrifiers;MutationRate;NbCrossover;Noise;NumberOfGroups;PatriotismValue;PopulationSize;ReproductionRate;ResultDir;Rounds;SacrificeHeredity;SacrificeMaturity;SacrificeThreshold;ScenarioName;SelectionPressure;Selectivity;SignalingCost;SocialLinkErosion;StartFromFile;TimeLimit;Title;LastStep;AffiliationInvestment;SelfRisk
190104120636;100;0;-1;100;5000;Weighted;10;0;social-media-social-networking-connections.jpg;50;50;10;1;10;5;1;0;1;2000;100;15;./___Results;10;50;20;20;SelfSacrifice;12;0;30;10;0;100000;Evolife;3400;0;0
