Date;AgeMax;BatchMode;DNAFill;DisplayPeriod;DumpStart;GeneCoding;GeneLength;Icon;MaxGurus;NumberOfGroups;PopulationSize;ResultDir;ScenarioName;StartFromFile;TimeLimit;Title;LastStep;grey;black;white;blue;sexControl;yellow;brown;blue02;Sex;lightblue;green;green1;green2;green3;green4;green5;green6;green7;green8;green9;green10;green11;red0;red1;red2;red3;red4;red5;red6;red7;red8;red9;red10;red11;blue0;blue1;blue2;blue3;blue4;blue5;blue6;blue7;blue8;blue9;blue10;blue11
181129151531;10;0;-1;5;400;Unweighted;15;QtGraphics/EvolifeIcon.png;1;1;300;./___Results;SexRatio;0;20000;Evolife;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
