Year;grey;black;white;blue;sexControl;yellow;brown;blue02;Sex;lightblue;green;green1;green2;green3;green4;green5;green6;green7;green8;green9;green10;green11;red0;red1;red2;red3;red4;red5;red6;red7;red8;red9;red10;red11;blue0;blue1;blue2;blue3;blue4;blue5;blue6;blue7;blue8;blue9;blue10;blue11
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
