Date;DisplayPeriod;Icon;LandSize;NbColours;NeighbourhoodRadius;NumberOfGroups;PopulationSize;ResultDir;ScenarioName;TimeLimit;Title;LastStep;blue Satisfaction;red Satisfaction
190105113946;5;settler.jpg;40;2;2;2;1300;./___Results;Segregationism;300000;Evolife_Segregationism;16240;0;0
