Date,AgeAdult,AgeMax,BatchMode,DNAFill,DenunciationCost,DifferentialCosts,DishonestPremium,DisplayPeriod,DumpStart,EraseNetwork,FriendshipValue,GeneCoding,GeneLength,GroupMinSize,HonoringCost,JoiningBonus,Judas,MaxFriends,MutationRate,NbCrossover,NbInteractions,NbTraitors,NumberOfGroups,PopulationSize,ReproGainsThreshold,ReproductionRate,ResultDir,Rounds,SacrificeHeredity,SampleSize,ScenarioName,SelectionPressure,Selectivity,StartFromFile,TimeLimit,Title,LastStep,Patriot,NonPatriot,Demand,SelfSacrifice,NbHeroes
190325181111,0,40,1,0,100,1,500,10,5000,0,10,Weighted,8,0,100,10,25,10,5,1,100,60,1,200,10,30,./+AF8AXwBf-Results,10,50,5,Sacrifice,6,10,0,10000,Evolife,9990,51,3,50,2,6
190325181119,0,40,1,0,100,1,500,10,5000,0,10,Weighted,8,0,100,10,25,10,5,1,100,60,1,200,10,30,./+AF8AXwBf-Results,10,50,5,Sacrifice,6,10,0,10000,Evolife,9990,33,7,33,2,6
190325181243,0,40,1,0,100,1,500,10,5000,0,10,Weighted,8,0,100,10,25,10,5,1,100,60,1,200,10,30,./+AF8AXwBf-Results,10,50,5,Sacrifice,6,10,0,10000,Evolife,9990,30,6,31,2,6
190325181246,0,40,1,0,100,1,500,10,5000,0,10,Weighted,8,0,100,10,25,10,5,1,100,60,1,200,10,30,./+AF8AXwBf-Results,10,50,5,Sacrifice,6,10,0,10000,Evolife,9990,32,6,34,2,6
190325181249,0,40,1,0,100,1,500,10,5000,0,10,Weighted,8,0,100,10,25,10,5,1,100,60,1,200,10,30,./+AF8AXwBf-Results,10,50,5,Sacrifice,6,10,0,10000,Evolife,9990,32,6,31,2,6
190325181251,0,40,1,0,100,1,500,10,5000,0,10,Weighted,8,0,100,10,25,10,5,1,100,60,1,200,10,30,./+AF8AXwBf-Results,10,50,5,Sacrifice,6,10,0,10000,Evolife,9990,35,8,35,2,6
190325181257,0,40,1,0,100,1,500,10,5000,0,10,Weighted,8,0,100,10,25,10,5,1,100,60,1,200,10,30,./+AF8AXwBf-Results,10,50,5,Sacrifice,6,10,0,10000,Evolife,9990,33,6,31,2,6
190325181302,0,40,1,0,100,1,500,10,5000,0,10,Weighted,8,0,100,10,25,10,5,1,100,60,1,200,10,30,./+AF8AXwBf-Results,10,50,5,Sacrifice,6,10,0,10000,Evolife,9990,33,5,33,2,6
190325181303,0,40,1,0,100,1,500,10,5000,0,10,Weighted,8,0,100,10,25,10,5,1,100,60,1,200,10,30,./+AF8AXwBf-Results,10,50,5,Sacrifice,6,10,0,10000,Evolife,9990,38,4,36,1,5
190325181305,0,40,1,0,100,1,500,10,5000,0,10,Weighted,8,0,100,10,25,10,5,1,100,60,1,200,10,30,./+AF8AXwBf-Results,10,50,5,Sacrifice,6,10,0,10000,Evolife,9990,34,5,32,2,6
190325181312,0,40,1,0,100,1,500,10,5000,0,10,Weighted,8,0,100,10,25,10,5,1,100,60,1,200,10,30,./+AF8AXwBf-Results,10,50,5,Sacrifice,6,10,0,10000,Evolife,9990,33,6,31,2,6
190325181334,0,40,1,0,100,1,500,10,5000,0,10,Weighted,8,0,100,10,25,10,5,1,100,60,1,200,10,30,./+AF8AXwBf-Results,10,50,5,Sacrifice,6,10,0,10000,Evolife,9990,35,6,36,2,6
190325182009,0,40,1,0,100,1,500,10,5000,0,10,Weighted,8,0,100,10,25,10,5,1,100,60,1,200,10,30,./+AF8AXwBf-Results,10,50,5,Sacrifice,6,10,0,10000,Evolife,9990,39,4,35,2,6
190325182012,0,40,1,0,100,1,500,10,5000,0,10,Weighted,8,0,100,10,25,10,5,1,100,60,1,200,10,30,./+AF8AXwBf-Results,10,50,5,Sacrifice,6,10,0,10000,Evolife,9990,51,2,50,2,6
190325182017,0,40,1,0,100,1,500,10,5000,0,10,Weighted,8,0,100,10,25,10,5,1,100,60,1,200,10,30,./+AF8AXwBf-Results,10,50,5,Sacrifice,6,10,0,10000,Evolife,9990,52,3,51,2,6
190325182021,0,40,1,0,100,1,500,10,5000,0,10,Weighted,8,0,100,10,25,10,5,1,100,60,1,200,10,30,./+AF8AXwBf-Results,10,50,5,Sacrifice,6,10,0,10000,Evolife,9990,52,2,50,2,6
