Date;AgeMax;BatchMode;BottomCompetence;DisplayPeriod;DumpStart;EnvironmentalRiskiness;EraseNetwork;Icon;ImitationStrength;Infancy;JoiningBonus;KinSelection;LearnHorizon;LearningConservatism;LearningProbability;LearningSpeed;Links;MaxFriends;MemorySpan;NbAgents;NbInteractions;NbRunPerYear;ReproductionProbability;ReproductionRate;SampleSize;ScenarioName;Selectivity;SignalHeredity;TimeLimit;Title;Toric;LastStep;SignalInvestment
181104115029;100;0;0;1;5000;1;0;social-media-social-networking-connections.jpg;40;15;40;50;100;20;20;5;0;20;10;100;1000;20;20;2;5;SelfSacrifice;15;50;1000;Evolife_SelfSacrifice;0;54;0
181104115029
SignalInvestment	16.480	29.357	90.515	5.607	0.505	0.143	0.727	2.422	3.890	0.746	6.802	1.327	46.481	7.171	12.434	11.123	21.983	26.661	8.420	3.176	0.378	0.588	2.691	18.343	1.699	3.322	2.686	0.367	0.169	1.847	15.118	0.819	20.212	3.120	0.468	41.321	14.203	1.791	3.375	15.465	57.000	42.477	7.885	20.363	11.675	24.711	27.604	16.035	6.310	2.816	4.543	20.632	5.478	0.530	5.823	0.680	0.337	0.059	0.262	2.073	2.350	3.790	4.064	0.196	0.075	2.454	0.139	1.266	1.906	1.707	0.263	3.148	2.706	2.608	9.069	0.695	0.258	0.229	1.539	6.361	29.342	2.012	4.568	5.108	4.170	100.000	2.143	0.879	1.166	0.340	0.334	40.174	0.677	0.298	0.880	45.422	1.162	7.227	0.783	2.054
DistanceToBestFriend	87	 	 	84	27	82	25	 	4	22	26	20	 	 	 	21	12	14	14	15	 	10	9	8	20	 	 	 	59	7	 	14	 	54	2	 	32	33	34	48	 	 	38	39	40	23	1	43	17	18	19	15	7	22	18	19	 	21	54	28	29	26	17	27	60	61	35	20	19	24	66	35	15	28	13	44	40	32	42	34	44	77	51	4	3	 	41	56	1	2	3	 	5	57	7	 	51	61	67	68
