Year;Patriot;NonPatriot;Demand;SelfSacrifice;NbHeroes
0;0;0;0;0;0
0;0;0;0;0;0
10;1;0;2;0;1
20;3;0;7;0;1
30;8;2;18;0;2
40;8;2;33;0;2
50;8;3;40;0;2
60;7;2;47;0;1
70;9;3;52;1;5
80;16;1;57;0;6
90;22;1;50;1;4
100;28;2;42;1;8
110;30;1;34;2;10
120;29;2;29;2;3
130;29;3;26;1;3
140;29;4;25;1;4
150;27;5;25;1;5
160;28;6;26;1;9
170;27;5;25;1;1
180;27;5;25;1;6
190;27;6;26;1;6
200;27;5;25;2;7
210;28;6;25;2;6
220;27;7;25;2;8
230;26;7;26;2;5
240;27;13;26;2;7
250;26;19;29;1;9
260;29;21;33;1;6
270;35;20;35;1;4
280;39;14;36;1;4
290;46;9;35;1;4
300;48;6;35;1;3
310;43;5;36;1;2
320;39;3;37;1;6
330;38;2;37;1;4
340;39;2;37;1;5
350;38;2;38;1;1
360;39;3;36;1;3
370;38;3;36;1;8
380;38;2;37;1;4
390;38;2;36;1;5
400;38;2;35;1;2
410;37;1;35;1;2
420;38;1;37;1;1
430;38;0;34;1;2
440;38;1;34;2;7
450;38;1;34;0;2
460;38;1;34;0;1
470;38;0;33;0;2
480;38;1;33;1;1
490;38;1;32;1;0
500;38;1;33;1;3
510;38;2;32;1;4
520;38;4;32;2;5
530;37;3;33;2;3
540;38;4;32;2;5
550;38;3;33;2;5
560;38;3;31;2;7
570;36;4;31;2;3
580;37;3;35;2;6
590;36;4;35;2;7
600;37;6;37;2;7
610;37;6;34;2;11
620;38;5;33;2;11
630;37;5;34;2;7
640;37;3;33;2;10
650;38;3;34;2;3
660;38;1;33;2;12
670;38;1;33;2;7
680;38;1;33;2;8
690;38;2;33;2;4
700;38;3;33;2;5
710;39;4;33;2;5
720;39;5;34;2;9
730;39;6;33;2;9
740;39;2;33;2;4
750;38;2;32;2;3
760;38;2;32;2;8
770;38;1;32;3;5
780;38;2;31;2;7
790;38;2;32;2;10
800;38;2;31;2;6
810;38;1;31;2;12
820;38;2;31;2;8
830;38;2;32;2;6
840;38;3;31;2;10
850;38;2;31;2;4
860;38;3;32;2;7
870;38;2;31;2;4
880;38;2;31;2;5
890;38;2;31;2;4
900;38;3;31;1;5
910;38;3;31;2;13
920;38;3;31;1;5
930;38;3;32;2;2
940;38;2;31;2;6
950;38;2;30;2;5
960;38;3;30;2;7
970;38;3;31;2;6
980;38;3;30;3;6
990;38;4;30;2;9
1000;38;7;30;2;5
1010;38;5;30;2;11
1020;37;6;30;2;10
1030;37;5;30;3;8
1040;37;6;30;2;12
1050;37;6;30;2;6
1060;38;8;30;2;8
1070;39;6;29;2;10
1080;39;5;29;2;8
1090;41;5;29;2;4
1100;40;3;29;2;3
1110;38;4;30;1;6
1120;37;3;29;2;5
1130;36;5;29;2;6
1140;36;6;30;1;6
1150;35;6;30;2;6
1160;33;5;29;2;5
1170;32;3;28;2;5
1180;33;3;28;2;7
1190;31;4;29;2;5
1200;31;4;28;1;5
1210;29;3;28;2;4
1220;29;3;28;2;6
1230;29;4;28;2;12
1240;28;4;28;2;7
1250;28;3;28;2;4
1260;28;4;28;1;4
1270;28;4;28;2;6
1280;29;3;28;2;9
1290;28;4;28;2;4
1300;28;6;28;2;7
1310;28;6;29;2;6
1320;28;4;28;2;5
1330;28;4;28;2;3
1340;29;4;28;1;2
1350;28;6;28;1;5
1360;28;6;31;1;5
1370;29;7;28;2;9
1380;28;7;30;1;4
1390;28;8;29;1;2
1400;28;7;31;1;6
1410;28;7;30;1;5
1420;30;9;30;1;0
1430;29;9;33;1;9
1440;29;13;31;1;3
1450;29;17;33;2;7
1460;28;17;43;2;5
1470;29;15;51;2;9
1480;30;12;44;2;10
1490;31;12;38;3;9
1500;34;10;41;2;5
1510;34;7;39;2;5
1520;35;8;34;2;5
1530;32;9;34;2;3
1540;30;8;34;2;5
1550;30;9;36;2;8
1560;30;10;38;3;8
1570;31;8;36;2;4
1580;32;5;33;2;6
1590;31;6;30;2;4
1600;30;6;30;2;14
1610;30;8;30;2;6
1620;31;12;36;2;6
1630;31;9;37;2;9
1640;33;8;36;2;6
1650;33;10;34;2;5
1660;33;11;35;2;10
1670;33;10;33;2;4
1680;34;7;28;2;3
1690;33;10;31;2;10
1700;32;14;34;2;5
1710;33;12;35;2;10
1720;33;12;37;2;9
1730;32;11;41;3;10
1740;32;11;39;3;9
1750;33;12;39;3;10
1760;32;15;41;3;7
1770;33;18;44;3;7
1780;34;16;46;3;7
1790;35;14;53;3;14
1800;34;11;49;3;14
1810;32;10;45;3;14
1820;32;6;40;2;8
1830;32;7;39;2;7
1840;32;5;32;1;10
1850;30;4;30;1;3
1860;30;4;29;1;5
1870;29;4;28;1;5
1880;29;5;28;1;0
1890;30;6;28;1;4
1900;29;5;28;1;3
1910;29;5;28;1;3
1920;30;6;28;1;5
1930;30;6;28;1;4
1940;30;9;28;1;1
1950;29;8;28;1;3
1960;30;7;28;1;2
1970;29;11;28;2;6
1980;30;13;29;2;6
1990;30;9;29;1;4
2000;30;6;29;1;6
2010;30;5;29;1;3
2020;31;4;28;1;7
2030;30;5;28;1;7
2040;30;5;28;1;3
2050;30;7;29;1;7
2060;31;8;29;1;9
2070;31;7;30;2;9
2080;30;9;29;2;10
2090;31;10;28;2;4
2100;31;14;29;2;3
2110;31;14;30;2;13
2120;32;15;33;3;10
2130;31;15;34;2;3
2140;30;16;35;2;10
2150;30;14;32;2;4
2160;30;14;35;2;7
2170;31;11;34;2;8
2180;31;11;33;2;3
2190;31;9;33;2;5
2200;31;11;31;2;8
2210;30;11;32;2;9
2220;31;15;32;2;9
2230;33;15;32;2;7
2240;32;16;34;2;4
2250;31;19;41;2;11
2260;32;13;43;2;8
2270;33;14;41;2;3
2280;34;11;44;2;5
2290;36;11;47;2;5
2300;37;9;46;2;4
2310;38;8;42;1;4
2320;38;7;41;2;10
2330;36;9;43;2;8
2340;36;9;38;3;3
2350;37;7;37;3;11
2360;36;6;37;3;14
2370;36;7;37;3;6
2380;37;8;34;2;7
2390;37;7;35;2;6
2400;36;7;35;2;7
2410;36;7;35;1;10
2420;37;4;34;1;3
2430;37;5;34;1;5
2440;37;8;34;1;7
2450;36;7;34;1;5
2460;36;9;33;1;3
2470;36;9;32;2;10
2480;35;6;31;1;9
2490;35;9;31;2;10
2500;35;11;31;2;3
2510;36;9;31;1;8
2520;35;9;31;1;6
2530;35;9;30;1;2
2540;36;9;31;1;5
2550;36;10;32;1;6
2560;35;10;31;1;2
2570;35;9;32;1;4
2580;34;7;36;1;7
2590;35;8;35;1;8
2600;35;7;33;1;6
2610;35;4;32;2;2
2620;35;5;30;1;5
2630;34;4;30;2;8
2640;35;3;30;2;3
2650;34;2;30;2;2
2660;34;2;29;2;4
2670;33;4;30;2;4
2680;33;3;29;2;6
2690;33;3;31;1;3
2700;33;5;29;1;5
2710;32;5;29;1;2
2720;32;7;29;1;8
2730;31;5;29;1;4
2740;32;5;29;1;4
2750;32;6;30;1;9
2760;33;8;31;1;6
2770;33;8;31;1;6
2780;33;7;30;1;11
2790;33;6;30;1;10
2800;33;5;30;1;6
2810;32;4;30;1;6
2820;32;3;29;1;3
2830;32;3;31;1;5
2840;33;4;30;2;7
2850;33;5;30;2;3
2860;32;7;31;1;4
2870;33;7;29;2;7
2880;33;7;30;1;3
2890;34;8;30;1;4
2900;33;8;30;2;4
2910;34;8;29;2;13
2920;34;9;30;2;6
2930;33;7;30;1;7
2940;34;5;30;2;7
2950;34;7;29;2;10
2960;35;9;31;2;13
2970;34;9;30;2;8
2980;34;11;32;2;4
2990;32;12;34;2;4
3000;34;15;39;2;7
3010;35;12;44;2;2
3020;32;10;45;2;9
3030;33;9;42;2;6
3040;34;9;40;2;7
3050;34;8;37;2;9
3060;36;6;36;2;2
3070;36;7;36;2;6
3080;35;7;35;1;3
