Year;Patriot;NonPatriot;Demand;SelfSacrifice;NbHeroes
0;0;0;0;0;0
0;0;0;0;0;0
10;1;1;7;0;2
20;1;0;24;0;1
30;3;0;34;0;1
40;3;1;39;0;0
50;5;1;40;0;1
60;10;2;44;1;5
70;18;3;42;1;5
80;23;5;41;1;5
90;27;4;42;2;6
100;27;1;35;1;3
110;25;2;30;1;3
120;25;2;26;1;4
130;26;2;25;1;1
140;26;2;25;1;5
150;26;3;25;1;6
160;26;4;25;1;5
170;26;4;25;2;4
180;27;7;25;1;5
190;27;8;25;2;3
200;28;6;26;1;7
210;27;6;26;1;7
220;26;8;26;1;3
230;27;7;27;1;8
240;27;8;27;1;5
250;27;9;27;1;4
260;26;11;28;1;2
270;28;11;30;2;6
280;28;13;30;1;6
290;28;14;28;2;8
300;29;17;27;2;8
310;28;16;29;1;6
320;28;15;29;2;6
330;30;15;32;2;7
340;31;15;31;2;3
350;30;15;32;1;7
360;29;14;33;2;13
370;29;11;35;1;5
380;29;7;42;2;4
390;31;6;39;2;3
400;30;6;39;2;5
410;29;7;38;1;5
420;30;5;36;2;4
430;30;5;33;2;7
440;30;7;32;2;6
450;30;8;30;2;8
460;30;7;29;2;6
470;30;9;30;2;8
480;30;11;33;2;8
490;30;18;40;2;9
500;30;18;39;2;7
510;30;15;44;2;7
520;33;16;44;2;5
530;33;15;45;2;12
540;36;9;38;2;7
550;37;7;34;2;9
560;38;5;35;2;5
570;38;4;35;2;5
580;39;5;33;2;9
590;39;6;33;2;9
600;38;5;33;2;10
610;37;3;32;2;7
620;37;4;32;1;9
630;36;6;34;1;6
640;37;3;33;1;5
650;36;3;33;1;5
660;37;2;32;1;8
670;36;2;32;1;7
680;35;2;31;1;3
690;36;6;32;1;3
700;35;5;31;1;2
710;35;5;31;1;5
720;34;3;32;1;6
730;33;3;31;1;3
740;33;2;31;1;3
750;34;2;31;1;4
760;33;3;31;1;3
770;32;2;31;1;2
780;32;2;31;1;7
790;32;2;31;1;4
800;32;3;31;1;3
810;32;5;31;1;3
820;32;3;31;1;5
830;33;2;31;1;10
840;32;2;32;1;6
850;32;3;31;1;4
860;32;5;31;2;2
870;32;4;31;1;4
880;32;3;31;2;3
890;32;2;31;2;10
900;32;1;31;1;6
910;32;1;31;1;2
920;32;1;31;1;7
930;32;2;32;1;3
940;32;2;31;1;4
950;32;2;31;1;1
960;31;3;31;0;4
970;32;2;31;0;4
980;32;3;31;0;7
990;32;3;31;1;2
1000;32;2;31;1;3
1010;32;2;31;1;1
1020;32;3;31;1;2
1030;31;9;31;0;5
1040;31;13;30;1;4
1050;31;21;30;0;1
1060;31;20;30;1;4
1070;31;20;31;1;2
1080;32;13;31;1;3
1090;32;10;31;1;5
1100;33;10;31;1;5
1110;33;11;32;1;7
1120;34;12;32;1;4
1130;32;12;32;1;4
1140;35;6;32;1;7
1150;33;6;32;1;9
1160;33;5;33;2;4
1170;32;7;33;2;10
1180;32;8;33;2;7
1190;32;9;33;2;6
1200;32;7;33;2;2
1210;32;8;32;2;6
1220;32;6;31;2;7
1230;32;6;31;2;11
1240;32;6;31;3;9
1250;32;7;31;2;6
1260;32;7;31;2;6
1270;32;8;32;2;10
1280;32;8;33;2;14
1290;32;8;36;2;3
1300;32;7;36;2;5
1310;33;5;36;2;3
1320;32;5;35;2;10
1330;32;3;33;2;4
1340;31;5;34;2;4
1350;31;6;36;2;10
1360;32;5;34;1;5
1370;31;7;35;1;1
1380;32;9;34;1;5
1390;32;6;34;2;5
1400;32;8;32;2;4
1410;32;8;33;2;7
1420;32;4;32;2;7
1430;32;4;31;1;4
1440;33;5;31;1;5
1450;32;6;31;1;5
1460;31;6;32;1;5
1470;32;8;31;1;6
1480;32;7;31;1;6
1490;33;9;32;1;5
1500;32;8;33;1;2
1510;33;12;32;1;3
1520;33;11;31;1;3
1530;32;14;31;1;7
1540;34;12;32;1;2
1550;36;12;31;1;6
1560;37;9;31;1;3
1570;33;9;31;1;4
1580;32;8;31;1;8
1590;33;7;30;1;6
1600;33;6;30;1;4
1610;33;5;31;1;2
1620;33;4;31;1;9
1630;32;3;31;1;4
1640;32;3;31;2;6
1650;33;2;31;1;5
1660;33;3;31;1;6
1670;33;2;31;1;4
1680;33;3;31;1;3
1690;33;2;31;1;5
1700;33;3;31;1;4
1710;33;3;31;1;2
1720;34;3;31;1;3
1730;33;2;31;1;5
1740;34;3;31;1;1
1750;34;3;32;1;3
1760;34;3;32;1;4
1770;34;4;31;1;2
1780;33;4;31;1;3
1790;35;5;33;1;3
1800;34;5;33;1;1
1810;35;6;33;1;3
1820;34;4;34;1;7
1830;34;3;31;1;2
1840;33;4;31;1;10
1850;33;4;31;1;7
1860;33;3;31;1;5
1870;34;3;31;1;8
1880;33;3;33;1;2
1890;33;3;33;1;3
1900;33;6;35;1;5
1910;33;10;32;2;6
1920;33;4;32;2;8
1930;33;3;31;1;4
1940;34;2;31;1;6
1950;34;2;31;1;6
1960;33;3;31;2;5
1970;33;5;31;1;5
1980;33;5;31;2;5
1990;33;5;32;1;1
2000;33;2;32;1;4
2010;33;3;31;1;9
2020;34;4;31;2;9
2030;33;6;31;2;2
2040;34;7;31;1;3
2050;33;7;31;1;6
2060;34;7;31;1;8
2070;33;6;31;1;8
2080;33;4;32;2;0
2090;33;5;31;1;4
2100;33;5;31;1;4
2110;33;6;31;1;5
2120;34;6;31;1;3
2130;33;6;31;2;4
2140;33;7;31;1;3
2150;33;7;31;1;4
2160;33;9;32;1;5
2170;33;10;32;2;2
2180;33;10;34;2;4
2190;33;8;33;1;8
2200;33;7;32;2;6
2210;33;6;34;2;1
2220;34;4;33;2;6
2230;33;4;34;2;8
2240;33;5;34;2;6
2250;33;6;31;2;6
2260;33;5;33;1;4
2270;33;9;32;2;1
2280;33;9;31;2;4
2290;33;11;31;1;6
2300;33;12;32;1;1
2310;33;8;31;1;2
2320;33;7;31;1;4
2330;33;6;31;1;6
2340;33;3;32;1;3
2350;33;4;32;1;5
2360;34;5;32;1;8
2370;33;3;33;1;2
2380;33;3;33;1;10
2390;34;3;32;1;3
2400;34;2;31;1;6
2410;33;3;31;1;3
2420;33;4;31;2;4
2430;34;3;31;1;5
2440;33;4;32;1;7
2450;33;2;32;1;11
2460;33;3;32;2;6
2470;33;2;31;1;8
2480;33;2;31;1;5
2490;33;3;31;1;2
2500;33;5;31;1;5
2510;33;4;31;1;4
2520;32;6;32;2;4
2530;33;4;31;1;6
2540;33;5;32;1;4
2550;34;3;31;1;5
2560;33;2;31;2;1
2570;33;3;31;2;2
2580;33;3;31;1;6
2590;33;4;31;2;10
2600;32;3;31;2;8
2610;33;3;31;2;8
2620;34;3;31;1;5
2630;33;3;31;2;12
2640;33;4;31;2;2
2650;33;2;31;2;12
2660;33;2;31;2;5
2670;33;5;32;2;7
2680;33;5;31;2;10
2690;35;6;32;2;7
2700;35;9;32;3;4
2710;34;6;32;3;9
2720;33;7;31;2;4
2730;33;7;31;2;1
2740;33;5;32;2;6
2750;34;4;33;1;8
2760;34;5;31;2;6
2770;34;5;31;3;8
2780;34;4;32;3;5
2790;34;5;32;2;9
2800;34;3;32;2;11
2810;33;4;32;2;7
2820;33;5;32;2;5
2830;33;4;32;2;8
2840;35;6;31;2;5
2850;34;7;32;1;4
2860;35;10;31;1;7
2870;34;9;32;1;3
2880;34;10;32;1;3
2890;34;10;31;1;1
2900;33;10;31;0;0
2910;34;12;31;1;5
2920;34;10;32;1;3
2930;34;8;32;1;1
2940;35;7;32;1;3
2950;33;6;33;1;2
2960;34;3;32;2;4
2970;33;4;32;2;5
2980;33;3;31;1;6
2990;33;3;33;1;4
3000;33;3;33;1;4
3010;33;2;32;1;4
3020;33;4;31;1;2
3030;34;5;31;1;4
3040;33;4;31;1;2
3050;33;5;32;1;3
3060;33;5;32;1;4
3070;34;5;32;1;2
3080;33;5;33;1;1
