Year;Patriot;NonPatriot;Demand;SelfSacrifice;NbHeroes
0;0;0;0;0;0
0;0;0;0;0;0
10;1;0;2;0;1
20;1;2;9;0;2
30;2;4;14;0;1
40;6;1;31;0;2
50;6;1;40;0;4
60;7;1;42;0;1
70;12;3;38;0;1
80;11;2;37;1;2
90;12;2;44;2;4
100;13;4;42;1;5
110;14;3;40;1;7
120;13;3;35;0;5
130;13;4;31;1;1
140;14;7;37;1;5
150;14;11;44;0;3
160;16;11;48;0;1
170;16;13;51;0;3
180;19;13;49;0;0
190;22;11;53;0;1
200;23;10;64;0;4
210;29;7;63;0;3
220;34;7;52;1;1
230;37;8;43;1;2
240;38;8;42;1;2
250;37;7;38;1;6
260;37;7;37;1;6
270;38;6;36;1;5
280;38;5;37;2;4
290;38;2;37;2;6
300;38;3;37;2;7
310;39;3;37;2;7
320;39;3;36;2;9
330;38;3;36;2;2
340;40;3;37;2;9
350;40;5;37;1;3
360;38;6;36;1;7
370;38;5;37;1;3
380;38;3;37;2;5
390;39;2;37;2;4
400;39;3;36;2;5
410;38;4;36;2;9
420;38;3;35;2;5
430;37;3;35;2;11
440;37;4;36;2;7
450;38;3;35;2;6
460;38;3;36;2;3
470;38;5;35;2;6
480;38;3;37;2;5
490;37;2;37;2;4
500;37;2;37;2;5
510;37;2;36;2;6
520;37;2;36;2;5
530;37;4;36;1;2
540;38;3;36;1;8
550;37;4;37;2;6
560;38;3;37;2;8
570;37;4;37;2;5
580;38;3;37;2;9
590;38;2;37;2;9
600;38;1;37;2;6
610;38;1;36;1;4
620;38;3;37;1;8
630;37;1;37;1;2
640;37;4;38;1;1
650;38;3;38;1;4
660;37;3;37;1;3
670;37;3;36;1;6
680;37;0;37;1;5
690;37;0;37;2;7
700;37;1;37;2;8
710;37;3;38;2;3
720;37;3;37;2;7
730;37;4;37;1;3
740;37;3;37;1;9
750;37;3;37;1;4
760;37;2;37;1;9
770;37;1;37;1;4
780;37;1;37;1;6
790;37;2;37;1;6
800;37;5;37;1;1
810;37;5;36;1;4
820;37;5;37;1;1
830;37;5;37;1;2
840;37;3;36;1;4
850;38;2;37;1;7
860;37;4;38;1;4
870;38;5;39;2;6
880;38;5;40;2;4
890;37;3;37;2;7
900;37;1;38;1;0
910;38;2;37;1;5
920;38;3;37;1;1
930;38;2;37;2;1
940;38;3;38;2;5
950;38;4;38;1;5
960;38;4;39;2;7
970;38;3;39;1;6
980;38;3;37;2;2
990;39;4;38;1;7
1000;38;3;38;2;11
1010;38;3;37;2;13
1020;38;3;37;2;5
1030;38;3;37;2;8
1040;38;4;37;2;6
1050;38;3;37;1;1
1060;38;3;37;2;5
1070;38;2;38;1;8
1080;38;3;38;2;5
1090;39;3;37;2;8
1100;39;3;37;1;7
1110;38;4;37;1;1
1120;38;5;37;2;3
1130;38;2;36;2;6
1140;37;2;37;2;3
1150;37;3;36;2;2
1160;37;5;36;1;6
1170;37;4;36;1;2
1180;39;4;37;1;5
1190;38;3;37;1;6
1200;38;4;37;1;2
1210;38;4;37;1;2
1220;39;4;37;1;2
1230;38;5;37;0;0
1240;39;5;38;1;2
1250;38;3;37;1;1
1260;38;3;37;1;5
1270;38;3;37;1;4
1280;39;4;37;1;4
1290;38;3;36;1;4
1300;38;2;36;1;1
1310;39;3;37;1;2
1320;38;3;37;1;2
1330;40;3;36;1;4
1340;39;3;37;1;1
1350;39;3;38;1;6
1360;39;3;38;1;2
1370;41;6;36;1;2
1380;41;2;37;1;3
1390;41;3;37;1;4
1400;40;4;37;1;6
1410;39;1;37;1;6
1420;39;1;37;1;5
1430;38;1;37;1;4
1440;38;1;36;1;4
1450;39;1;37;1;2
1460;38;2;37;1;7
1470;39;3;38;1;5
1480;38;6;37;2;5
1490;38;7;38;1;2
1500;38;10;37;1;5
1510;39;11;37;1;3
1520;38;12;40;1;5
1530;37;18;37;1;3
1540;38;20;38;1;9
1550;38;16;37;1;6
1560;37;10;37;1;5
1570;37;10;38;2;2
1580;38;9;38;2;7
1590;38;9;37;1;6
1600;38;8;37;1;2
1610;38;8;38;1;2
1620;38;7;37;1;9
1630;38;8;38;1;2
1640;38;11;37;1;3
1650;39;14;38;1;5
1660;38;13;37;1;1
1670;39;12;37;1;1
1680;39;14;38;1;4
1690;39;11;38;1;3
1700;39;10;37;2;5
1710;40;9;36;1;3
1720;38;8;37;2;5
1730;38;6;37;2;7
1740;38;7;36;2;6
1750;40;11;37;2;10
1760;38;12;37;3;9
1770;39;12;38;3;5
1780;38;11;38;3;8
1790;38;13;37;3;12
1800;39;12;38;2;11
1810;38;14;41;3;12
1820;38;15;43;3;11
1830;39;13;41;3;9
1840;39;11;42;2;7
1850;38;14;43;3;2
1860;38;19;42;2;5
1870;39;15;43;2;8
1880;38;13;42;2;1
1890;38;14;42;1;7
1900;37;10;41;1;5
1910;37;11;41;1;4
1920;38;12;38;1;2
1930;37;14;37;1;3
1940;37;16;37;1;4
1950;38;21;39;2;10
1960;39;21;40;2;7
1970;39;17;40;2;4
1980;39;24;42;3;10
1990;39;21;43;2;7
2000;41;20;47;3;11
2010;39;23;49;3;10
2020;38;20;52;3;9
2030;39;18;48;3;4
2040;38;14;48;3;18
2050;38;12;44;2;6
2060;39;12;43;1;2
2070;39;11;42;2;4
2080;39;9;41;1;8
2090;38;7;40;2;11
2100;38;6;37;1;7
2110;39;5;36;2;4
2120;38;6;35;1;5
2130;38;6;35;1;4
2140;37;6;33;0;3
2150;37;8;34;1;6
2160;38;10;36;1;5
2170;38;7;36;1;6
2180;37;6;37;1;8
2190;38;6;37;1;3
2200;38;6;37;1;5
2210;39;6;37;1;5
2220;38;6;37;1;3
2230;38;7;37;1;2
2240;38;8;37;1;4
2250;38;7;37;1;4
2260;38;6;37;2;7
2270;38;7;37;2;3
2280;38;7;37;2;8
2290;38;7;37;2;5
2300;38;6;37;1;5
2310;38;5;37;2;6
2320;38;6;38;2;7
2330;38;4;38;2;9
2340;38;4;36;2;7
2350;38;6;38;2;5
2360;38;5;38;2;4
2370;38;6;37;1;2
2380;38;6;37;1;2
2390;38;6;37;1;4
2400;38;5;37;2;4
2410;38;5;38;1;7
2420;38;7;37;2;4
2430;38;7;37;1;6
2440;38;7;37;1;9
2450;38;8;37;1;6
2460;38;7;37;1;1
2470;37;5;37;1;7
2480;38;5;37;1;3
2490;38;3;37;0;5
2500;38;4;36;0;1
2510;37;4;37;0;3
2520;38;4;37;0;2
2530;37;4;37;1;1
2540;37;3;38;1;4
2550;38;5;37;1;4
2560;38;6;38;0;2
2570;39;6;39;0;1
2580;39;6;37;0;3
2590;39;4;37;0;2
2600;38;5;38;1;3
2610;39;4;37;1;5
2620;38;5;37;1;1
2630;39;5;37;1;6
2640;38;4;37;1;9
2650;38;4;38;1;5
2660;38;2;37;1;2
2670;38;3;38;1;3
2680;38;3;39;1;6
2690;38;4;38;1;11
2700;38;4;38;2;7
2710;38;4;37;2;4
2720;37;3;37;2;7
2730;38;3;37;2;3
2740;38;4;37;3;10
2750;38;5;37;3;7
2760;38;4;37;2;11
2770;38;3;37;3;6
2780;38;3;37;3;9
2790;40;4;37;3;11
2800;39;3;37;3;9
2810;38;5;37;2;6
2820;38;5;37;2;8
2830;38;6;36;2;5
2840;38;5;36;2;4
2850;38;6;37;2;5
2860;38;7;37;3;8
2870;37;8;37;3;13
2880;38;10;37;3;12
2890;38;10;37;4;10
2900;38;9;37;3;8
2910;39;9;37;4;10
2920;39;5;37;4;8
2930;38;5;38;3;7
2940;37;5;37;4;15
2950;38;5;38;4;13
2960;38;4;38;4;12
2970;39;5;37;3;9
2980;38;7;37;3;7
2990;38;5;37;3;6
3000;38;5;37;3;10
3010;39;5;38;3;18
3020;38;5;37;3;14
3030;39;4;38;4;14
3040;39;4;37;3;12
3050;39;3;37;2;2
3060;39;3;37;3;12
3070;39;3;38;2;6
3080;39;4;37;2;9
