Year;Patriot;NonPatriot;Demand;SelfSacrifice;NbHeroes
0;0;0;0;0;0
0;0;0;0;0;0
10;1;0;2;0;5
20;1;0;6;0;6
30;1;1;18;0;7
40;2;1;27;0;5
50;2;2;39;0;12
60;2;2;44;0;14
70;2;3;47;0;9
80;3;4;52;0;18
90;2;5;55;1;16
100;2;6;56;1;18
110;2;3;56;1;13
120;1;2;56;0;10
130;1;2;57;0;8
140;1;1;58;1;17
150;1;1;59;0;12
160;1;1;58;0;13
170;2;1;58;0;11
180;1;1;59;1;15
190;1;1;59;0;14
200;1;1;59;0;11
210;1;1;59;0;10
220;1;1;59;1;20
230;2;1;58;1;17
240;2;1;58;1;16
250;2;2;58;0;7
260;1;2;58;0;17
270;1;2;58;0;12
280;1;2;58;0;13
290;1;2;58;0;16
300;1;2;58;1;16
310;2;2;58;0;12
320;2;2;58;0;12
330;1;1;57;0;11
340;2;2;57;0;13
350;2;1;56;0;13
360;1;1;55;1;15
370;1;2;55;0;15
380;1;1;55;1;18
390;1;1;54;1;21
400;2;2;54;1;17
410;2;1;54;1;16
420;3;1;54;0;10
430;4;2;54;0;14
440;3;2;54;0;17
450;4;2;53;1;16
460;3;2;54;1;15
470;2;2;55;1;17
480;1;2;56;1;17
490;1;1;56;0;18
500;1;1;55;0;7
510;1;1;55;0;8
520;1;1;55;0;11
530;2;1;55;0;10
540;2;1;55;0;14
550;2;2;54;1;16
560;2;2;54;1;13
570;2;2;55;0;15
580;2;2;56;0;12
590;2;2;56;0;10
600;2;2;57;1;17
610;2;2;56;0;18
620;2;2;56;0;14
630;2;2;56;0;10
640;2;1;57;1;14
650;2;1;57;1;18
660;1;2;57;1;11
670;1;2;57;1;10
680;2;3;57;1;18
690;1;2;58;1;11
700;1;3;57;1;14
710;1;2;58;1;7
720;1;1;58;1;21
730;2;2;58;1;17
740;2;2;59;1;20
750;1;2;58;1;22
760;1;1;59;1;19
770;1;2;60;1;15
780;1;2;60;1;19
790;1;2;61;0;17
800;1;2;61;0;13
810;1;2;61;0;18
820;1;1;62;0;10
830;1;1;61;1;10
840;2;1;61;0;22
850;1;2;61;1;19
860;1;1;62;0;16
870;1;1;61;0;16
880;1;1;61;1;15
890;1;1;60;1;10
900;1;1;61;1;17
910;1;1;61;1;21
920;1;2;61;0;11
930;1;2;61;0;17
940;1;2;60;0;17
950;1;2;61;0;13
960;1;2;61;1;4
970;1;1;60;1;17
980;1;1;60;0;9
990;1;1;59;0;12
1000;1;2;57;0;17
1010;1;2;57;0;14
1020;1;2;57;0;13
1030;1;1;58;0;13
1040;1;1;58;0;13
1050;1;1;58;0;17
1060;1;2;60;1;14
1070;2;2;61;1;21
1080;1;2;60;1;23
1090;1;2;59;1;15
1100;1;2;61;1;16
1110;1;1;61;1;15
1120;1;1;62;1;15
1130;1;3;61;1;17
1140;1;2;61;1;17
1150;1;2;60;0;10
1160;1;2;60;0;12
1170;1;2;59;0;14
1180;1;1;59;0;15
1190;2;1;58;1;18
1200;2;1;59;0;18
1210;1;1;59;1;12
1220;1;1;59;1;15
1230;1;2;59;1;15
1240;1;2;59;1;15
1250;1;1;60;0;17
1260;1;1;59;0;11
1270;2;1;59;0;15
1280;2;1;57;1;13
1290;2;2;58;1;15
1300;2;2;58;0;15
1310;1;1;58;1;11
1320;1;2;59;1;10
1330;2;2;59;0;14
1340;1;2;58;1;16
1350;1;2;58;0;12
1360;1;2;59;1;14
1370;2;2;60;0;16
1380;2;2;61;1;14
1390;1;2;59;1;18
1400;2;2;60;1;23
1410;2;2;61;1;24
1420;2;2;60;1;16
1430;2;2;60;1;21
1440;2;2;60;1;16
1450;2;2;60;1;11
1460;3;2;60;1;16
1470;3;2;61;1;30
1480;2;2;61;1;23
1490;2;1;61;1;14
1500;2;2;62;1;18
1510;1;2;63;1;14
1520;2;2;62;1;27
1530;2;2;63;1;19
1540;1;2;62;1;20
1550;2;2;63;1;14
1560;1;1;64;1;19
1570;1;1;66;1;20
1580;1;2;66;1;24
1590;1;1;64;1;15
1600;2;2;66;1;10
1610;2;2;65;1;17
1620;1;1;65;1;21
1630;1;1;64;1;14
1640;2;2;64;1;23
1650;2;2;64;1;19
1660;2;2;65;1;17
1670;2;2;66;1;20
1680;1;2;65;1;16
1690;1;2;64;1;21
1700;2;2;65;1;23
1710;2;2;66;1;11
1720;2;1;65;1;21
1730;2;1;63;1;19
1740;2;2;63;1;21
1750;2;2;64;1;18
1760;1;2;63;1;15
1770;1;2;62;1;12
1780;1;1;62;1;17
1790;1;1;62;1;19
1800;1;1;62;0;9
1810;2;1;61;0;11
1820;1;1;60;0;13
1830;1;2;59;0;13
1840;1;1;58;0;19
1850;1;1;58;0;12
1860;2;1;59;0;11
1870;2;1;58;0;15
1880;2;1;58;0;14
1890;1;2;58;0;9
1900;1;2;59;1;8
1910;1;2;61;1;9
1920;2;2;61;1;15
1930;2;1;61;1;21
1940;1;1;59;1;16
1950;1;1;61;1;12
1960;1;2;61;0;22
1970;1;2;62;0;10
1980;2;2;62;0;12
1990;2;2;63;1;11
2000;2;2;63;1;13
2010;2;2;63;1;24
2020;2;2;64;1;10
2030;1;2;65;1;10
2040;1;2;64;1;17
2050;2;2;65;1;24
2060;2;1;66;1;11
2070;2;2;65;0;12
2080;1;2;64;1;14
2090;1;2;65;0;6
2100;1;2;65;0;13
2110;1;2;64;0;12
2120;1;1;66;0;14
2130;1;1;65;0;12
2140;1;1;64;1;17
2150;1;1;64;1;18
2160;2;1;64;1;12
2170;2;1;63;0;14
2180;2;2;64;0;8
2190;1;2;63;1;21
2200;1;1;63;0;12
2210;1;1;61;0;20
2220;1;2;62;1;10
2230;1;1;63;0;12
2240;1;2;63;1;13
2250;2;1;62;1;15
2260;2;1;63;1;17
2270;2;1;62;1;17
2280;2;1;61;1;24
2290;2;1;62;0;9
2300;2;1;61;0;13
2310;2;1;59;0;16
2320;2;1;60;0;7
2330;1;1;60;0;8
2340;2;1;59;0;12
2350;2;1;58;0;17
2360;2;2;58;0;15
2370;1;2;58;1;16
2380;1;2;58;0;13
2390;1;3;58;0;11
2400;1;2;58;0;16
2410;1;2;58;0;15
2420;1;2;58;1;17
2430;1;2;59;1;16
2440;1;2;57;0;15
2450;1;3;57;0;12
2460;1;2;57;1;15
2470;1;2;59;1;15
2480;1;2;58;1;13
2490;1;2;58;1;14
2500;1;2;58;1;12
2510;1;3;60;1;15
2520;1;2;60;1;14
2530;1;2;60;0;16
2540;1;2;61;0;9
2550;1;2;59;0;14
2560;1;1;60;0;16
2570;1;1;61;1;11
2580;1;1;60;0;6
2590;1;1;60;0;14
2600;2;1;61;0;9
2610;1;1;61;0;11
2620;2;1;61;0;9
2630;1;1;61;0;11
2640;1;1;62;0;16
2650;1;1;61;0;10
2660;1;1;62;1;15
2670;1;1;63;1;15
2680;2;1;63;0;10
2690;2;1;62;0;12
2700;2;2;63;0;10
2710;1;1;62;0;12
2720;2;1;62;0;13
2730;2;1;63;1;14
2740;2;1;62;0;15
2750;2;0;62;0;12
2760;2;1;63;0;15
2770;1;1;63;0;10
2780;1;1;63;1;20
2790;1;1;63;0;12
2800;1;1;62;0;12
2810;1;2;63;0;12
2820;1;1;62;0;17
2830;1;2;62;0;20
2840;1;2;61;0;12
2850;1;2;61;0;13
2860;1;1;61;0;11
2870;1;1;59;0;13
2880;1;2;59;1;11
2890;1;1;59;1;11
2900;1;1;58;1;18
2910;1;1;59;0;14
2920;1;1;60;1;16
2930;1;1;62;0;17
2940;2;1;61;1;9
2950;2;1;60;1;11
2960;2;1;60;1;16
2970;2;1;60;1;14
2980;2;1;59;1;14
2990;2;2;59;1;20
3000;2;2;59;1;19
3010;2;2;60;1;15
3020;2;2;60;1;18
3030;2;2;60;1;12
3040;2;2;61;1;19
3050;2;2;59;1;18
3060;1;2;60;1;16
3070;1;1;61;1;16
3080;1;1;61;1;15
